id,remote_uid,legacy_id,code,chapter,description,is_service,tax_percentage,is_pre_gst,legacy_metadata,created_at,updated_at,is_active
26481,23108,,8450120,8450,"HOUSEHOLD OR LAUNDRY-TYPE WASHING MACHINES, INCLUDING MACHINES WHICH BOTH WASH AND DRY - MACHINES, EACH OF A DRY LINEN",FALSE,0,FALSE,,,,TRUE
26482,23188,,8456120,8456,OPERATED BY OTHER LIGHT OR PHOTON BEAM PROCESSES,FALSE,0,FALSE,,,,TRUE
26483,23245,,8459310,8459,"MACHINE-TOOLS (INCLUDING WAY-TYPE UNIT HEAD MACHINES) FOR DRILLING, BORING, MILLING, THREADING OR TAPPING BY REMOVING M",FALSE,0,FALSE,,,,TRUE
26484,23290,,8460120,8460,NUMERICALLY CONTROLLED,FALSE,0,FALSE,,,,TRUE
26485,23302,,8460310,8460,"MACHINE-TOOLS FOR DEBURRING, SHARPENING, GRINDING, HONING, LAPPING, POLISHING OR OTHERWISE FINISHING METAL, OR CERMETS",FALSE,0,FALSE,,,,TRUE
26486,23362,,8462310,8462,"MACHINE-TOOLS (INCLUDING PRESSES) FOR WORKING METAL BY FORGING, HAMMERING OR DIE-STAMPING; MACHINE-TOOLS (INCLUDING PRE",FALSE,0,FALSE,,,,TRUE
26487,23464,,8469120,8469,TYPEWRITERS OTHER THAN PRINTERS OF HEADING 8471; WORD-PROCESSING MACHINES - AUTOMATIC TYPEWRITERS AND WORD-PROCESSING M,FALSE,0,FALSE,,,,TRUE
26488,23555,,8474390,8474,"MACHINERY FOR SORTING, SCREENING, SEPARATING, WASHING, CRUSHING, GRINDING, MIXING OR KNEADING EARTH, STONE, ORES OR OTH",FALSE,0,FALSE,,,,TRUE
26489,23769,,8502120,8502,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - GENERATING SETS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON E,FALSE,0,FALSE,,,,TRUE
26490,23780,,8502310,8502,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - OTHER GENERATING SETS : WIND-POWERED,FALSE,0,FALSE,,,,TRUE
26491,23803,,8504310,8504,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - OTHER TRANSFORMERS: HAVING A POWER",FALSE,0,FALSE,,,,TRUE
26492,23911,,8515310,8515,"ELECTRIC (INCLUDING ELECTRICALLY HEATED GAS), LASER OR OTHER LIGHT OR PHOTO BEAM, ULTRASONIC, ELECTRON BEAM, MAGNETIC P",FALSE,0,FALSE,,,,TRUE
26493,23923,,8516310,8516,ELECTRIC INSTANTANEOUS OR STORAGE WATER HEATERS AND IMMERSION HEATERS; ELECTRIC SPACE HEATING APPARATUS AND SOIL HEATIN,FALSE,0,FALSE,,,,TRUE
26494,24009,,8519310,8519,"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A",FALSE,0,FALSE,,,,TRUE
26495,24010,,8519390,8519,"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A",FALSE,0,FALSE,,,,TRUE
26496,24226,,8527120,8527,"RECEPTION APPARATUS FOR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRO",FALSE,0,FALSE,,,,TRUE
26497,24231,,8527310,8527,"RECEPTION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY OR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HO",FALSE,0,FALSE,,,,TRUE
26498,24233,,8527390,8527,"RECEPTION APPARATUS FOR RADIO-TELEPHONY, RADIOTELEGRAPHY OR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HO",FALSE,0,FALSE,,,,TRUE
26499,24463,,8540120,8540,"THERMIONIC, COLD CATHODE OR PHOTO-CATHODE VALVES AND TUBES (FOR EXAMPLE, VACUUM OR VAPOUR OR GAS FILLED VALVES AND TUBE",FALSE,0,FALSE,,,,TRUE
26500,24498,,8542310,8542,"ELECTRONIC INTEGRATED CIRCUITS - ELECTRONIC INTEGRATED CIRCUITS -- PROCESSORS AND CONTROLLERS, WHETHER OR NOT COMBINED",FALSE,0,FALSE,,,,TRUE
26501,24501,,8542390,8542,ELECTRONIC INTEGRATED CIRCUITS - ELECTRONIC INTEGRATED CIRCUITS -- OTHER,FALSE,0,FALSE,,,,TRUE
26502,24709,,8607120,8607,"PARTS OF RAILWAY OR TRAMWAY LOCOMOTIVES OR ROLLING-STOCK - BOGIES, BISSEL-BOGIES, AXLES AND WHEELS, AND PARTS THEREOF :",FALSE,0,FALSE,,,,TRUE
26503,24944,,8708310,8708,PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705 BRAKES AND SERVO-BRAKES AND PARTS THEREOF MOUNTED,FALSE,0,FALSE,,,,TRUE
26504,24945,,8708390,8708,PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705 BRAKES AND SERVO-BRAKES AND PARTS THEREOF OTHER,FALSE,0,FALSE,,,,TRUE
26505,25038,,8716310,8716,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF OTHER TRAILERS AND SEMI-TRAILERS",FALSE,0,FALSE,,,,TRUE
26506,25039,,8716390,8716,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF OTHER TRAILERS AND SEMI-TRAILERS",FALSE,0,FALSE,,,,TRUE
26507,25058,,8802120,8802,"OTHER AIRCRAFT (FOR EXAMPLE, HELICOPTERS, AEROPLANES); SPACECRAFT (INCLUDING SATELLITES) AND SUBORBITAL AND SPACECRAFT",FALSE,0,FALSE,,,,TRUE
26508,10216,,84144020,8414,"AIR OR VACUUM PUMPS, AIR OR OTHER GAS COMPRESSORS AND FANS; VENTILATING OR RECYCLING HOODS INCORPORATING A FAN, WHETHER",FALSE,0,FALSE,,,,TRUE
26509,10230,,85094090,8509,"ELECTRO-MECHANICAL DOMESTIC APPLIANCES, WITH SELF-CONTAINED ELECTRIC MOTOR, OTHER THAN VACUUM CLEANERS OF HEADING 8508 -",FALSE,0,FALSE,,,,TRUE
26510,10240,,35069119,3506,"PREPARED GLUES AND OTHER PREPARED ADHESIVES, NOT ELSEWHERE SPECIFIED OR INCLUDED; PRODUCTS SUITABLE FOR USE AS GLUES OR",FALSE,0,FALSE,,,,TRUE
26511,10241,,35069110,3506,"PREPARED GLUES AND OTHER PREPARED ADHESIVES, NOT ELSEWHERE SPECIFIED OR INCLUDED; PRODUCTS SUITABLE FOR USE AS GLUES OR",FALSE,0,FALSE,,,,TRUE
26512,10271,,82119100,8211,"KNIVES WITH CUTTING BLADES, SERRATED OR NOT (INCLUDING PRUNING KNIVES), OTHER THAN KNIVES OF HEADING 8208, AND BLADES TH",FALSE,0,FALSE,,,,TRUE
26513,10298,,10019100,1001,SEED,FALSE,0,FALSE,,,,TRUE
26514,10344,,10064000,1006,RICE BROKEN RICE,FALSE,0,FALSE,,,,TRUE
26515,10376,,10084000,1008,FONIO,FALSE,0,FALSE,,,,TRUE
26516,10532,,12079100,1207,"OTHER OIL SEEDS AND OLEAGINOUS FRUITS, WHETHER OR NOT BROKEN OTHER : POPPY SEEDS",FALSE,0,FALSE,,,,TRUE
26517,10545,,12092200,1209,"SEEDS, FRUIT AND SPORES, OF A KIND USED FOR SOWING SEEDS OF FORAGE PLANTS : CLOVER (TRIFOLIUM SPP.) SEED",FALSE,0,FALSE,,,,TRUE
26518,10574,,12114000,1211,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSE",FALSE,0,FALSE,,,,TRUE
26519,10627,,12129100,1212,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUN",FALSE,0,FALSE,,,,TRUE
26520,10862,,15154000,1515,"OTHER FIXED VEGETABLE FATS AND OILS (INCLUDING JOJOBA OIL) AND THEIR FRACTIONS, WHETHER OR NOT REFINED, BUT NOT CHEMICA",FALSE,0,FALSE,,,,TRUE
26521,10969,,16054000,1605,"CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES, PREPARED OR PRESERVED OTHER CRUSTACEANS",FALSE,0,FALSE,,,,TRUE
26522,11005,,17019100,1701,"CANE OR BEET SUGAR AND CHEMICALLY PURE SUCROSE, IN SOLID FORM - OTHER : REFINED SUGAR CONTAINING ADDED FLAVOURING OR CO",FALSE,0,FALSE,,,,TRUE
26523,11113,,19054000,1905,"BREAD, PASTRY, CAKES, BISCUITS AND OTHER BAKERS WARES, WHETHER OR NOT CONTAINING COCOA; COMMUNION WAFERS, EMPTY CACHETS",FALSE,0,FALSE,,,,TRUE
26524,11137,,20054000,2005,"OTHER VEGETABLES PREPARED OR PRESERVEDOTHERWISE THAN BY VINEGAR OR ACETIC ACID, NOT FROZEN, OTHER THAN PRODUCTS OF HEAD",FALSE,0,FALSE,,,,TRUE
26525,11143,,20059100,2005,"OTHER VEGETABLES PREPARED OR PRESERVEDOTHERWISE THAN BY VINEGAR OR ACETIC ACID, NOT FROZEN, OTHER THAN PRODUCTS OF HEAD",FALSE,0,FALSE,,,,TRUE
26526,11149,,20079100,2007,"JAMS, FRUIT JELLIES, MARMALADES, FRUIT ORNUT PUREE AND FRUIT OR NUT PASTES, OBTAINEDBY COOKING, WHETHER OR NOT CONTAINI",FALSE,0,FALSE,,,,TRUE
26527,11168,,20084000,2008,"FRUIT, NUTS AND OTHER EDIBLE PARTS OFPLANTS, OTHERWISE PREPARED OR PRESERVED, WHETHER OR NOT CONTAINING ADDED SUGAR ORO",FALSE,0,FALSE,,,,TRUE
26528,11173,,20089100,2008,"FRUIT, NUTS AND OTHER EDIBLE PARTS OFPLANTS, OTHERWISE PREPARED OR PRESERVED, WHETHER OR NOT CONTAINING ADDED SUGAR ORO",FALSE,0,FALSE,,,,TRUE
26529,11305,,22029100,2202,OTHER NON-ALCOHOLIC BEVERAGES [OTHER THAN TENDER COCONUT WATER],FALSE,0,FALSE,,,,TRUE
26530,11419,,23024000,2302,"BRAN, SHARPS AND OTHER RESIDUES, WHETHEROR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKI",FALSE,0,FALSE,,,,TRUE
26531,11540,,24039100,2403,OTHER MANUFACTURED TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES;HOMOGENISED OR RECONSTITUTED TOBACCO; TOBACCO EXTRACTS,FALSE,0,FALSE,,,,TRUE
26532,11912,,26209100,2620,"SLAG, ASH AND RESIDUES (OTHER THAN FROM THE MANUFACTURE OF IRON OR STEEL), CONTAINING ARSENIC, METALS OR THEIR COMPOUND",FALSE,0,FALSE,,,,TRUE
26533,11951,,27074000,2707,OILS AND OTHER PRODUCTS OF THE DISTILLATION OF HIGH TEMPERATURE COAL TAR SIMILAR PRODUCTS IN WHICH THE WEIGHT OF THE AR,FALSE,0,FALSE,,,,TRUE
26534,11954,,27079100,2707,OILS AND OTHER PRODUCTS OF THE DISTILLATION OF HIGH TEMPERATURE COAL TAR SIMILAR PRODUCTS IN WHICH THE WEIGHT OF THE AR,FALSE,0,FALSE,,,,TRUE
26535,12030,,27109100,2710,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR IN",FALSE,0,FALSE,,,,TRUE
26536,12123,,28054000,2805,"ALKALI OR ALKALINE-EARTH METALS; RARE-EARTH METALS, SCANDIUM AND YTTRIUM, WHETHER OR NOT INTERMIXED OR INTERALLOYED; ME",FALSE,0,FALSE,,,,TRUE
26537,12152,,28112200,2811,OTHER INORGANIC ACIDS AND OTHER INORGANIC OXYGEN COMPOUNDS OF NON-METALS - OTHER INORGANIC OXYGEN COMPOUNDS OF NON-META,FALSE,0,FALSE,,,,TRUE
26538,12207,,28164000,2816,"HYDROXIDE AND PEROXIDE OF MAGNESIUM; OXIDES, HYDROXIDES AND PEROXIDES, OF STRONTIUM OR BARIUM - OXIDES, HYDROXIDES AND",FALSE,0,FALSE,,,,TRUE
26539,12252,,28254000,2825,"HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS; OTHER INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXI",FALSE,0,FALSE,,,,TRUE
26540,12378,,28334000,2833,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES) - PEROXOSULPHATES (PERSULPHATES),FALSE,0,FALSE,,,,TRUE
26541,12394,,28352200,2835,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFI",FALSE,0,FALSE,,,,TRUE
26542,12416,,28364000,2836,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE POTASSIUM CAR,FALSE,0,FALSE,,,,TRUE
26543,12420,,28369100,2836,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - OTHER : LIT,FALSE,0,FALSE,,,,TRUE
26544,12504,,28444000,2844,RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES,FALSE,0,FALSE,,,,TRUE
26545,12612,,2903220,2903,HALOGENATED DERIVATIVES OF HYDROCARBONS - UNSATURATED CHLORINATED DERIVATIVES OF ACYCLIC HYDROCARBONS : TRICHLOROETHYLE,FALSE,0,FALSE,,,,TRUE
26546,12719,,2904910,2904,TRICHLORONITROMETHANE (CHLOROPICRIN),FALSE,0,FALSE,,,,TRUE
26547,12810,,2907220,2907,PHENOLS; PHENOL-ALCOHOLS - POLYPHENOLS ; PHENOL-ALCOHOLS : HYDROQUINONE (QUINOL) AND ITS SALTS,FALSE,0,FALSE,,,,TRUE
26548,12833,,2908910,2908,"HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF PHENOLS OR PHENOL-ALCOHOLS - OTHER -- DINOSEB (ISO) AND",FALSE,0,FALSE,,,,TRUE
26549,12876,,2910400,2910,"EPOXIDES, EPOXYALCOHOLS, EPOXYPHENOLS AND EXPOXYETHERS, WITH A THREE-MEMBERED RING, AND THEIR HALOGENATED, SULPHONATED,",FALSE,0,FALSE,,,,TRUE
26550,12919,,2914220,2914,"KETONES AND QUINONES, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROS",FALSE,0,FALSE,,,,TRUE
26551,12939,,2914400,2914,"KETONES AND QUINONES, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROS",FALSE,0,FALSE,,,,TRUE
26552,12965,,2915220,2915,"SATURATED ACYCLIC MONOCARBOXYLIC ACIDS AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGENATED, SUL",FALSE,0,FALSE,,,,TRUE
26553,13137,,2918220,2918,"CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGE",FALSE,0,FALSE,,,,TRUE
26554,13157,,2918910,2918,"CARBOXYLIC ACIDS WITH ADDITIONAL OXYGEN FUNCTION AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS; THEIR HALOGE",FALSE,0,FALSE,,,,TRUE
26555,13188,,2920220,2920,DIETHYL PHOSPHITE,FALSE,0,FALSE,,,,TRUE
26556,13224,,2921220,2921,AMINE- FUNCTION COMPOUNDS - ACYCLIC POLYAMINES AND THEIR DERIVATIVES; SALTS THEREOF : HEXAMETHYLENEDIAMINE AND ITS SALT,FALSE,0,FALSE,,,,TRUE
26557,13389,,2923400,2923,DIDECYLDIMETHYLAMMONIUM PERFLUOROOCTANE SULPHONATE,FALSE,0,FALSE,,,,TRUE
26558,13426,,2926400,2926,ALPHA-PHENYLACETOACETONITRILE,FALSE,0,FALSE,,,,TRUE
26559,13450,,2930400,2930,ORGANO-SULPHUR COMPOUNDS - METHIONINE,FALSE,0,FALSE,,,,TRUE
26560,13521,,2932910,2932,HETEROCYCLIC COMPOUNDS WITH OXYGEN HETERO-ATOM (S) ONLY - OTHER : ISOSAFROLE,FALSE,0,FALSE,,,,TRUE
26561,13596,,2933910,2933,"HETEROCYCLIC COMPOUNDS WITH NITROGEN HETEROATOM( S) ONLY - OTHER : ALPRAZOLAM (INN), CAMAZEPAM (INN) CHLORIDIAZEPOXIDE",FALSE,0,FALSE,,,,TRUE
26562,13604,,2934910,2934,NUCLEIC ACIDS AND THEIR SALTS; WHETHER OR NOT CHEMICALLY DEFINED; OTHER HETEROCYCLIC COMPOUNDS - OTHER : AMINOREX (INN),FALSE,0,FALSE,,,,TRUE
26563,13625,,2935400,2935,N-(2-HYDROXYETHYL)-N-METHYLPERFLUOROOCTANE SULPHONAMIDE,FALSE,0,FALSE,,,,TRUE
26564,13722,,2939910,2939,"VEGETABLE ALKALOIDS, NATURAL OR REPRODUCED BY SYNTHESIS, AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES - OTHER",FALSE,0,FALSE,,,,TRUE
26565,13741,,2941400,2941,ANTIBIOTICS - CHLORAMPHENICOL AND ITS DERIVATIVES; SALTS THEREOF,FALSE,0,FALSE,,,,TRUE
26566,13836,,3003400,3003,"MEDICAMENTS (EXCLUDING GOODS OF HEADING 3002, 3005 OR 3006) CONSISTING OF TWO OR MORE CONSTITUENTS WHICH HAVE BEEN MIXE",FALSE,0,FALSE,,,,TRUE
26567,14035,,3006400,3006,PHARMACEUTICAL GOODS SPECIFIED IN NOTE 4 TO THIS CHAPTER DENTAL CEMENTS AND OTHER DENTAL FILLINGS;BONE RECONSTRUCTION C,FALSE,0,FALSE,,,,TRUE
26568,14043,,3006910,3006,APLLIANCES IDENTIFIED FOR OSOTOMY USE,FALSE,0,FALSE,,,,TRUE
26569,14102,,3102400,3102,"MINERAL OR CHEMICAL FERTILISERS, NITROGENOUS MIXTURES OF AMMONIUM NITRATE WITH CALCIUM CARBONATE OR OTHER INORGANIC NON",FALSE,0,FALSE,,,,TRUE
26570,14125,,3105400,3105,"MINERAL OR CHEMICAL FERTILISERSCONTAINING TWO OR THREE OF THE FERTILISING ELEMENTS NITROGEN,PHOSPHORUS AND POTASSIUM; O",FALSE,0,FALSE,,,,TRUE
26571,14435,,3207400,3207,"PREPARED PIGMENTS, PREPARED OPACIFIERS AND PREPARED COLOURS, VITRIFIABLE ENAMELS AND GLAZES, ENGOBES (SLIPS), LIQUID LU",FALSE,0,FALSE,,,,TRUE
26572,14708,,3403910,3403,"LUBRICATING PREPARATIONS (INCLUDING CUTTING-OIL PREPARATIONS, BOLT OR NUT RELEASE PREPARATIONS,ANTI-RUST OR ANTI-CORROS",FALSE,0,FALSE,,,,TRUE
26573,14724,,3405400,3405,"POLISHES AND CREAMS, FOR FOOTWEAR, FURNITURE, FLOORS, COACHWORK, GLASS OR METAL, SCOURING PASTES AND POWDERS AND SIMILA",FALSE,0,FALSE,,,,TRUE
26574,15043,,3808400,3808,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS",FALSE,0,FALSE,,,,TRUE
26575,15241,,3824910,3824,"MIXTURES AND PREPARATIONS CONSISTING MAINLY OF (5-ETHYL-2-METHYL-2-OXIDO-1, 3, 2-DIOXAPHOSPHINAN-5-YL)METHYL METHYL MET",FALSE,0,FALSE,,,,TRUE
26576,15296,,3904220,3904,PLASTICISED,FALSE,0,FALSE,,,,TRUE
26577,15302,,3904400,3904,"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS - OTHER VINYL CHLORIDE COPOLYMERS",FALSE,0,FALSE,,,,TRUE
26578,15325,,3905910,3905,"POLYMERS OF VINYL ACETATE OR OF OTHER VINYL ESTERS, IN PRIMARY FORMS; OTHER VINYL POLYMERS IN PRIMARY FORMS - OTHER : C",FALSE,0,FALSE,,,,TRUE
26579,15347,,3907400,3907,"POLYACETALS, OTHER POLYETHERS AND EPOXIDE RESINS, IN PRIMARY FORMS; POLYCARBONATES, ALKYD RESINS, POLYALLYLESTERS AND O",FALSE,0,FALSE,,,,TRUE
26580,15529,,3917220,3917,"TUBES, PIPES AND HOSES, AND FITTINGS THEREFOR (FOR EXAMPLE, JOINTS, ELBOWS, FLANGES), OF PLASTICS - TUBES, PIPES AND HO",FALSE,0,FALSE,,,,TRUE
26581,15729,,3923400,3923,"ARTICLES FOR THE CONVEYANCE OR PACKING OF GOODS, OF PLASTICS; STOPPERS, LIDS, CAPS AND OTHER CLOSURES, OF PLASTICS - SP",FALSE,0,FALSE,,,,TRUE
26582,15807,,4001220,4001,"NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS O",FALSE,0,FALSE,,,,TRUE
26583,15835,,4002910,4002,"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT",FALSE,0,FALSE,,,,TRUE
26584,15885,,4009220,4009,"TUBES, PIPES AND HOSES, OF VULCANISED RUBBER OTHER THAN HARD RUBBER, WITH OR WITHOUT THEIR FITTINGS (FOR EXAMPLE, JOINT",FALSE,0,FALSE,,,,TRUE
26585,16003,,4016910,4016,OTHER ARTICLES OF VULCANISED RUBBER OTHER THAN HARD RUBBER - OTHER : FLOOR COVERINGS AND MATS,FALSE,0,FALSE,,,,TRUE
26586,16095,,4106400,4106,"TANNED OR CRUST HIDES AND SKINS OF OTHER ANIMALS, WITHOUT WOOL OR HAIR ON, WHETHER OR NOT SPLIT BUT NOT FURTHER PREPARE",FALSE,0,FALSE,,,,TRUE
26587,16096,,4106910,4106,"TANNED OR CRUST HIDES AND SKINS OF OTHER ANIMALS, WITHOUT WOOL OR HAIR ON, WHETHER OR NOT SPLIT BUT NOT FURTHER PREPARE",FALSE,0,FALSE,,,,TRUE
26588,16102,,4107910,4107,"LEATHER FURTHER PREPARED AFTER TANNING OR CRUSTING, INCLUDING PARCHMENT-DRESSED LEATHER, OF BOVINE (INCLUDING BUFFALO)",FALSE,0,FALSE,,,,TRUE
26589,16173,,4202910,4202,"TRUNKS, SUIT-CASES, VANITY-CASES, EXECUTIVECASES, BRIEF-CASES, SCHOOL SATCHELS, SPECTACLE CASES, BINOCULAR CASES, CAMER",FALSE,0,FALSE,,,,TRUE
26590,16252,,4401220,4401,"FUEL WOOD, IN LOGS, IN BILLETS, IN TWIGS, IN FAGGOTS OR IN SIMILAR FORMS; WOOD IN CHIPS OR PARTICLES; SAWDUST AND WOOD",FALSE,0,FALSE,,,,TRUE
26591,16257,,4401400,4401,"SAWDUST AND WOOD WASTE AND SCRAP, NOT AGGLOMERATED",FALSE,0,FALSE,,,,TRUE
26592,16302,,4403910,4403,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - OTHER : OF OAK (QUERCUS SPP.)",FALSE,0,FALSE,,,,TRUE
26593,16343,,4406910,4406,CONIFEROUS,FALSE,0,FALSE,,,,TRUE
26594,16356,,4407220,4407,"WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, WHETHER OR NOT PLANED, SANDED OR ENDJOINTED, OF A THICKNESS EXCEEDIN",FALSE,0,FALSE,,,,TRUE
26595,16365,,4407910,4407,"WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, WHETHER OR NOT PLANED, SANDED OR ENDJOINTED, OF A THICKNESS EXCEEDIN",FALSE,0,FALSE,,,,TRUE
26596,16405,,4409220,4409,OF TROPICAL WOOD,FALSE,0,FALSE,,,,TRUE
26597,16598,,4418400,4418,"BUILDERS` JOINERY AND CARPENTRY OF WOOD, INCLUDING CELLULAR WOOD PANELS, ASSEMBLED FLOORING PANELS, SHINGLES AND SHAKES",FALSE,0,FALSE,,,,TRUE
26598,16608,,4418910,4418,OF BAMBOO,FALSE,0,FALSE,,,,TRUE
26599,16691,,4601220,4601,"PLAITS AND SIMILAR PRODUCTS OF PLAITING MATERIALS, WHETHER OR NOT ASSEMBLED INTO STRIPS ; PLAITING MATERIALS, PLAITS AN",FALSE,0,FALSE,,,,TRUE
26600,16693,,4601910,4601,"PLAITS AND SIMILAR PRODUCTS OF PLAITING MATERIALS, WHETHER OR NOT ASSEMBLED INTO STRIPS ; PLAITING MATERIALS, PLAITS AN",FALSE,0,FALSE,,,,TRUE
26601,16729,,4706910,4706,PULPS OF FIBRES DERIVED FROM RECOVERED (WASTE AND SCRAP) PAPER OR PAPERBOARD OR OF OTHER FIBROUS CELLULOSIC MATERIAL -,FALSE,0,FALSE,,,,TRUE
26602,16750,,4802400,4802,"UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH",FALSE,0,FALSE,,,,TRUE
26603,16839,,4805400,4805,"OTHER UNCOATED PAPER AND PAPERBOARD, IN ROLLS OR SHEETS, NOT FURTHER WORKED OR PROCESSED THAN AS SPECIFIED IN NOTE 3 TO",FALSE,0,FALSE,,,,TRUE
26604,16841,,4805910,4805,"OTHER UNCOATED PAPER AND PAPERBOARD, IN ROLLS OR SHEETS, NOT FURTHER WORKED OR PROCESSED THAN AS SPECIFIED IN NOTE 3 TO",FALSE,0,FALSE,,,,TRUE
26605,16882,,4810220,4810,"PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH KAOLIN (CHINA CLAY) OR OTHER INORGANIC SUBSTANCES, WITH OR WITHO",FALSE,0,FALSE,,,,TRUE
26606,16964,,4819400,4819,"CARTONS, BOXES, CASES, BAGS AND OTHER PACKING CONTAINERS, OF PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE",FALSE,0,FALSE,,,,TRUE
26607,16975,,4820400,4820,"REGISTERS, ACCOUNT BOOKS, NOTE BOOKS, ORDER BOOKS, RECEIPT BOOKS, LETTER PADS, MEMORANDUM PADS, DIARIES AND SIMILAR ART",FALSE,0,FALSE,,,,TRUE
26608,16997,,4823400,4823,"OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER",FALSE,0,FALSE,,,,TRUE
26609,17024,,4901910,4901,"PRINTED BOOKS, BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, WHETHER OR NOT IN SINGLE SHEETS - OTHER : DICTIONARIES A",FALSE,0,FALSE,,,,TRUE
26610,17040,,4905910,4905,"MAPS AND HYDROGRAPHIC OR SIMILAR CHARTS OF ALL KINDS, INCLUDING ATLASES, WALL MAPS, TOPOGRAPHICAL PLANS AND GLOBES, PRI",FALSE,0,FALSE,,,,TRUE
