legacy_id,created_at,overseer_legacy_id,company_contact_lagacy,subject,purpose,comment,actionrequired,activity,refno,inquiry_number,activitystatus
3694,"2017-11-27 14:43:21",20,NULL,,"Follow up","As per discussed with Kohinoor paint mart for Caustic soda.Got rate and forwarded to Prit for Process PO","Need tax amendment in PO..PO proceed to supplier",Meeting,1511793801#209,14955,Approved
3695,"2017-11-27 14:43:48",112,2888,"daily report","Follow up","Discussion regarding requirement he send inquiry today. Received inquiry. 
","To send quotation and follow up.
","Phone call",1511793828#1128,15001,Approved
3696,"2017-11-27 14:44:55",20,NULL,,"Follow up","As per Meeting with Yogesh patel for Alum inquiry..PR already approved","Will Got PO within 2-3 days",Meeting,1511793895#204,14835,Approved
3697,"2017-11-27 14:45:20",112,NULL,,Closure,"discussed regarding PO.he will send PO today.
","Received PO.
","Phone call",1511793920#1126,13503,Approved
3698,"2017-11-27 14:50:58",112,NULL,,"Follow up","follow up for quotation.he said he will check and inform me.And he said to call Mr. Sanjay for another inquiry.
","To follow up.","Phone call",1511794258#1127,14951,Approved
3699,"2017-11-27 14:53:09",112,5771,"daily report","First Meeting/Intro Meeting","Discussed company profile and non sparking tools.he said to send tool catalogs for selecting more items.
","To send catalogs and follow up.
","Phone call",1511794389#1129,15002,Approved
3700,"2017-11-27 15:04:22",20,NULL,,"Follow up","As per discussion with Rajesh Panchal budget is 1300 rs for one no Health Faucets...","Check with Arihant ceramics as per our last purchase..Quote submitted to IR",Meeting,1511795062#208,14768,Approved
3701,"2017-11-27 15:05:44",20,NULL,,"Follow up","Material taken from Dhiren traders..Sale invoice already got","Delivered to Plant-4 IR",Meeting,1511795144#208,13464,Approved
3702,"2017-11-27 15:07:57",112,5405,"daily report","Follow up","Discussed regarding another requirement he will inform requirements as it comes.
","To follow up for new inquiry.
",Meeting,1511795277#1129,15003,Approved
3703,"2017-11-27 15:12:20",112,4402,"daily report","Follow up","Discussed regarding another requirement he said to meet first week of month for inquiry.
","To follow up.
",Meeting,1511795540#1124,15004,Approved
3704,"2017-11-27 16:32:30",108,5772,"Introduction of BMRO.","First Meeting/Intro Meeting","To introduce BMRO. Asked me to contact Executive Director (Rolling Stock).","Will meet him with complete profile of BMRO.",Meeting,1511800350#1086,15006,"Pending Approval"
3705,"2017-11-27 16:44:42",108,NULL,,"Follow up","To know the status of file which has gone to electrical department.","Will contact him again for file movement.","Phone call",1511801082#1087,11841,"Pending Approval"
3706,"2017-11-27 17:31:23",105,NULL,,"Follow up","Took followup for quotation sent, he wanted to know about discount but we have quotted best price so cant give discount.","Followup for order.","Phone call",1511803883#1058,11919,Approved
3707,"2017-11-27 18:15:42",25,NULL,,"Follow up","Got PO for the said inquiry of PTFE hoses and spanner value 33,066.45 INR","We'll have to execute at the earliest",Meeting,1511806542#253,14753,Approved
3708,"2017-11-27 18:17:28",25,NULL,,"Follow up","Got PO for the said inquiry of redicon make gear box value 20,597.64 INR","We'll have to execute properly",Meeting,1511806648#253,13504,Approved
3709,"2017-11-27 18:19:18",25,NULL,,"Follow up","Got PO for the said inquiry of lint free cotton value 11,880.00 INR","We'll have to execute properly","Phone call",1511806758#259,11716,Approved
3710,"2017-11-27 18:21:24",25,NULL,,"Follow up","Got PO for the said inquiry of Dowty make gear Pump value 26,731.68 INR","We'll have to execute on top priority.",Meeting,1511806884#257,14989,Approved
3711,"2017-11-28 10:51:07",109,5787,"General Meeting","First Meeting/Intro Meeting","DISCUSS WITH MAINTENANCE DEPARTMENTS FOR THE  NEEDS ANALYSIS ,MR SHAKYA SAID FIRST GIVEN A INTRODUCTORY MAIL THAN WE WILL DISCUSS AGAIN ","NEED TO FOLLOW WITH MR SHAKYA HE IS MAINTENANCE DEPARTMENT HEAD FOR THE MECHANICAL AND ELECTRONICS PRODUCTS ",Meeting,1511866267#1096,15035,Approved
3712,"2017-11-28 10:55:10",109,4827,"GENERAL MEETING FOLLOW UP","First Meeting/Intro Meeting","CALLED FOR THE GET MEETING SCHEDULE HE SAID NOT BEFORE NEXT WEEK ","NEED TO FOLLOW  WITH MR MAYANK","Phone call",1511866510#1099,15036,Rejected
3713,"2017-11-28 10:56:29",109,5279,"FOLLOW UP CALL","Follow up","CALLED FOR THE GET PO ,GOT ANSWERED WILL REVERT SOON ","NEED TO FOLLOW WITH MR KESHAV ","Phone call",1511866589#10910,15037,Rejected
3714,"2017-11-28 10:58:03",109,3659,"FOLLOW UP CALL","Follow up","CALL FOR THE GET RFQ HE SAID WILL DISCUSS AGAIN I AM TRYING TO GET APPOINTMENTS FOR THIS ","NEED TO FOLLOW UP WITH MR R SAVITA","Phone call",1511866683#10910,15038,Rejected
3715,"2017-11-28 11:00:04",109,3660,"FOLLOW UP CALL","Follow up","CALLED FOR THE GET APPOINTMENTS FOR MEETING HE WILL REVERT BY MAIL SOON","NEED TO FOLLOW UP WITH MR NITIN ","Phone call",1511866804#1094,15039,Rejected
3716,"2017-11-28 11:02:33",109,3574,"FOR GET APPOINTMENT","Follow up","CALLED FOR THE GET NEW RFQ","NEED TO FOLLOW WITH MR PRABHAT KR  ","Phone call",1511866953#1093,15046,Rejected
3717,"2017-11-28 11:04:27",109,3592,"FOLLOW UP MEETING ","Follow up","DELIVERED THE GOODS TO THE CLIENTS AND HANDOVER ALL INVOICES , 

ASK FOR THE NEW QUERY","NEED TO FOLLOW UP",Meeting,1511867067#1095,15047,Approved
3718,"2017-11-28 11:28:50",25,NULL,,"Follow up","Air dryer controller model DE012.Dry energy hybrid.       Qty –2 nos and make is MTA Italian confirmed? from end user Mr. Imamsaheb also got a dealer details which is available in Mumbai  - Savair energy limited, madhukumar 9004608680","Poonam please source it at earliest.",Meeting,1511868530#256,14883,Approved
3719,"2017-11-28 11:33:57",109,4810,"follow up mail","Follow up","i was trying to call him numbers seems engaged  so i droped mail for the meeting to get PO  ","follow up  with meeting",Email,1511868837#1098,15049,"Pending Approval"
3720,"2017-11-28 11:56:52",113,3561,Followup,"Follow up","Visit for Due Payment Regarding Discussion Friday Cheque Collect. ","Followup for Payment. ",Meeting,1511870212#1133,15052,"Pending Approval"
3721,"2017-11-28 12:01:43",113,4102,Discussion,"First Meeting/Intro Meeting","Discussion for Hydraulic Pallet Regarding. ","Followup for new inquiry.",Meeting,1511870503#1139,15053,"Pending Approval"
3722,"2017-11-28 12:03:23",113,4692,Discussion,"First Meeting/Intro Meeting","Visit for Industrial Product Regarding Discussion. ","Followup for new inquiry.",Meeting,1511870603#1137,15054,"Pending Approval"
3723,"2017-11-28 12:25:59",105,NULL,,"Follow up","Took followup for quotation , he said his target price is 18k inc of frieght.","Send quotation again. Chk with different supplier.","Phone call",1511871959#1058,14891,Approved
3724,"2017-11-28 12:29:11",105,NULL,,"Follow up","Took followup, he said shree sir will look at it and revert.","Wait and followup.","Phone call",1511872151#1058,14963,Approved
3725,"2017-11-28 12:31:43",105,NULL,,"Follow up","Took followup, he said our prices are 45% high. we can give max 12%  discount, we cant match his target price.","Followup for new enquiry.l",Meeting,1511872303#1058,14839,Approved
3726,"2017-11-28 12:33:35",105,NULL,,"Follow up","Took followup for quotation sent he said our quotation was late , they have closed nuts and bolts enquiry.","Followup for new enquiries.",Meeting,1511872415#1058,14666,Approved
3727,"2017-11-28 12:35:37",105,NULL,,"Follow up","Took followup, he said he will compare offers and let us know tommorow. We can reduce prices more if order confirm.","Followup for order.",Meeting,1511872537#1057,14761,Approved
3728,"2017-11-28 12:37:50",105,NULL,,"Follow up","Wanted to clear doubts on motors and copper lugs. He has forwarded doubts to user.","Wait and send quotation.",Meeting,1511872670#1056,14899,Approved
3729,"2017-11-28 12:44:16",25,NULL,,"Follow up","Material required on urgent basis ","Logistic team please provide invoice of pall make filters as it's ready at supplier end",Meeting,1511873056#253,10396,Approved
3730,"2017-11-28 13:47:03",97,3929,Meeting,"Follow up","They are regular user of siemens make products.","We have to make the products price in a purchse range of them",Meeting,1511876823#973,15057,Approved
3731,"2017-11-28 14:15:48",96,NULL,,"Follow up","  Discussion regarding hydraulic puller price after visit to gandhiroad for Electrical Items List of IR inquiry and contact to directly supplier","Electrical List sent to all the supplier now waiting for response Some brand items price received from the direct supplier now need to quotes for this receiving price",Meeting,1511878548#965,14837,"Pending Approval"
3732,"2017-11-28 14:55:09",112,NULL,,"Follow up","Discussed regarding quotation he said he send quotation for approval so call after 3-4 days.
","To follow up.
","Phone call",1511880909#1127,13506,Approved
3733,"2017-11-28 14:57:44",112,3867,"daily report","Follow up","discussed regarding another requirement.he said he send inquiry today. Received inquiry.
","To send quotation and follow up.
","Phone call",1511881064#1126,15058,Approved
3734,"2017-11-28 15:00:19",112,5314,"daily report","First Meeting/Intro Meeting","discussed company profile,racking system,maintenance items and lab equipment etc.he said he send inquiry within 3-4 days.
","To follow up for inquiry.
",Meeting,1511881219#1124,15059,Approved
3735,"2017-11-28 15:03:40",112,NULL,,"Follow up","Discussed regarding inquiry he said to send quotation early. 
","To send quotation.
","Phone call",1511881420#1128,14976,Approved
3736,"2017-11-28 15:05:31",112,5588,"daily report","Follow up","Discussed regarding requirement he will inform requirements as it comes.
","follow up.
",Meeting,1511881531#1128,15060,Approved
3737,"2017-11-28 15:06:57",112,5315,"daily report","Follow up","Discussion for inquiry.he said to call next week.
","To call next week for inquiry.
",Meeting,1511881617#1128,15061,Approved
3738,"2017-11-28 16:37:40",19,5389,"Working on Pending GRN","Follow up","At Alstom meeting with Gerald Williams regarding Pending GRN of below invoices.

4000181/400020/4000097/4000217/4000235/4000244/4000247/4000248/4000250/4000251/4000252/4000254/4000235/",Done.,Meeting,1511887060#196,15062,Rejected
3739,"2017-11-28 17:12:57",9,3742,meeting,"Follow up","discussed about new inquiry and followup for order",followup,Meeting,1511889177#98,15063,"Pending Approval"
3740,"2017-11-28 17:26:50",108,3540,"Bearing Assessment & New Tender Information.","Follow up","The assessment officer will be know in next 2-3 days and his visit will be likely next week. Got the prices for another item.","Will interact for further information.",Meeting,1511890011#1084,15065,"Pending Approval"
3741,"2017-11-28 18:58:10",95,NULL,,"Follow up","status update for submitted quote
Sidharth patel  raised PR under approval 
and PO in process


","

PO awated order expected


",Meeting,1511895490#958,14348,Approved
3742,"2017-11-28 19:08:15",95,NULL,,,"discussed with Rothenburger dealer regarding error in quote . 
our  WE received po from IR 
supplier  requested that by mistake he typed 25 % discount . now he offers 15 % 
 our sale rate is not  match 
requested for revise discount to  close our client without loss .
","he will conclude with his senior and revert on 29 th ","Phone call",1511896095#954,12981,Approved
3743,"2017-11-29 05:53:50",106,NULL,,quote,"We have received quote from one vendor"," we need to check with KSS whether they are qualified for HPCL SRU project, we can send them the quote with our margin if they are qualified bidder.",Email,1511934830#10610,11101,"Pending Approval"
3744,"2017-11-29 05:55:04",106,NULL,,quote,"we have not received quote from any vendor yet"," we need to check with KSS whether they are qualified for HPCL SRU project, we have to find the vendor an then we can send them the quote with our margin if they are qualified bidder.",Email,1511934904#1063,11102,"Pending Approval"
3745,"2017-11-29 10:41:51",97,4013,"Follow up","Follow up","Checking delivary and paynent status with customer and vendor.Release of first order","Check out material delivary and payment status.","Tender preparation",1511952111#977,15090,Approved
3746,"2017-11-29 12:38:58",105,NULL,,"Follow up","Took followup , he has given micrometer range 225-250 mm . He has also given enquiry for hose.","Followup for order.",Meeting,1511959138#1056,15081,Approved
3747,"2017-11-29 12:41:17",105,NULL,,"Follow up","We have send him revised quotation for trolley and he has given answers to doubts for workshop requirements.","Followup and send quotation.",Meeting,1511959277#1058,13999,Approved
3748,"2017-11-29 12:43:31",105,NULL,,"Follow up","Took followup for quotation sent, he said he will revert after comparing prices also TC gasket PR not raised.","Followup for order.","Phone call",1511959411#1053,14979,Approved
3749,"2017-11-29 12:45:22",105,NULL,,"Follow up","Took followup, he said he will check the costing and revert.","Followup for order.","Phone call",1511959522#1059,14802,Approved
3750,"2017-11-29 12:55:20",105,4819,"Followup for enquiries.","Follow up","Spoke with Mr Mangesh , he said he will send enquiry.","Send quotation and followup .","Phone call",1511960120#1058,15105,Approved
3751,"2017-11-29 13:44:53",59,NULL,,"Follow up","I Met Mr.-Ritesh Joshi Regarding of Inquiry Status and he said this quotation Will be In Process and P.O. Received As Soon as Possible.   ","Inquiry Follow Up.",Meeting,1511963093#595,14423,Approved
3752,"2017-11-29 13:57:56",19,NULL,,"Follow up","Going to Driyapur L N Engineering Regarding new sample of brass connector customized.",Done.,Meeting,1511963876#194,13736,Approved
3753,"2017-11-29 14:03:10",19,NULL,,"Follow up","telephonic conversation with Kishan lal regarding PPE\"" S item lead time of Helmate and   Anti fog Googles.","We are dispatch the material tomorrow morning.","Phone call",1511964190#195,14264,Approved
3754,"2017-11-29 14:06:32",19,4698,"Material Confirmation of Maintance","Follow up","E - mail conversation had with Roashn utekar regarding Anti fog Googles Lead time, Safety shoes PO amend and Cover all lead time.",Done.,Email,1511964392#1910,15108,Approved
3755,"2017-11-29 14:19:47",19,NULL,,"Follow up","co-ordinate with team members and arrange the  material for Jay Varchajani","arrange the 6200 3M mask, material dispatch on tomorrow morning.",Meeting,1511965187#198,12947,Approved
3756,"2017-11-29 14:42:04",9,4398,meeting,"First Meeting/Intro Meeting","Collect cheque from then and deposited in kotak bank .","following up for new order",Meeting,1511966524#96,15109,"Pending Approval"
3757,"2017-11-29 14:51:10",20,NULL,,"Follow up","Met to Rajesh Panchal for Hose reel PO update..PR already approved before 10 days","Got PO",Meeting,1511967070#208,14261,Approved
3758,"2017-11-29 14:52:42",20,NULL,,"Follow up","Met to Saurabh Shah for FR unit PO follow..PR already approved before 15 days..","Got PO",Meeting,1511967162#207,13889,Approved
3759,"2017-11-29 14:54:04",20,NULL,,"Follow up","As per telephonic discussion with Kirit shiroya for INquiry.. due to Month end he will raise PR on next month..","WIll got PO Soon","Phone call",1511967244#205,14980,Approved
3760,"2017-11-29 14:55:31",20,NULL,,"Follow up","As per discussion with Kirit Shiroya for Inquiry..PR already approved","Will got PO on next week","Phone call",1511967331#204,14100,Approved
3761,"2017-11-29 15:00:23",20,NULL,,"Follow up","As per call from Shrini Sir for Plastic bag..It is repeated inquiry..User need 5000nos..","Check with Gurukrupa if any rate changes.Will got rate by tomorrow","Phone call",1511967623#203,15085,Approved
3762,"2017-11-29 15:03:37",20,NULL,,"First Meeting/Intro Meeting","Met to Dhiren Karia for Water softner system with Capacity 300 KL.","Need to Source and Submit quote earliest",Meeting,1511967817#206,15101,Rejected
3763,"2017-11-29 15:05:14",20,NULL,,"Follow up","Met to Saurabh Shah for Some technical query regarding Misc requirements..","Got rate from Dhiren traders and will submit quote on tomorrow",Meeting,1511967914#209,15091,Approved
3764,"2017-11-29 15:07:04",20,NULL,,"Follow up","As per discussion with Akash Patel from Banglore (Wurth Electronics) for Material update..Material is ready with him..He will send PI ","PI received and need to make payment on priority base..","Phone call",1511968024#205,13717,Approved
3765,"2017-11-29 15:09:15",20,NULL,,"Follow up","As per discussion with Supplier for material update..Material is ready for picked Up..He will send PI","Need to make payment by tomorrow..","Phone call",1511968155#2010,14973,Approved
3766,"2017-11-29 15:48:13",96,NULL,,"Follow up","Quotation sent to umang bhatti sir for Hydraulic Puller ","Awaiting for response.",Email,1511970493#968,14837,"Pending Approval"
3767,"2017-11-29 15:50:03",112,NULL,,"Follow up","Discussed regarding quotation he said to meet after tomorrow for negotiation.
","To meet after tomorrow.
","Phone call",1511970603#1129,14615,Approved
3768,"2017-11-29 15:52:27",112,NULL,,"Follow up","discussed regarding quotation he said today he will send  PO within 1-2 days.
","to follow up for PO.
","Phone call",1511970747#11210,15032,Approved
3769,"2017-11-29 15:55:16",112,5608,"daily report","Follow up","discussion for inquiry he said to meet for inquiry after 3-4 days.
","To follow up.
","Phone call",1511970916#1126,15110,Approved
3770,"2017-11-29 16:00:31",112,5805,"daily report","First Meeting/Intro Meeting","Discussed company portfolio,packaging items items etc.he said he will send inquiry tomorrow.
","To follow up for inquiry.
",Meeting,1511971231#1128,15111,Approved
3771,"2017-11-29 16:04:25",112,5806,"daily report","First Meeting/Intro Meeting","Discussed company profile he said he will send requirement today. Received requirement.
","To send quotation and follow up.
",Meeting,1511971465#1124,15112,Approved
3772,"2017-11-29 16:10:01",112,4108,"daily report","Follow up","Discussed regarding another requirement he will inform requirements as it comes.
","to follow up.
",Meeting,1511971801#1129,15113,Approved
3773,"2017-11-29 16:17:51",112,3833,"daily report","Follow up","discussed company profile,lab instruments,chemicals etc.he said to meet 2nd week of next month.
","To meet again for inquiry.
",Meeting,1511972271#1123,15114,Approved
3774,"2017-11-29 17:00:15",108,NULL,,"Follow up","To know the status of our quote.","Need to meet them after 2 December 2017 as everyone was busy with PM programme on 30 November and 1 December 2017.",Meeting,1511974815#1086,14130,"Pending Approval"
3775,"2017-11-29 17:44:40",95,NULL,,Closure,"Negotiated with supplier for  hold on acceptance 
of  our PO,
 concluded  final discount 15 % and revised Payment term 15 days credit . 
ammended PO accepted and deliver material 
within 4-5 days","follow up  and  deliver item  earliest . to client ","Phone call",1511977480#955,12981,Approved
3776,"2017-11-29 18:28:56",52,NULL,,"Follow up","revised po","visit tomorrow","Phone call",1511980136#528,7093,"Pending Approval"
3777,"2017-11-30 09:54:17",25,NULL,,"Follow up","We\'ll get PO within 3-4 working days","Wait for PO",Meeting,1512035657#2510,15120,Approved
3778,"2017-11-30 12:15:54",20,NULL,,"Follow up","Follow Up to user for PO update..Released PR approved with Ketan Joshi","Got PO","Phone call",1512044154#207,14238,Approved
3779,"2017-11-30 12:22:55",20,NULL,,"Follow up","As per Yesterday meeting with Dhiren..Partial quote received with GST details.","Got rate from suppliers..wil submit quote by tomorrow","Phone call",1512044575#208,15066,Approved
3780,"2017-11-30 12:26:34",102,NULL,,"Follow up","Customer is following with us for material, due to payment has not been done to the supplier material still not dispatched hence visited the customer and explained the delay","need to deliver material ASAP.",Meeting,1512044794#1027,13740,Approved
3781,"2017-11-30 12:35:32",105,NULL,,"Ppe sample evaluation meeting","Discussed about requirements for ppe with henkel team, also received 2 new enquiries.","Send quotation and followup.",Meeting,1512045332#10510,10756,Approved
3782,"2017-11-30 12:37:42",105,NULL,,"Follow up","Took followup, he has given target prices.","Send quotation matching target prices.",Meeting,1512045462#10510,14802,Approved
3783,"2017-11-30 12:51:22",109,5817,"General Meeting","First Meeting/Intro Meeting","Discuss For the Dustbin But He said when they will given us RFQ","Need to follow UP With Next Meeting And Catalogue for daily uses item like in cleaning material ",Meeting,1512046282#1099,15143,Approved
3784,"2017-11-30 12:52:52",113,4850,Discussion,Negotiation,"Discussion for Supplier Kyros Lubricants Hydraulic Oil 46 HLP (15) Berral Price Regarding. ","Discussion for Price Regarding.",Meeting,1512046372#1134,15144,"Pending Approval"
3785,"2017-11-30 12:54:04",113,4061,Discussion,"First Meeting/Intro Meeting","Visit for Kyros Gear Oil 320 No. Regarding Discussion.","Followup for new inquiry.",Meeting,1512046444#1139,15145,"Pending Approval"
3786,"2017-11-30 12:55:36",109,4691,"follow up meeting","Follow up","Mr Mishra Said For the Corporate Business Have to meet at HO ,  Internally He had shared the Introductory with team","Need to follow at  New Delhi CP Office",Meeting,1512046536#1096,15146,Approved
3787,"2017-11-30 12:58:01",113,4635,Discussion,"First Meeting/Intro Meeting","Visit for Ace Micromatic CNC Machine 165 Check Dia Meetar Regarding Discussion.



","Followup for new inquiry.",Meeting,1512046681#1137,15147,"Pending Approval"
3788,"2017-11-30 12:58:55",109,4504,"Follow UP Meeting","Follow up","I had shared the Introductory with him But He Said Shared The  Stanley catalogue with him he will distributed with other department ","Need to forwarded a catalogue with him",Meeting,1512046735#1099,15148,Approved
3789,"2017-11-30 12:59:28",113,3905,Discussion,"First Meeting/Intro Meeting","Visit for Hydraulic Oil 68 No. Regarding Discussion  ","Followup for new inquiry.",Meeting,1512046768#1135,15149,"Pending Approval"
3790,"2017-11-30 12:59:58",105,NULL,,"Follow up","Took followup, he said prices are high and send revised quote.revised quotation sent.","Followup for order.","Phone call",1512046798#1059,13745,Approved
3791,"2017-11-30 13:01:10",109,4525,"follow up meeting","Follow up","Mr Ankit Said Maintenance department will share RFQ ,They are Presently In Discussion  ","Need to follow with Mr Anil In Purchase And Mr Ankit In Maintenance ",Meeting,1512046870#1095,15150,Approved
3792,"2017-11-30 13:02:13",105,NULL,,"Follow up","Discussed about payment terms, warranty. He said he will send PO tommorow.","Deliver fast and followup for new enquiries.","Phone call",1512046933#10510,15081,Approved
3793,"2017-11-30 13:03:28",109,5357,"follow up meeting","Follow up","Discuss at Reception  he Will Share RFQ Soon","Need to follow up With Mr Praveen",Meeting,1512047008#1099,15151,Approved
3794,"2017-11-30 13:04:03",105,NULL,,"Follow up","Took followup, she said she has forwarded to end user. She will revert as she get reply.","Wait and followup.","Phone call",1512047043#1058,14265,Approved
3795,"2017-11-30 13:05:33",109,3892,"follow up call","Follow up","call for the Get Information About LED Bulb Status , And Ak For New RFQ","Follow up With Meeting to finial the LED PO","Phone call",1512047133#1093,15152,Approved
3796,"2017-11-30 13:06:02",105,NULL,,"Follow up","Took followup, he already made po so we couldnt get order but he said he will give order for gasket as PR is raised.","Followup for order.","Phone call",1512047162#1058,14761,Approved
3797,"2017-11-30 13:08:29",105,4674,"Followup for enquiries.","Follow up","Followup for enquiries, the project is on hold so no requirements.","Followup for enquiries.","Phone call",1512047309#1055,15153,Approved
3798,"2017-11-30 13:09:08",109,4697,"follow up call","Follow up","Call For Get RFQ He Replied Will Share when Required ","Need to follow up Meeting At Noida Office","Phone call",1512047348#1094,15154,Approved
3799,"2017-11-30 14:22:44",59,NULL,,"Follow up","I Meet Mr.-Deepak Matkar Regarding of Inquiry Status and he said this Quotation will be In Process and P.O. Received As soon as Possible.   ","Inquiry Follow Up.",Meeting,1512051764#594,14061,Approved
3800,"2017-11-30 15:25:30",97,3496,Meeting,"Follow up","They have set up new plant,and sent enquiry worth 1 lakh for verneir ","Follow up",Meeting,1512055530#978,15155,Approved
3801,"2017-11-30 15:26:54",97,5431,Meeting,"Follow up","They are sending enquiries.Have to align up in peice and delivary timings","Follow up",Meeting,1512055614#977,15156,Approved
3802,"2017-11-30 17:42:47",112,5820,"daily report","First Meeting/Intro Meeting","discussed company profile.
","To follow up.
",Email,1512063767#11210,15159,Approved
3803,"2017-11-30 17:44:56",112,5821,"daily report","First Meeting/Intro Meeting","discussed company profile he said me to meet tomorrow.
","To meet tomorrow.
","Phone call",1512063896#1128,15160,Approved
3804,"2017-11-30 17:45:31",108,NULL,,"Follow up","To know the status of file as it has gone to elect department for clearance.","Need to contact again.",Meeting,1512063931#1089,11841,"Pending Approval"
3805,"2017-11-30 17:47:18",112,5822,"daily report","First Meeting/Intro Meeting","discussed company portfolio he require motors and hand tools.he said to call next week for meeting.
","To call for meeting.
","Phone call",1512064038#1127,15161,Approved
3806,"2017-11-30 17:47:45",108,3870,"Vendor Registration.","Follow up","To know the status of our application.","Interaction required.",Meeting,1512064065#1083,15162,"Pending Approval"
3807,"2017-11-30 17:49:33",112,5823,"daily report","First Meeting/Intro Meeting","discussed company profile.
","To follow up.
",Email,1512064173#1125,15163,Approved
3808,"2017-11-30 17:52:47",112,NULL,,"Follow up","To call for PO.
","Received PO.
","Phone call",1512064367#1124,15032,Approved
3809,"2017-11-30 17:55:03",112,NULL,,"Follow up","Material required urgent.
","To send material early.
","Phone call",1512064503#11210,13503,Approved
3810,"2017-11-30 17:56:18",112,3790,"daily report","Follow up","discussed company profile He said me to meet Mr. Manish Rai for inquiry at our head office viman nagar.
","To meet Mr. Manish next week.
",Meeting,1512064578#1124,15164,Approved
3811,"2017-11-30 17:57:43",112,5824,"daily report","First Meeting/Intro Meeting","discussed company profile she require glass wares and chemicals.she said she will send requirement  tomorrow.
","To follow up for inquiry.
",Meeting,1512064663#1129,15165,Approved
3812,"2017-12-01 06:05:21",109,5279,"follow up email","Follow up","Mail for the Get PO , And Meeting schedule ","Need to follow UP",Email,1512108321#1096,15177,Approved
3813,"2017-12-01 06:09:35",109,5830,"General Introduction Mail","First Meeting/Intro Meeting","Mailed for the Introductory mail and informed with the company profile and ask for rfq he had shared ","need to follow with mr mahender singh",Email,1512108575#1099,15178,Approved
3814,"2017-12-01 06:10:39",109,3680,"follow up mail","Follow up","Mailed for get RFQ","Need to meet again",Email,1512108639#1097,15179,Approved
3815,"2017-12-01 06:14:34",109,3569,"follow up mail","Follow up","Mailed for the get RFQ ","Need to follow up with Mr amit",Email,1512108874#1098,15181,Approved
3816,"2017-12-01 06:15:52",109,3855,"follow up mail","Follow up","mailed for the get rfq","need to meet again with client",Email,1512108952#1099,15182,Approved
3817,"2017-12-01 06:17:47",109,4346,"follow up mail","Follow up","mailed for the informed Quoted price and try to get PO","Need to meet with the client",Email,1512109067#1097,15184,Approved
3818,"2017-12-01 06:19:31",109,4118,"follow up mail","Follow up","Mailed for the RFQ","Need to meet again",Email,1512109171#1095,15185,Approved
3819,"2017-12-01 06:21:07",109,4311,"follow up mail","Follow up","mailed for the get rfq","need to follow up with clients",Email,1512109267#1095,15186,Approved
3820,"2017-12-01 06:22:40",109,5787,"follow up mail","Follow up","mailed introductory and for the try get rfq","need to follow up",Email,1512109360#10910,15187,Approved
3821,"2017-12-01 06:24:52",109,4827,"follow up mail","First Meeting/Intro Meeting","mailed introductory try to get appointment for the meeting","need to follow up",Email,1512109492#10910,15189,Approved
3822,"2017-12-01 06:26:59",109,5332,"follow up mail","Follow up","Mailed for the Get RFQ ","Need to Follow UP",Email,1512109619#10910,15191,Approved
3823,"2017-12-01 06:30:39",109,5359,"follow up mail","Follow up","for the Get RFQ, Mailed to this clients as discussed on call he said will share when get free","need to meet with chandan",Email,1512109839#10910,15193,Approved
3824,"2017-12-01 06:34:14",109,4010,"follow up mail","Follow up","Mailed to get po ","need to meet again",Email,1512110054#1095,15195,Approved
3825,"2017-12-01 06:36:56",109,5278,"follow up mail","Follow up","mailed to get rfq","need to follow up",Email,1512110216#1093,15196,Approved
3826,"2017-12-01 06:40:08",109,3892,"follow up mail","Follow up","mailed for the po he replied he want a sample of led bulb and other quoted inquire will decelerated soon ","need to follow up",Email,1512110408#1097,15197,Approved
3827,"2017-12-01 06:43:26",109,3954,"follow up mail","Follow up","Mailed for the get rfq","need to follow up",Email,1512110606#1097,15198,Approved
3828,"2017-12-01 06:44:49",109,4000,"follow up mail","Follow up","mailed for the Get RFQ","need to follow up",Email,1512110689#1097,15199,Approved
3829,"2017-12-01 07:00:23",109,5373,"follow up mail","Follow up","called for the get status of quote  and he replied it closed now","query no  14894 is closed lost ,","Phone call",1512111623#10910,15200,Approved
3830,"2017-12-01 10:24:55",20,NULL,,"Follow up","As per yesterday discussion with User he will raise PO by today..PO got..Need to delivered partial material as production is suffered..","PO processing to supplier..Material is ready with Suppliers..","Phone call",1512123895#209,15169,Approved
3831,"2017-12-01 10:25:43",20,NULL,,"Follow up","As per yesterday discussion with User he will raise PO by today..PO got..Need to delivered partial material as production is suffered..","Material will delivered on next monday","Phone call",1512123943#203,15170,Approved
3832,"2017-12-01 10:27:18",20,NULL,,"Follow up","As per yesterday meeting with Yogesh patel for Alum PO follow up..PR already approved..Will got PO by Today","User need material on priority base..Verbally Confirmed to Supplier for arrange material",Meeting,1512124038#207,14835,Approved
3833,"2017-12-01 11:04:51",97,3496,"follow up","Follow up","New quote For the ador welding.","follow up","Tender preparation",1512126291#979,15225,Approved
3834,"2017-12-01 11:06:13",97,4013,"follow up","Follow up","closure & Delivery of  second order",closure,"Phone call",1512126373#974,15226,Approved
3835,"2017-12-01 12:15:50",101,NULL,,Negotiation,"Discussed on shared proposal, shared the quotation as per target price shared. Also shared Vendor registration form for PO.","Have to follow up for complete order i.e both pumps on Monday (4th Dec).",Email,1512130550#1014,14435,"Pending Approval"
