cmp_id,cmp_name,gst_num,gst_file,address,city,state,state_name,country,pincode,telephone,cst_num,cst_file,vat_num,vat_file,ed_num,ed_file,sap_row_num,gst_type,tan_num
3604,"Bodo Moeller Chemie India Pvt. Ltd. ",27AAGCB7252A1ZZ,NULL,"Level 4 E-Wing, Tex Center Building  Chandivali Farm Road, Andheri (East) ","Mumbai ",505,Maharashtra,IN,400072,"+91 9619711380",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3605,"Delta Chemicals",27AAHPJ4623P1ZB,NULL,"302,B-10,sector no. 6,shanti nagar,Mira road E","Mumbai ",505,Maharashtra,IN,401107,"9224457768 / 28118803 / 08048076160 9029755744",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3606,"Navbharat Motor Mfg.Co.",27AACFN3128J1ZB,NULL,"303 / 204, Kapadia Industrial Estate No. 3, A. K. Road, Chakala, Andheri (E),","Mumbai ",505,Maharashtra,IN,400093,"022-2837 8611 / 2834 6934",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3607,"Rajdeep Steel Industries",24AAVPA7848P1ZV,NULL,"Goodluck Barrel Market, Opposite PWD Store, Chandola, Narol Road NAROL, ",Ahmedabad,496,Gujarat,IN,380028,"079-25323245 / +91-9825557806",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3608,"Sunnen India Pvt. Ltd. ",27AAUCS5022M1ZR,NULL,"SUNNEN India Pvt. Ltd.,Thane Belapur Road,","Navi Mumbai",505,Maharashtra,IN,"400705 ","9322715656   9819709561",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3610,Anograph,"No GST Number",NULL,"ASHA ENDUSTRIAL ESTATE, SVS ROAD, VIRAR EAST, DIST. THANE.",MUMBAI,505,Maharashtra,IN,401305,9322549234,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3612,"Almonard Pvt. Ltd.","No GST Number",NULL,"305, Kakad Chambers, 3rd floor, 132, Dr. Annie Besant Road, Worli, ",Mumbai,505,Maharashtra,IN,"400 018",022-24903094/24902269,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3613,"Shanti Electric Co.","No GST Number",NULL,"ROOM NO 2 GOPAL BHUVAN OPP SAPNA HOTEL NEAR NL SCHOOL S V ROAD MALAD(W) Mumbai, Maharashtra - 400064",NULL,505,Maharashtra,IN,NULL,022-28090335,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3614,"Shree Ganesh Trading Co.",24AXGPP6878C1Z7,NULL,"32, Royal Estate, Nr. Vishala Estate, Nr. Odhav Ring Circle, Odhav Ring Road Kathvada",Ahmedabad,496,Gujarat,IN,382430,"9898408141 - 9924745912
",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3616,"Linkonn India Pvt. Ltd.",07AADCL2000M1ZT,NULL,"H NO A-68/69 G/F POLE NO-20 DASHRATHPURI  DABRI ROAD, PALAM ,","NEW DELHI ",494,Delhi,IN,110045,011-49876012,07887190205,NULL,07887190205,NULL,AADCL2000MED001,NULL,"0,1",NULL,NULL
3617,"Chirag Traders","No GST Number",NULL,"C/o Industrial machine tools , First Floor ",Ahmedabad,496,Gujarat,IN,380001,9898415737,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3618,"R. S. Hughes Company, Inc.","No GST Number",NULL,"1162 Sonora Court Sunnyvale, ",California,12,California,US,"CA 94086 ",408-739-3211,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3619,"ECosys Efficiencies Pvt. Ltd. ",27AADCE9669B1ZG,NULL,"614, Prem Nagar, Jogeshwari East,",mumbai,505,Maharashtra,IN," 400060",9892049854,"27821132554 C",NULL,"27821132554 V",NULL,NULL,NULL,"0,1",NULL,NULL
3620,"Edwards India Pvt. Ltd.",27AABCE7332D1ZY,NULL,"T97/2, Opp. St. Gobain Glass Works, MIDC Bhosari","Pune  ",505,Maharashtra,IN,411026,"+91 9011027734",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3623,"Shree Durga Lighting",24FGRPS3561J1ZQ,NULL,"A 12,14 city mall 2, Navjivan Mill Compound, Memon Market,",Kalol,496,Gujarat,IN,382721,"097239 90281",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3624,"Violin Technologies Pvt. Ltd.",33AAFCV5398E1Z4,NULL,"Plot No. 149, 12th Main Road, SIDCO Industrial Estate, Thirumuduvakkam,","Chennai ",515,"Tamil Nadu",IN,600044,"+91 7338883343",33976486197C,NULL,33976486197V,NULL,NULL,NULL,"0,1",NULL,NULL
3625,"Laxmi Electricals",27AABPJ1147J1ZW,NULL,"Laxmi Electricals shop no:1 loonet building opp Chitra cinema Dr Ambedkar road Dadar(E) ",Mumbai,505,Maharashtra,IN,400014,022-24109440,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",1,NULL
3626,"Bastian Solutions",27AAGCB7343G1ZN,NULL,"1329, 13th Cross, 2nd Stage, Indiranagar,","Bengaluru ",501,Karnataka,IN,560017,+91-9448127124,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3628,"Busch Vacuum India Pvt. Ltd. ",06AADCB2675C1Z1,NULL,"Plot.no.103, Sector-5, IMT Manesar,",Gurgaon,497,Haryana,IN,"122050 ","0124-4050091 Fax: 0124-2292103",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3629,"Forbes Marshall Pvt. Ltd.",27AAACF2630E1Z5,NULL,"Plot no B-85, Phase II, Chakan Industrial Area , Village - Savardari",Pune,505,Maharashtra,IN,"410 501",020-39858555,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",1,NULL
3630,"Knew Electric Trading Co.",27AAASN0695G1ZA,NULL,"67, Lohar Chawl, (K.M Sharma Marg) ",Mumbai,505,Maharashtra,IN,400002,"022-66351059 / 022-22085229",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3631,"Real Ferro-Projects Pvt. Ltd. ",24AAECR9308R1ZR,NULL,"Steel House, Shop No. 01, Opp. Gravity Weight Bridge, Chakudia Mahadev Road, Rakhiyal,",Ahmedabad,496,Gujarat,IN,380023,"7666005007
",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3633,"Pacific Handy Cutter Inc.","No GST Number",NULL,"2968 Randolph Ave. Costa Mesa, CA 92626  P.O. Box 10869","Costa Mesa",12,California,US,"CA 92627","022-2516-7799 - 2592-5555 - 7146515006",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3634,"Tanotis Global","No GST Number",NULL,"#306, 13th Cross,  WCR 2nd Stage ",Bengaluru,501,Karnataka,IN,560086,96860010010,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3636,"Victory Luminaries","No GST Number",NULL,"35-B, Mahal Industrial Estate, Mahakali Caves Road, Andheri (East)","Mumbai ",505,Maharashtra,IN,"400 093",09898547229,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3638,"Endo Kogyo India Pvt. Ltd. ",27AACCE8190Q1ZW,NULL,"101, Aditya Tower, Bibvewadi-Kondhwa Road, Lulla Nagar ","Pune ",505,Maharashtra,IN,411040,"+(91)-(20)-30431920
+(91)-(20)-30431921",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3639,"Arhan Technologies Pvt. Ltd. ",27AACCA4283G1ZR,NULL,"Plot No. 18, Final Plot No. 106 Ramtekdi Industrial Area, Hadapsar, ","Pune ",505,Maharashtra,IN,411028,+91-20-65603200,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3640,"Ganesh Marine Services",27AFRPG3718H1Z9,NULL,"Shop No. 1, Siddeshwar Park Co Operative Housing Society Near Nisarga Colony, Pimple Gurav,","Pune ",505,Maharashtra,IN,411061,+91-20-20270354,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3641,"Krupalu Zerox and Stationary",24AAKFK3397C1ZC,NULL,"7, Devdarshan Complex, Trikampura Patia, ",Ahmedaba,496,Gujarat,IN,382445,9904118300,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3642,"Shimadzu Analytical (India) Pvt. Ltd. ",27AAJCS5592D1Z2,NULL,"1 A/B, Rushabh Chambers, Makwana Road, Marol, Andheri (E), Mumbai",Mumbai,505,Maharashtra,IN,400059,"Tel.: (022)29204809/29204741",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3643,"Anand Foot Wear",27CEXPS3263N1ZE,NULL," SHOP NO 6,PLOT- 1,SHANTINIKETAN BLDG,D.K.SANDU MARG,CHEMBUR(E),",MUMBAI,505,Maharashtra,IN,400071,"022-25280747
",27291204771C,NULL,27291204771V,NULL,NULL,NULL,"0,1",NULL,NULL
3644,"Sai Projects and Engineers Pvt. Ltd.",27AAQCS5599B1Z0,NULL,"Om Arcade, Shop No -60/61/62/63, Plot no - 1, Sector - 20, Turbhe,","Navi Mumbai ",505,Maharashtra,IN,400705,"022 2784 5577/65109221",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3645,"Windlass Online Stores Pvt. Ltd.","No GST Number",NULL,"VPO Balawala, Haridwar Road, Balawala,",Dehradun,518,Uttarakhand,IN,248161,7531010600,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3646,"Tech Connect Retail Pvt Ltd.",27AAICA4872D1ZO,NULL,"502-503,5th Floor,Prospect chanmers,Dr. d n Road,Fort ",Mumbai,505,Maharashtra,IN,400001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",1,NULL
3647,"Brand Scientific Equipment Pvt. Ltd. ",29AAECB7302B1Z4,NULL,"303, 3rd Floor, C – Wing Delphi, Hiranandani Business Park Powai,","Mumbai ",505,Maharashtra,IN,"400 076","+91 22 42957790",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3648,"Sharpex Engineering Works",24AAKFSS181K1ZU,NULL,"Plot No. 1-5,G. I. D. C. Odhav,","Ahmedabad ",496,Gujarat,IN,"382415 ","079–2287 0075 / 22871342 / 22876793 / 9998222622",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3649,"Smart Control Electricals Pvt. Ltd.",27AATCS1116R1ZN,NULL,"Unit No. 4072, Bhandup Ind. Estate, Pannalal Compound, L.B.S. Marg, Bhandup (W)",Mumbai,505,Maharashtra,IN,400078,"022-25955113, / 022-40127275/76, 09869457276",27675269250C,NULL,27675269250V,NULL,AATCS1116RED001,NULL,"0,1",NULL,NULL
3650,"Bagwan Refrigeration and Air Conditioning",27AEQPB0916A1Z1,NULL,"Shop No 4 & 14, Soham Industrial Complex,  Plot No 318, Sector No 10,  PCNTDA, MIDC, Bhosari,","Pune ",505,Maharashtra,IN,"411 026","020) 66123704+91 9371009096, +91 9922962652.",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3652,"Precision Engineering Works",27AAJFP4379C1Z2,NULL,"51, A To Z Industrial Estate, G. K. Marg, Lower Parel West, ",Mumbai,505,Maharashtra,IN,400013,"9930259362 /  +91-22-24946525 / +91-22-24914879",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3655,"Vidyut Bazar Electric Solutions Llp.","No GST Number",NULL,"2nd Floor, 704 Lokmanya Nagar Building No.44, Opp. SPM School Navi Peth","Pune ",505,Maharashtra,IN,411030,"+91 8600391133",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3656,"Electrolink International","No GST Number",NULL,"Branch Office Shop No.2 Satyam Complex,Plot No.16 Sector 19C,Vashi Navi Mumbai, ",Mumbai,505,Maharashtra,IN,400004,"+91 77188 30090",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3657,"Kalindi Enterprise",24AAPFK5326G1ZA,NULL,"B-28, Santkrupa society, Bh. Shivam School, Opp. Inox multiplex","Bharuch ",496,Gujarat,IN,392012,9662518088,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3663,"Dev Valves and Boiler Mountings",24AABPD8093P1ZD,NULL,"Dev House, 850,Vada Pole, Nr.Bahuchar Mata Temple, Raipur-Khadia Road, Raipur,",Ahmedabad,496,Gujarat,IN,380001,"079-22163610 - 22163611 - 9825022149.",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3664,"Rajendra Trading Co.","No GST Number",NULL,"GP-84,Sagar Corner Building, Opp.Rotary Club,Sambhaji Nagar,Chinchwad",Pune,505,Maharashtra,IN,411019,"9225522664 / 9881076276 / 20 – 66115643",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3665,"Maa Ambica Electric Corporation","No GST Number",NULL,"4, Krishna complex, Old Model cinema building, Gandhi road , ",Ahmedabad,496,Gujarat,IN,380001," 079-22136442",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3666,"Acro Enterprise",24AYSPG6054E1ZE,NULL,"D/276, Parshwnath township, V-2 B/h krishnanagar,new naroda",Ahmedabad,496,Gujarat,IN,382346,"08905323793    09662247711",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3667,"Darshit Trading Co.","No GST Number",NULL,"404, Shivalik - 9, Vasundhara Society, Gulbai Tekra",Ahmedabad,496,Gujarat,IN,"380 006",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3668,"Vardhaman Megatech Pvt. Ltd.(Bang)","No GST Number",NULL,"No 34, Vardhman Castle, Castle street,Ashok Nagar, Off Bridgade Rd,","Bangalore ",501,Karnataka,IN,"560 025","080-25368877/66 , +91 9483570447",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3669,"Protego India Pvt. Ltd. ",27AAACP5022E1ZV,NULL,"R-665, TTC Industrial Area, MIDC, Rabale,","Navi Mumbai",505,Maharashtra,IN,400701,"+91 (0) 22-2769 1645 / 1156  9930140911",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3670,"Ubuy Technologies","No GST Number",NULL,"F-23, 6th floor, Jaipur Electronic Market, Riddhi Siddhi Circle, Near Triveni Nagar, Gopalpura bypass,",Jaipur,513,Rajasthan,IN,302018,01416600180,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3671,"Rosenberg Ventilation Systems (I) Pvt. Ltd. ","No GST Number",NULL,"S. No. 613, Bibwewadi, Lulla Nagar Road Office No. 315, 3rd Floor, Ganga Collidium","Pune ",505,Maharashtra,IN,411037,"+91 020 24242800 / +91 95457 53819",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3672,"Popular Scale Co.","No GST Number",NULL,"210, Near Jama Masjid, Janjiker St, Masjid Bandar (West), Chippi Chawl, Kalbadevi",Mumbai,505,Maharashtra,IN,400003,"022 - 65073811  / 23427326  ",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3673,"Synergy Global Sourcing","No GST Number",NULL,"Krishna Group Compound Post Sipcot ",Hosur,515,"Tamil Nadu",IN,"635 126"," 9443377812",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3674,"B.S International","No GST Number",NULL,"Office No.5/3,1st Floor,B-Wing,Sukh Sagar Building,Akruli Cross Road No.1,Near Station,Kandivali(E)",Mumbai,505,Maharashtra,IN,400101,8097033871,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3675,"Contech Engineers",27AAAFC9166F1ZF,NULL,"107-A, ‘C’ WING, PUNIT INDUSTRIAL ESTATE,M.I.D.C., T.T.C., OPP. TURBHE RLY STATION,THANE – BELAPUR ROAD","NAVI MUMBAI",505,Maharashtra,IN,"400 705","022 – 27688720/ 21 ",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3676,"Intech Solutions",27AEZPA4142E1ZJ,NULL,"13/2A Lake View Soc. Part-1, PushkarCo.Op Society Flat No-04,Opp to Telephone ExchangeSukhasagarNagar, Bibavewadi, Pune",Pune,505,Maharashtra,IN,"411046 ","9822071156 / 9028571156",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3677,"Taj Enterprises",27AADFT5294J1ZP,NULL,"BG/SEI/10/6, MIDC, Bhosari, General Block Phillips Chowk, ","Pune ",505,Maharashtra,IN,411026,"9028769572 / +91-20-27129001 / +91-20-64189005",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3678,"Agarwal Welding Corporation","No GST Number",NULL,"No. 311, Nana Peth, Ground Floor, Shop No. 7, Nath Murli Complex Ghode Peer Laxmi Road, Near Aruna, ","Pune ",505,Maharashtra,IN,411002,"+91-8485054552 / +91-20-26383839",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3679,"The Colour Galaxy",27AAFFT6563N1ZH,NULL,"Shop No. 10, Pride Plaza, Behind Ambedkar Statue, Pimpiri Chowk, ","Pune ",505,Maharashtra,IN,411018,"+91-9225346551 / +91-20-27425169 / +91-7620111981 / +91-9225346501 ",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3680,"Krisha Enterprise",24AOGPB8447N2ZM,NULL,"40/309, Bombay Housing Board Khokhara,				",Ahmedabad,496,Gujarat,IN,380026,+918490878349,24072001807C,NULL,24072001807V,NULL,NULL,NULL,"0,1",NULL,NULL
3681,"Technochem Industries","No GST Number",NULL,"Gat No. 90, Jyotiba Nagar, Near Jyotiba Chowk, ","Pune ",505,Maharashtra,IN,411062,"+91-9371010109 / +91-20-27690327 / 9922556565",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3682,"Makharia Electricals Pvt. Ltd.",27AAECM5898H1ZW,NULL,"B-611, EXPRESSZONE WESTERN EXPRESS HIGHWAY GOREGAON(E)",MUMBAI,505,Maharashtra,IN,400063,022-61942800,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3683,"Bc Group International Inc.","No GST Number",NULL,"3081 Elm Point Industrial Dr. St. Charles,","St. Charles,",12,California,US,"MO 63301-4","314-638-3800 ",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3684,"Helix Pvt. Ltd.","No GST Number",NULL,"#878, 17th Cross, 9th B Main Rd, Prasanti Nagar, ISRO Layout, ",Bengaluru,501,Karnataka,IN,"560078 ","080-26860687 / 89",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3685,"Fms Manufacturing Equipment Dmcc","No GST Number",NULL,"Dubai Multi-Commodities Cente Jewellery & Gemplex 3",DUBAI,702,Dubai,AE,340505,"971 56 73 400 77
",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3686,"Batra Shoe Emporium","No GST Number",NULL," Shop no.8,Indira nagar market,",Delhi,494,Delhi,IN,110033,"9971630063 - 9818323805 SAGAR  SUNIL",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3688,"Snell'S Therapeutics","No GST Number",NULL,"No. 512, 5th Floor, President Tower, No. 6/2 South Tukoganj, Opposite Madhumilan Cinema,",Indore,504,"Madhya Pradesh",IN,452001,0731-4004545/2526610,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3689,"Indo Core Engineering Corp.",23AQRPS3668K1Z2,NULL," 110-Sheeba Complex , Near, Regal Cinema,, Near Regal Cinema, 562-M.G.Road",INDORE,504,"Madhya Pradesh",IN,452001,"0731-4042337 / 098266 42337",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3690,"The Motwane Manufacturing Co. Pvt. Ltd. ",27AAACT1859P1ZR,NULL,"Gyan Baug, Nashik Road ",Nashik,505,Maharashtra,IN,"422 101","	+91-253-2463752 / 2463753",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3691,"Care Proces Instruments","No GST Number",NULL,"FF-4, Kaveri Complex Nr. R.T.O. Circle, Subhash Bridge, ",Ahmadabad,496,Gujarat,IN,380027,"09327436412 / 07575808283",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3692,"Pima Controls Pvt. Ltd. ",24AAACP9160F1ZK,NULL,"4A, New York Corner, Bodakdev, ","Ahmedabad  ",496,Gujarat,IN,380015,+91-79-40210435/464/431,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3693,"B. Raja Enterprises",27AAAFB1241Q1ZH,NULL,"Plot No. 20, Jawahar Nagar, Rajawadi, S.V. Road, ",Mumbai,505,Maharashtra,IN,400104,"022 2877 1074",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3694,"Shrikant Traders","No GST Number",NULL,"Shop No.A-1, Savitri Bhavan, MAHUL Road, Maroli Church, Near Ashish Cinema, ",Mumbai,505,Maharashtra,IN,400074,"022 2554 7575
",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3696,"Vishal Trading Corporation","No GST Number",NULL,"49 A Heeramani Ratan Co-operative Housing Society, Bangur Nagar, ",Mumbai,505,Maharashtra,IN,400104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3697,"Dhanjal Marble","No GST Number",NULL,"Shop No.2, Near Mini Punjab Garden, Panchkutir Bus Stop, Ganesh Nagar, Pawarwadi, ",Mumbai,505,Maharashtra,IN,400076,"098670 42343",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3698,"Darshan Metal India Pvt. Ltd.",24AAACD7485K1ZD,NULL,"506, Cosmo Complex, Near Railway Underbridge, Kisanpara ",RAJKOT,496,Gujarat,IN,360001,"+91-99043 78550",24592501915,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3699,"Hiral Enterprise",24ACKPS9376B1ZA,NULL,"No. 23, Harikrupa Estate, Behind Mony Hotel Narol Isanpur Highway, Narol, ","Ahmedabad ",496,Gujarat,IN," 382443","079 2573 0467",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3701,"Indian Stores Supplying Co. Pvt. Ltd",19AABCI8581L1ZX,NULL,"137, B R B Basu Road, B B D Bagh,",Kolkata,519,"West Bengal",IN,700001,033-22431326/22432755/22433196,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3702,"Unimech Lifting Equipments (P) Ltd.","No GST Number",NULL,"38, Netaji Subhas Road, ","Kolkata ",496,Gujarat,IN,"700 001",9831066734,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3703,"Axle Steel and Fasteners",24AAYFA5084G1Z4,NULL,"G.F. 78 , C - BLOCK,AUSTVINAYAK COMPLEX,"," AHMEDABAD",496,Gujarat,IN," 380016.",09712244660,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3704,"Delton Pneumatics","No GST Number",NULL,"#JM Complex, chennai-Bangalore  Highway,(Opposite hyundai motors india private LTD,Irrungatukottai- sriperambudur, ","kanchipram ",515,"Tamil Nadu",IN,602117," Mobile:9094544666 / 9381200116/9094340409",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3705,"Conquest Engineering","No GST Number",NULL,"107, Apollo Arcade, Nr. R.C.Technical, Chankyapuri Road","Ahmedabad ",496,Gujarat,IN,"380061 ","Mob. +91-9879002511 / Off. +91-79-30421779",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3706,"Reinvent Technologies",27AAAPN3985F1ZK,NULL,"112, Sai Commercial Centre, BKS Devshi Marg, Deonar, Govandi(E)",Mumbai,505,Maharashtra,IN,"400 088","81087 88644, 022-4015 1065",27760777276C,NULL,27760777276V,NULL,NULL,NULL,"0,1",NULL,NULL
3707,"Harnisha Automation","No GST Number",NULL,"D 217, 2nd Floor, Sumel Business Park, No. 6 Dudheshwar Road, Shahibaug, Shahibuag, ",AHMEDABAD,496,Gujarat,IN,380004,+91-9426062260,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3708,"Amrit Filtration Equipments",09AATFA7269C1Z2,NULL," Plot no 51, 52 & 63 Mainapur Industrial Area, Meerut Road,","GHAZIABAD  ",517,"Uttar Pradesh",IN,"201003  "," +91 - 9871073914, 91-120-4371475 ",NULL,NULL,NULL,NULL,AATFA7269CEM001,NULL,"0,1",NULL,NULL
3709,"Shreyas Trading Co.","No GST Number",NULL,"59/61, Nagdevi Cross Lane, Batliboi House 3rd Floor, Office No. 305, ","Mumbai ",505,Maharashtra,IN,400003,"+91-9820919119 / +91-22-23448356 / +91-22-40239119",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3713,"Dhruvil Enterprise","No GST Number",NULL,"124, Narayan Dhuru Street, 3rd Floor, Room No. 14, ","Mumbai ",505,Maharashtra,IN,400003,+91-9320026144,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3716,"Red Marketing Services",07BBZPS1724E2Z9,NULL,"Plot no.- 83, Opp. Dwarka Hospital Near NSIT College, Dwarka More","New Delhi",494,Delhi,IN,110059,"9958222616, 9268826618, 9868208976",07690381351,NULL,07690381351,NULL,NULL,NULL,"0,1",NULL,NULL
3717,"Mm9 Information Technologies Pvt. Ltd. ",06AACCM6830H1ZK,NULL,"151 Sector – 31",Gurgaon,497,Haryana,IN,122001,"+91-124-4519999      +91-9871253094  ",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3718,"Delta It Network Pvt. Ltd. ","No GST Number",NULL,"Delta House, Old Judicial Complex, Opp. Bank of Baroda, Civil Lines,",Gurgaon,497,Haryana,IN,122001,"0124-2222546    +91-9873631200",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3719,"Delton Group","No GST Number",NULL,"15, Errabalu, Street, Parrys,",Chennai,515,"Tamil Nadu",IN,600001,"044 4301 2780/9381200116",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3720,"Amar Radio Corporation",29AADFA3109M2ZF,NULL,"#73/19/5, Ashokapuram Main Road, Yeswanthpur Industrial Suburb",Bangalore,501,Karnataka,IN,"560 022 ","080 46480000",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3721,"Yunsa International (Hong Kong) Ltd.","No GST Number",NULL,"84B, Phase v, Udyog Vihar, Gurgaon, New Delhi, India",NULL,494,Delhi,IN,NULL," 98 10778736 ",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3722,"HiCotronics Devices Pvt. Ltd.","No GST Number",NULL,"hicotronics device pvt ltd, Mysore Rd,",Bengaluru,501,Karnataka,IN,560026,"080 2698 2800 – 99",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3723,"Future Electronics Inc.","No GST Number",NULL,"Kundalahalli, Whitefield, Bengaluru",Bangalore,501,Karnataka,IN,560066,08043318100,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
3725,"Surbhi Hydraulics And Pneumatics",27AELPJ9920K1ZZ,NULL,"Plot No. 15, Khilarewadi, Erandwane Off Karve Road, Near River Side Road, ","Pune ",505,Maharashtra,IN,411004,+91-20-25458811,27600679006C,NULL,27600679006V,NULL,NULL,NULL,"0,1",NULL,NULL
3727,"Project Sales Corporation",37AAIFP4342G1Z7,NULL,"28, Founta Plaza, Suryabagh",Visakhapatnam,486,"Andhra Pradesh",IN,530020," +91-891-2566293  M   RANGANATH",NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL
