idbmro_sap_hsn_mapping,internal_key,chapter,tariff_heading,tariff_subheading,description,hsn,is_service,tax_code
1676,1829,2707,75,0,"Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the a",2707.75.00,NULL,"GST 18%"
1677,1830,2707,79,10,"Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the a",2707.79.10,NULL,"GST 18%"
1678,1831,2707,79,90,"Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the a",2707.79.90,NULL,"GST 18%"
1679,1832,2708,81,1,"Pitch and pitch coke, obtained from coal tar or from other mineral tars",2708.81.01,NULL,"GST 18%"
1680,1833,2708,81,9,"Pitch and pitch coke, obtained from coal tar or from other mineral tars",2708.81.09,NULL,"GST 18%"
1681,1834,2708,82,0,"Pitch and pitch coke, obtained from coal tar or from other mineral tars",2708.82.00,NULL,"GST 18%"
1697,1850,2711,11,10,"Petroleum gases and other gaseous hydrocarbons, such as Propane, Butanes, Ethylene, propylene, butylene and butadiene [",2711.11.10,NULL,"GST 18%"
1698,1851,2711,11,40,"Petroleum gases and other gaseous hydrocarbons, such as Propane, Butanes, Ethylene, propylene, butylene and butadiene [",2711.11.40,NULL,"GST 18%"
1699,1852,2711,11,90,"Petroleum gases and other gaseous hydrocarbons, such as Propane, Butanes, Ethylene, propylene, butylene and butadiene [",2711.11.90,NULL,"GST 18%"
1700,1853,2711,12,10,"Petroleum gases and other gaseous hydrocarbons, such as Propane, Butanes, Ethylene, propylene, butylene and butadiene [",2711.12.10,NULL,"GST 18%"
1701,1854,2711,12,90,"Petroleum gases and other gaseous hydrocarbons, such as Propane, Butanes, Ethylene, propylene, butylene and butadiene [",2711.12.90,NULL,"GST 18%"
1702,1855,2712,21,1,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mine",2712.21.01,NULL,"GST 18%"
1703,1856,2712,21,9,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mine",2712.21.09,NULL,"GST 18%"
1704,1857,2712,22,0,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mine",2712.22.00,NULL,"GST 18%"
1705,1858,2712,29,1,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mine",2712.29.01,NULL,"GST 18%"
1706,1859,2712,29,2,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mine",2712.29.02,NULL,"GST 18%"
1707,1860,2712,29,3,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mine",2712.29.03,NULL,"GST 18%"
1708,1861,2712,29,4,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mine",2712.29.04,NULL,"GST 18%"
1709,1862,2712,29,9,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mine",2712.29.09,NULL,"GST 18%"
1710,1863,2713,31,10,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals",2713.31.10,NULL,"GST 18%"
1711,1864,2713,31,20,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals",2713.31.20,NULL,"GST 18%"
1712,1865,2713,32,0,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals",2713.32.00,NULL,"GST 18%"
1713,1866,2713,39,0,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals",2713.39.00,NULL,"GST 18%"
1714,1867,2714,41,0,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; as-phaltites and asphaltic rocks",2714.41.00,NULL,"GST 18%"
1715,1868,2714,49,1,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; as-phaltites and asphaltic rocks",2714.49.01,NULL,"GST 18%"
1716,1869,2714,49,2,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; as-phaltites and asphaltic rocks",2714.49.02,NULL,"GST 18%"
1717,1870,2714,49,3,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; as-phaltites and asphaltic rocks",2714.49.03,NULL,"GST 18%"
1718,1871,2714,49,9,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; as-phaltites and asphaltic rocks",2714.49.09,NULL,"GST 18%"
1719,1872,2715,50,1,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral ta",2715.50.01,NULL,"GST 18%"
1720,1873,2715,50,9,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral ta",2715.50.09,NULL,"GST 18%"
1721,1874,2847,70,0,"Medicinal grade hydrogen peroxide",2847.70.00,NULL,"GST 18%"
1938,2091,2835,51,1,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.51.01,NULL,"GST 18%"
1939,2092,2835,51,2,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.51.02,NULL,"GST 18%"
1940,2093,2835,51,9,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.51.09,NULL,"GST 18%"
1941,2094,2835,52,20,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.52.20,NULL,"GST 18%"
1942,2095,2835,52,40,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.52.40,NULL,"GST 18%"
1943,2096,2835,52,50,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.52.50,NULL,"GST 18%"
1944,2097,2835,52,61,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.52.61,NULL,"GST 18%"
1945,2098,2835,52,62,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.52.62,NULL,"GST 18%"
1946,2099,2835,52,69,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.52.69,NULL,"GST 18%"
1947,2100,2835,52,91,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.52.91,NULL,"GST 18%"
1948,2101,2835,52,92,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.52.92,NULL,"GST 18%"
1949,2102,2835,52,93,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.52.93,NULL,"GST 18%"
1950,2103,2835,52,94,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.52.94,NULL,"GST 18%"
1951,2104,2835,52,99,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.52.99,NULL,"GST 18%"
1952,2105,2835,53,10,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.53.10,NULL,"GST 18%"
1953,2106,2835,53,90,"Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002",2835.53.90,NULL,"GST 18%"
1220,1373,1703,31,0,Molasses,1703.31.00,NULL,"GST 28%"
1221,1374,1703,39,1,Molasses,1703.39.01,NULL,"GST 28%"
1222,1375,1703,39,9,Molasses,1703.39.09,NULL,"GST 28%"
1223,1376,1704,41,0,"Sugar confectionery (excluding white chocolate and bubble / chewing gum) [inserted w.e.f 14/11/2017 : other than mishri",1704.41.00,NULL,"GST 28%"
1224,1377,1704,49,1,"Sugar confectionery (excluding white chocolate and bubble / chewing gum) [inserted w.e.f 14/11/2017 : other than mishri",1704.49.01,NULL,"GST 28%"
1225,1378,1704,49,2,"Sugar confectionery (excluding white chocolate and bubble / chewing gum) [inserted w.e.f 14/11/2017 : other than mishri",1704.49.02,NULL,"GST 28%"
1226,1379,1704,49,3,"Sugar confectionery (excluding white chocolate and bubble / chewing gum) [inserted w.e.f 14/11/2017 : other than mishri",1704.49.03,NULL,"GST 28%"
1227,1380,1704,49,9,"Sugar confectionery (excluding white chocolate and bubble / chewing gum) [inserted w.e.f 14/11/2017 : other than mishri",1704.49.09,NULL,"GST 28%"
1230,1383,1804,40,0,"Cocoa butter, fat and oil",1804.40.00,NULL,"GST 28%"
1231,1384,1805,50,0,"Cocoa powder, not containing added sugar or sweetening matter",1805.50.00,NULL,"GST 28%"
1234,1387,1806,61,0,"Chocolates and other food preparations containing cocoa",1806.61.00,NULL,"GST 28%"
1235,1388,1806,62,0,"Chocolates and other food preparations containing cocoa",1806.62.00,NULL,"GST 28%"
1236,1389,1806,63,10,"Chocolates and other food preparations containing cocoa",1806.63.10,NULL,"GST 28%"
1237,1390,1806,63,20,"Chocolates and other food preparations containing cocoa",1806.63.20,NULL,"GST 28%"
1238,1391,1806,69,1,"Chocolates and other food preparations containing cocoa",1806.69.01,NULL,"GST 28%"
1239,1392,1806,69,2,"Chocolates and other food preparations containing cocoa",1806.69.02,NULL,"GST 28%"
1240,1393,1806,69,3,"Chocolates and other food preparations containing cocoa",1806.69.03,NULL,"GST 28%"
1241,1394,1806,69,4,"Chocolates and other food preparations containing cocoa",1806.69.04,NULL,"GST 28%"
1242,1395,1806,69,9,"Chocolates and other food preparations containing cocoa",1806.69.09,NULL,"GST 28%"
1262,1415,1905,51,0,"khakhra, plain chapatti or roti",1905.51.00,NULL,"GST 28%"
1263,1416,1905,52,0,"khakhra, plain chapatti or roti",1905.52.00,NULL,"GST 28%"
1264,1417,1905,53,10,"khakhra, plain chapatti or roti",1905.53.10,NULL,"GST 28%"
1265,1418,1905,53,21,"khakhra, plain chapatti or roti",1905.53.21,NULL,"GST 28%"
1266,1419,1905,53,29,"khakhra, plain chapatti or roti",1905.53.29,NULL,"GST 28%"
1267,1420,1905,59,1,"khakhra, plain chapatti or roti",1905.59.01,NULL,"GST 28%"
1268,1421,1905,59,2,"khakhra, plain chapatti or roti",1905.59.02,NULL,"GST 28%"
1269,1422,1905,59,3,"khakhra, plain chapatti or roti",1905.59.03,NULL,"GST 28%"
1270,1423,1905,59,4,"khakhra, plain chapatti or roti",1905.59.04,NULL,"GST 28%"
1271,1424,1905,59,9,"khakhra, plain chapatti or roti",1905.59.09,NULL,"GST 28%"
1341,1494,2103,31,0,"All goods , including Sauces and preparations therefor, (inserted w.e.f 14/11/2017 : mustard flour and meal and prepare",2103.31.00,NULL,"GST 28%"
1342,1495,2103,32,0,"All goods , including Sauces and preparations therefor, (inserted w.e.f 14/11/2017 : mustard flour and meal and prepare",2103.32.00,NULL,"GST 28%"
1343,1496,2103,33,0,"All goods , including Sauces and preparations therefor, (inserted w.e.f 14/11/2017 : mustard flour and meal and prepare",2103.33.00,NULL,"GST 28%"
1344,1497,2103,39,2,"All goods , including Sauces and preparations therefor, (inserted w.e.f 14/11/2017 : mustard flour and meal and prepare",2103.39.02,NULL,"GST 28%"
1345,1498,2103,39,9,"All goods , including Sauces and preparations therefor, (inserted w.e.f 14/11/2017 : mustard flour and meal and prepare",2103.39.09,NULL,"GST 28%"
1349,1502,2106,61,0,"Prasadam supplied by religious places like temples, mosques, churches, gurudwaras, dargahs, etc.",2106.61.00,NULL,"GST 28%"
1350,1503,2106,69,1,"Prasadam supplied by religious places like temples, mosques, churches, gurudwaras, dargahs, etc.",2106.69.01,NULL,"GST 28%"
1351,1504,2106,69,3,"Prasadam supplied by religious places like temples, mosques, churches, gurudwaras, dargahs, etc.",2106.69.03,NULL,"GST 28%"
1352,1505,2106,69,4,"Prasadam supplied by religious places like temples, mosques, churches, gurudwaras, dargahs, etc.",2106.69.04,NULL,"GST 28%"
1353,1506,2106,69,5,"Prasadam supplied by religious places like temples, mosques, churches, gurudwaras, dargahs, etc.",2106.69.05,NULL,"GST 28%"
1354,1507,2106,69,6,"Prasadam supplied by religious places like temples, mosques, churches, gurudwaras, dargahs, etc.",2106.69.06,NULL,"GST 28%"
1355,1508,2106,69,7,"Prasadam supplied by religious places like temples, mosques, churches, gurudwaras, dargahs, etc.",2106.69.07,NULL,"GST 28%"
1356,1509,2106,69,8,"Prasadam supplied by religious places like temples, mosques, churches, gurudwaras, dargahs, etc.",2106.69.08,NULL,"GST 28%"
1357,1510,2106,69,9,"Prasadam supplied by religious places like temples, mosques, churches, gurudwaras, dargahs, etc.",2106.69.09,NULL,"GST 28%"
1424,1577,2401,11,1,"Tobacco leaves",2401.11.01,NULL,"GST 28%"
1425,1578,2401,11,2,"Tobacco leaves",2401.11.02,NULL,"GST 28%"
1426,1579,2401,11,3,"Tobacco leaves",2401.11.03,NULL,"GST 28%"
1427,1580,2401,11,4,"Tobacco leaves",2401.11.04,NULL,"GST 28%"
1428,1581,2401,11,5,"Tobacco leaves",2401.11.05,NULL,"GST 28%"
1429,1582,2401,11,6,"Tobacco leaves",2401.11.06,NULL,"GST 28%"
1430,1583,2401,11,7,"Tobacco leaves",2401.11.07,NULL,"GST 28%"
1431,1584,2401,11,8,"Tobacco leaves",2401.11.08,NULL,"GST 28%"
1432,1585,2401,11,9,"Tobacco leaves",2401.11.09,NULL,"GST 28%"
1433,1586,2401,12,1,"Tobacco leaves",2401.12.01,NULL,"GST 28%"
1434,1587,2401,12,2,"Tobacco leaves",2401.12.02,NULL,"GST 28%"
1435,1588,2401,12,3,"Tobacco leaves",2401.12.03,NULL,"GST 28%"
1436,1589,2401,12,4,"Tobacco leaves",2401.12.04,NULL,"GST 28%"
1437,1590,2401,12,5,"Tobacco leaves",2401.12.05,NULL,"GST 28%"
1438,1591,2401,12,6,"Tobacco leaves",2401.12.06,NULL,"GST 28%"
1439,1592,2401,12,7,"Tobacco leaves",2401.12.07,NULL,"GST 28%"
1440,1593,2401,12,8,"Tobacco leaves",2401.12.08,NULL,"GST 28%"
1441,1594,2401,12,9,"Tobacco leaves",2401.12.09,NULL,"GST 28%"
1442,1595,2403,3,1,"Other manufactured tobacco and manufactured tobacco substitutes; â€œhomogenisedâ€ or â€œreconstitutedâ€ tobacco; toba",2403.3.1,NULL,"GST 28%"
1443,1596,2403,31,92,"Other manufactured tobacco and manufactured tobacco substitutes; â€œhomogenisedâ€ or â€œreconstitutedâ€ tobacco; toba",2403.31.92,NULL,"GST 28%"
1499,1652,2515,51,10,"Ecaussine and other calcareous monumental or building stone; alabaster [other than marble and travertine] [Except 25151",2515.51.10,NULL,"GST 28%"
1500,1653,2515,52,1,"Ecaussine and other calcareous monumental or building stone; alabaster [other than marble and travertine] [Except 25151",2515.52.01,NULL,"GST 28%"
1501,1654,2515,52,9,"Ecaussine and other calcareous monumental or building stone; alabaster [other than marble and travertine] [Except 25151",2515.52.09,NULL,"GST 28%"
1502,1655,2516,62,0,"Granite blocks",2516.62.00,NULL,"GST 28%"
1503,1656,2516,69,1,"Granite blocks",2516.69.01,NULL,"GST 28%"
1504,1657,2516,69,2,"Granite blocks",2516.69.02,NULL,"GST 28%"
1505,1658,2516,69,9,"Granite blocks",2516.69.09,NULL,"GST 28%"
1532,1685,2523,31,0,"Portland cement, aluminous cement, slag cement, super sulphate cement and similar hydraulic cements, whether or not col",2523.31.00,NULL,"GST 28%"
1533,1686,2523,32,10,"Portland cement, aluminous cement, slag cement, super sulphate cement and similar hydraulic cements, whether or not col",2523.32.10,NULL,"GST 28%"
1534,1687,2523,32,91,"Portland cement, aluminous cement, slag cement, super sulphate cement and similar hydraulic cements, whether or not col",2523.32.91,NULL,"GST 28%"
1535,1688,2523,32,92,"Portland cement, aluminous cement, slag cement, super sulphate cement and similar hydraulic cements, whether or not col",2523.32.92,NULL,"GST 28%"
1536,1689,2523,32,93,"Portland cement, aluminous cement, slag cement, super sulphate cement and similar hydraulic cements, whether or not col",2523.32.93,NULL,"GST 28%"
1537,1690,2523,32,94,"Portland cement, aluminous cement, slag cement, super sulphate cement and similar hydraulic cements, whether or not col",2523.32.94,NULL,"GST 28%"
1538,1691,2523,32,99,"Portland cement, aluminous cement, slag cement, super sulphate cement and similar hydraulic cements, whether or not col",2523.32.99,NULL,"GST 28%"
1539,1692,2523,33,0,"Portland cement, aluminous cement, slag cement, super sulphate cement and similar hydraulic cements, whether or not col",2523.33.00,NULL,"GST 28%"
1540,1693,2523,39,1,"Portland cement, aluminous cement, slag cement, super sulphate cement and similar hydraulic cements, whether or not col",2523.39.01,NULL,"GST 28%"
1541,1694,2523,39,2,"Portland cement, aluminous cement, slag cement, super sulphate cement and similar hydraulic cements, whether or not col",2523.39.02,NULL,"GST 28%"
1542,1695,2523,39,9,"Portland cement, aluminous cement, slag cement, super sulphate cement and similar hydraulic cements, whether or not col",2523.39.09,NULL,"GST 28%"
1682,1835,2710,1,21,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.01.21,NULL,"GST 28%"
1683,1836,2710,1,22,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.01.22,NULL,"GST 28%"
1684,1837,2710,1,29,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.01.29,NULL,"GST 28%"
1685,1838,2710,1,91,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.01.91,NULL,"GST 28%"
1686,1839,2710,1,92,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.01.92,NULL,"GST 28%"
1687,1840,2710,1,93,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.01.93,NULL,"GST 28%"
1688,1841,2710,1,94,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.01.94,NULL,"GST 28%"
1689,1842,2710,1,95,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.01.95,NULL,"GST 28%"
1690,1843,2710,1,96,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.01.96,NULL,"GST 28%"
1691,1844,2710,1,97,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.01.97,NULL,"GST 28%"
1692,1845,2710,1,98,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.01.98,NULL,"GST 28%"
1693,1846,2710,1,99,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.01.99,NULL,"GST 28%"
1694,1847,2710,2,0,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.02.00,NULL,"GST 28%"
1695,1848,2710,9,10,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.09.10,NULL,"GST 28%"
1696,1849,2710,9,90,"a) Kerosene oil PDS, b) The following bunker fuels for use in ships or vessels, namely, IFO 180 CST , IFO 380 CST",2710.09.90,NULL,"GST 28%"
893,1046,1103,31,11,"Cereal groats, meal and pellets [other than those put up in unit container and bearing a registered brand name]",1103.31.11,NULL,"GST 5%"
894,1047,1103,31,12,"Cereal groats, meal and pellets [other than those put up in unit container and bearing a registered brand name]",1103.31.12,NULL,"GST 5%"
895,1048,1103,31,30,"Cereal groats, meal and pellets [other than those put up in unit container and bearing a registered brand name]",1103.31.30,NULL,"GST 5%"
896,1049,1103,31,90,"Cereal groats, meal and pellets [other than those put up in unit container and bearing a registered brand name]",1103.31.90,NULL,"GST 5%"
897,1050,1103,32,0,"Cereal groats, meal and pellets [other than those put up in unit container and bearing a registered brand name]",1103.32.00,NULL,"GST 5%"
898,1051,1104,41,20,"Cereal grains hulled",1104.41.20,NULL,"GST 5%"
899,1052,1104,41,90,"Cereal grains hulled",1104.41.90,NULL,"GST 5%"
900,1053,1104,42,20,"Cereal grains hulled",1104.42.20,NULL,"GST 5%"
901,1054,1104,42,30,"Cereal grains hulled",1104.42.30,NULL,"GST 5%"
902,1055,1104,42,90,"Cereal grains hulled",1104.42.90,NULL,"GST 5%"
903,1056,1104,43,0,"Cereal grains hulled",1104.43.00,NULL,"GST 5%"
904,1057,1105,51,0,"Flour, of potatoes [other than those put up in unit container and bearing a registered brand name deleted w.e.f 10/11/2",1105.51.00,NULL,"GST 5%"
905,1058,1105,52,0,"Flour, of potatoes [other than those put up in unit container and bearing a registered brand name deleted w.e.f 10/11/2",1105.52.00,NULL,"GST 5%"
906,1059,1106,61,0,"Flour, of the dried leguminous vegetables of heading 0713 (pulses) [other than guar meal 1106 10 10 and guar gum refine",1106.61.00,NULL,"GST 5%"
907,1060,1106,62,1,"Flour, of the dried leguminous vegetables of heading 0713 (pulses) [other than guar meal 1106 10 10 and guar gum refine",1106.62.01,NULL,"GST 5%"
908,1061,1106,62,2,"Flour, of the dried leguminous vegetables of heading 0713 (pulses) [other than guar meal 1106 10 10 and guar gum refine",1106.62.02,NULL,"GST 5%"
909,1062,1106,62,9,"Flour, of the dried leguminous vegetables of heading 0713 (pulses) [other than guar meal 1106 10 10 and guar gum refine",1106.62.09,NULL,"GST 5%"
910,1063,1106,63,1,"Flour, of the dried leguminous vegetables of heading 0713 (pulses) [other than guar meal 1106 10 10 and guar gum refine",1106.63.01,NULL,"GST 5%"
911,1064,1106,63,2,"Flour, of the dried leguminous vegetables of heading 0713 (pulses) [other than guar meal 1106 10 10 and guar gum refine",1106.63.02,NULL,"GST 5%"
912,1065,1106,63,3,"Flour, of the dried leguminous vegetables of heading 0713 (pulses) [other than guar meal 1106 10 10 and guar gum refine",1106.63.03,NULL,"GST 5%"
913,1066,1106,63,9,"Flour, of the dried leguminous vegetables of heading 0713 (pulses) [other than guar meal 1106 10 10 and guar gum refine",1106.63.09,NULL,"GST 5%"
923,1076,1203,30,0,"Copra ( deleted w.e.f 14/11/2017 : other than of seed quality)",1203.30.00,NULL,"GST 5%"
925,1078,1201,11,0,"Soya beans, whether or not broken, of seed quality.",1201.11.00,NULL,"GST 5%"
926,1079,1201,19,0,"Soya beans, whether or not broken, of seed quality.",1201.19.00,NULL,"GST 5%"
927,1080,1202,23,1,"Ground-nuts, not roasted or otherwise cooked, whether or not shelled or broken, of seed quality.",1202.23.01,NULL,"GST 5%"
928,1081,1202,23,9,"Ground-nuts, not roasted or otherwise cooked, whether or not shelled or broken, of seed quality.",1202.23.09,NULL,"GST 5%"
929,1082,1202,24,11,"Ground-nuts, not roasted or otherwise cooked, whether or not shelled or broken, of seed quality.",1202.24.11,NULL,"GST 5%"
930,1083,1202,24,19,"Ground-nuts, not roasted or otherwise cooked, whether or not shelled or broken, of seed quality.",1202.24.19,NULL,"GST 5%"
931,1084,1202,24,21,"Ground-nuts, not roasted or otherwise cooked, whether or not shelled or broken, of seed quality.",1202.24.21,NULL,"GST 5%"
932,1085,1202,24,22,"Ground-nuts, not roasted or otherwise cooked, whether or not shelled or broken, of seed quality.",1202.24.22,NULL,"GST 5%"
933,1086,1202,24,29,"Ground-nuts, not roasted or otherwise cooked, whether or not shelled or broken, of seed quality.",1202.24.29,NULL,"GST 5%"
934,1087,1204,40,1,"Linseed, whether or not broken, of seed quality.",1204.40.01,NULL,"GST 5%"
935,1088,1204,40,9,"Linseed, whether or not broken, of seed quality.",1204.40.09,NULL,"GST 5%"
936,1089,1205,51,0,"Rape or colza seeds, whether or not broken, of seed quality.",1205.51.00,NULL,"GST 5%"
937,1090,1205,59,0,"Rape or colza seeds, whether or not broken, of seed quality.",1205.59.00,NULL,"GST 5%"
938,1091,1206,60,1,"Sunflower seeds, whether or not broken, of seed quality.",1206.60.01,NULL,"GST 5%"
939,1092,1206,60,9,"Sunflower seeds, whether or not broken, of seed quality.",1206.60.09,NULL,"GST 5%"
940,1093,1207,71,1,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.71.01,NULL,"GST 5%"
941,1094,1207,71,9,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.71.09,NULL,"GST 5%"
942,1095,1207,72,10,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.72.10,NULL,"GST 5%"
943,1096,1207,72,90,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.72.90,NULL,"GST 5%"
944,1097,1207,73,1,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.73.01,NULL,"GST 5%"
945,1098,1207,73,9,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.73.09,NULL,"GST 5%"
946,1099,1207,74,1,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.74.01,NULL,"GST 5%"
947,1100,1207,74,9,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.74.09,NULL,"GST 5%"
948,1101,1207,75,1,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.75.01,NULL,"GST 5%"
949,1102,1207,75,9,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.75.09,NULL,"GST 5%"
950,1103,1207,76,1,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.76.01,NULL,"GST 5%"
951,1104,1207,76,9,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.76.09,NULL,"GST 5%"
952,1105,1207,77,1,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.77.01,NULL,"GST 5%"
953,1106,1207,77,9,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.77.09,NULL,"GST 5%"
954,1107,1207,79,10,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.79.10,NULL,"GST 5%"
955,1108,1207,79,91,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.79.91,NULL,"GST 5%"
956,1109,1207,79,92,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.79.92,NULL,"GST 5%"
957,1110,1207,79,93,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.79.93,NULL,"GST 5%"
958,1111,1207,79,94,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.79.94,NULL,"GST 5%"
959,1112,1207,79,99,"Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Musta",1207.79.99,NULL,"GST 5%"
