idcompany_gstinfo,cmp_id,cmp_name,gst_num,gst_file,address,city,state_code,state_name,country,pincode,telephone,cst_num,cst_file,vat_num,vat_file,ed_num,ed_file,shippingfirstname,shippinglastname,sap_row_num,gst_type,tan_num,sap_row_num
4360,1409,"Cenlub Industries Ltd.","No GST Number",NULL,"Plot No.233-234,Sector-58,Ballabgarh",Faridabad,497,Haryana,IN,121004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4361,1410,"Manbras Plastronics Pvt. Ltd.","No GST Number",NULL,"304, Sky Station, Viman Nagar Dutta Mandir Chowk, Viman Nagar",Pune,505,Maharashtra,IN,411006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4363,1411,"Luxury Products Trendsetter Pvt. Ltd.",27AACCL9715A1ZP,NULL,"Plot No. A42  Street No. 2  MIDC, Andheri(E)",Mumbai,505,Maharashtra,IN,400093,8691909028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4364,1411,"Luxury Products Trendsetter Pvt. Ltd.",29AAFFS4465G1ZW,NULL,"SL Shet Diamond House,   Kuloor Feery Road, Near Lady Hill Circle,  Opp Mangala Swimming Pool, Gandhi Nagar",Mangalore,501,Karnataka,IN,575003,"9654028303  ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
4365,1412,"IndustrialSource Technologies","No GST Number",NULL,"No.954, First Floor, Sree Complex 5th Block, BEL Layout, Vidyaranyapura",Bengaluru,501,Karnataka,IN,560097,9686367364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4366,1413,"Satguru Electronics","No GST Number",NULL,"1688-89/5-6, Bhagirath Palace",Delhi,494,Delhi,IN,110006,9810116449,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4367,1414,"PIA Consultancy and Engineering Pvt. Ltd.","No GST Number",NULL,"A-117,GF(DDA Shed),Okhla Industrial Area Phase-II","New Delhi",494,Delhi,IN,110020,9540999094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4373,1415,"Aavantika Gas Ltd.",23AAFCA9135J1ZO,NULL,"202-B, II Floor, NRK Business Park, Vijay Nagar Square, A.B. Road",Indore,504,"Madhya Pradesh",IN,452010,"7709030631 ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",1,NULL,"0,1"
4375,175,"Indian Oil Corporation Ltd.",18AAACI1681G1ZO,NULL,"Guwahati Refinery, Noonmati",Guwahati,488,Assam,IN,781020,"0361 2597665",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"70,71",1,NULL,"70,71"
4376,530,"Bharti Airtel Ltd.",18AAACB2894G1ZM,NULL,"Bharti House , Sixmile, Khanapara",Guwahati,488,Assam,IN,781022,9900090142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10,11",NULL,NULL,"10,11"
4377,530,"Bharti Airtel Ltd.","No GST Number",NULL,"North West Carrying Company, NH - 37, Lokhra Charali",Guwahati,488,Assam,IN,781034,9900090142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"12,13",NULL,NULL,"12,13"
4378,530,"Bharti Airtel Ltd.",29AAACB2894G1ZJ,NULL,"No. 55, Divyasree Towers,Bannergatta Main Road",Bangalore,501,Karnataka,IN,560029,9164253456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"14,15",NULL,NULL,"14,15"
4379,530,"Bharti Airtel Ltd.",29AAACB2894G1ZJ,NULL,"42/2, NH4, Budihal Village, Kasaba Hobli, Nelamangala Taluk, Bangalore Rural",Bangalore,501,Karnataka,IN,562123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"16,17",NULL,NULL,"16,17"
4380,643,"REHAU Polymers Pvt. Ltd.","No GST Number",NULL,"Gat No-195 Plant-Pune, Khed - Pabal Road, Holewadi, Rajgurunagar, Tal, Khed",Pune,505,Maharashtra,IN,410505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4381,1416,"Biesse Manufacturing Co. Pvt. Ltd.","No GST Number",NULL,"Sy. No. 28/1, 28/2 Huskur Road  Nagarur North taluk, Dasanapur, Hobli","Bangalore ",501,Karnataka,IN,562123,9886477937,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4392,1417,"S L Shet Diamond House",29AAFFS4465G1ZW,NULL,"Kuloor Feery Road, Near Lady Hill Circle,  Opp Mangala Swimming Pool, Gandhi Nagar",Mangalore,501,Karnataka,IN,575003,9845658555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4393,1418,"Hinduja Foundries","No GST Number",NULL,"Plot No K2, SIPCOT Industrial Estate, Arneri Village","Sriperumbudur ",515,"Tamil Nadu",IN,602105,Mumba,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4394,1419,"K. R. Enterprises","No GST Number",NULL,"H.No:1-5-983, Raghunatha Model High School Lane,Chaitanyapuri",NULL,870,Telangana,IN,500060,9966031889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4401,87,"Cummins Technologies India Pvt. Ltd.","No GST Number",NULL,"Plot No.M-5 Sector 3, phase 2, SEZ  Pithampur",Dhar,504,"Madhya Pradesh",IN,454775,7447458225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"14,15",1,NULL,"14,15"
4404,530,"Bharti Airtel Ltd.",29AAACB2894G1ZJ,NULL,"Ground floor, Shop no.1&2, 3AC-401, Hennur Road, Banaswadi, Ring Road, HRBR Layout,.2 nd, block",Bangalore,501,Karnataka,IN,580043,7022003048,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"18,19",NULL,NULL,"18,19"
4405,530,"Bharti Airtel Ltd.",29AAACB2894G1ZJ,NULL,"""Virupakshakrupa"" Building, Opportunity KIMS Main Gate, Vidyanagar",Hubli,501,Karnataka,IN,580021,9686866786,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"20,21",NULL,NULL,"20,21"
4406,1132,"HSIL Ltd.",08AAACH7564H1ZE,NULL,"SP1-254 ,  RIICO Industrial Area,Kaharan",Bhiwadi,513,Rajasthan,IN,301019,9950032634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4407,1421,"Freecharge Payment Technologies Pvt. Ltd.","No GST Number",NULL,"7th Floor, 362-363, Udyog Vihar, PhaseIV  ",Gurgaon,497,Haryana,IN,122016,9811459444,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4410,530,"Bharti Airtel Ltd.",23AAACB2894G2ZU,NULL,"C/O TCI XPS HUB/TCI SUPPLY CHAIN SOLUTIONS  Survey No 99/2 & 100/2  Village: Peer Karadiya, Patwari Halka No. 53,  At Post Manglia, Tahsil Sanwer",Indore,504,"Madhya Pradesh",IN,453771,7389928925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"22,23",NULL,NULL,"22,23"
4411,530,"Bharti Airtel Ltd.",23AAACB2894G2ZU,NULL,"3rd Floor Metro Tower Scheme No 54, Nr Vijay Nagar square,A,B. Road","Indore ",504,"Madhya Pradesh",IN,452010,"9993049909  ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"24,25",NULL,NULL,"24,25"
4412,1422,"Hemla Embroidery Mills Pvt. Ltd.","No GST Number",NULL,"14/6, Mathura Rd, Sector 27",Faridabad,497,Haryana,IN,121003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4421,1121,"National Fertilizer Ltd.","No GST Number",NULL,"Naya Nangal",Nangal,512,Punjab,IN,140126,01887-220568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4423,1424,"Duvall Holding LLP","No GST Number",NULL,"Room 208, 2A, Abaya str.","Atyrau ",875,Atyrau,KZ,060005,"+7  701 4931",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4425,127,"GAIL India Ltd.","No GST Number",NULL,"16, Bhikaji Cama Place","New Delhi",494,Delhi,IN,110066,9435719846,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10,11",NULL,NULL,"10,11"
4426,525,"Gufic Lifescience Pvt. Ltd.","No GST Number",NULL,"Dorr Oliver House, 2nd Floor, B.D Sawant Marg, Chakala, Andheri ( East)","Mumbai  ",505,Maharashtra,IN,400099,9821953436,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4427,525,"Gufic Lifescience Pvt. Ltd.","No GST Number",NULL,"Survey No.171, National Highway No.8, Near Grid Road,Kabilpore","Navsari  ",496,Gujarat,IN,396424,9821953436,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
4428,1425,"Aquaproof and Anchoring Systems","No GST Number",NULL,"Office No.H-5, Ganga Terrace Hsg. Soc.,Opp. Laxmi Temple, Besides   Coins Means Wear, Nr. Ganga Garden, Mundhawa Road,   Mundhawa",Pune,505,Maharashtra,IN,411036,9822318167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4429,1425,"Aquaproof and Anchoring Systems","No GST Number",NULL,"Shop No.6, Swami Sankul Opp.Popular Homes, Beside Ganesh Peth   Doodh Bhatti, Ganesh Peth",Pune,505,Maharashtra,IN,411002,9822126847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
4430,1426,"Jaypee Healthcare Ltd.","No GST Number",NULL,"Sector - 128","Noida ",517,"Uttar Pradesh",IN,201304,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4431,1427,"Religare Health Insurance Co. Ltd.","No GST Number",NULL,"Vipul Tech Square, Tower-C, 3rd Floor,  Golf Course Road",Gurgaon,497,Haryana,IN,122009,"7042891951 ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4436,1428,"Titan Antony Aviation India Pvt. Ltd.","No GST Number",NULL,"E-71,MIDC, Additional Patalganga,  Karade Khurd, Tal Panvel",Raigad,505,Maharashtra,IN,410207,9167143965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4440,1430,"Shree Kanchan Electricals",27ADPPR6452D1Z7,NULL,"B/103 West View Co-operative Society Hindu Colony, Brahman Society",Thane,505,Maharashtra,IN,400602,9892764661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4442,357,"Videojet Technologies India Pvt. Ltd.",27AAACW0731B1ZW,NULL,"Plot no A16, MIDC, Phase 1, Dombivli East",Thane,505,Maharashtra,IN,421203,9004363050,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
4443,1031,"MRL Tyres Ltd.",09AAACM0923H1ZQ,NULL,"A-1/2, 10,11,12, Site B, Industrial area, surajpur, Greater Noida, G.B Nagar",Noida,517,"Uttar Pradesh",IN,201308,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
4445,608,"Bulkmro Online Orders",27BULPP5958G1ZY,NULL,"B-1502, Sonam Heights CHS, Phase 15,, New Golden Nest, Near Jain Bunglow, Bhayander East,B-1502, Sonam Heights CHS, Phase 15,, New Golden Nest, Near Jain Bunglow, Bhayander East",NULL,505,Maharashtra,IN,401105,9082671491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,
4448,516,"Britannia Industries Ltd.","No GST Number",NULL,"Plot no. -02, Block-A, Sector-12S (Near MITAP),  Adani Port & Special Economic Zone Ltd, Taluka, Mundra",Kutch,496,Gujarat,IN,370421,8030787104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
4449,608,"Bulkmro Online Orders","No GST Number",NULL,"Kewal,Kewal",NULL,505,Maharashtra,IN,400018,49214921,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,
4450,1431,"Geekays India",27AAAPN8680R1ZT,NULL,"1 and 2, Parekh Market, Old Wing, M.G. Road, Ghatkopar (E)",Mumbai,505,Maharashtra,IN,400077,9833736941,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4463,1432,"V. K. Instruments",29AHSPK0627L1ZT,NULL,"#1596/74, 1st Main Nagappa Block, Srirampuram",Bangalore,501,Karnataka,IN,560021,9845787850,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4466,1433,"Bell Fluidtechnics Pvt. Ltd.",27AAACB6668A1ZV,NULL," A-238, TTC Indl Area, MIDC Mahape","Navi Mumbai",505,Maharashtra,IN,400710,8451853021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4467,1434,"Thermotech Systems Ltd.",24AAACT4509Q1Z2,NULL,"Plot No. 2608, Phase - 4, G.I.D.C. Industrial Estate, Vatva",Ahmedabad,496,Gujarat,IN,382445,9426703251/0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4468,1435,"Mahindra and Mahindra Ltd.",27AAACM3025E1ZZ,NULL,"Gateway Building, Apollo Bunder Bhagat Singh Road, Fort",Mumbai,505,Maharashtra,IN,400001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4469,1435,"Mahindra and Mahindra Ltd.","No GST Number",NULL,"Farm Equipment Sector  AFS Headquarters, Mahindra Towers, 1st Floor  Akurli Road, Kandivali (E)",Mumbai,505,Maharashtra,IN,400101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
4474,785,"Siemens Ltd.","No GST Number",NULL,"RC-IN BT WR CSR&D Bldg, 5th Flr., Thane Belapur Road Sector 2, Plot 2, Kharghar Node Airoli ","Navi Mumbai",505,Maharashtra,IN,410210,9819869120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"16,17",NULL,NULL,"16,17"
4487,1436,"Apicore Pharmaceticals Pvt. Ltd.",24AAFCA8410N1ZM,NULL,"Block No.252-253, Village : Dhobikuva, Opp. Jain Irrigation co., Padra-Jambusar Road | Padra","Vadodara ",496,Gujarat,IN,391440,"9722110288 ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4488,1437,"Bulk MRO Industrial Supply Inc.","No GST Number",NULL,"14825 Botany Way, North Potomac",Gaithersburg,31,Maryland,US,"MD 208",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4505,356,"Vestas Wind Technology India Pvt. Ltd.",24AAACA9274F1ZS,NULL,"Gallops Industrial Park, Plot no: 37 NH-8A, Ahemdabad- Rajkot Highway, Village : Rajoda Taluka:Bavla",Ahemadabad,496,Gujarat,IN,382220,9789079766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
4507,40,"Aravon Services Pvt. Ltd. (Formerly known as Aramark India Pvt. Ltd.)",27AAGCA4383F1ZO,NULL,"No.3, 1st Floor, Trade Globe Building, Opposite Vits Hotel, JB Nagar, Andheri Kurla Road, Andheri East",Mumbai,505,Maharashtra,IN,400059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
4508,772,"Asian Paints Ltd.",27AAACA3622K1ZV,NULL,"Plot No.3/2, MIDC Taloja, Village Padghe Tal - Panvel, Dist. Raigad","Navi Mumbai",505,Maharashtra,IN,410208,044-37185016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",1,NULL,"0,1"
4509,1438,"Sai Machine Tools Pvt. Ltd.",23AADCS9549L3ZS,NULL,"Plot No. 25-B, Sector ‘A’ Sanwer Road, Industrial Area","Indore ",504,"Madhya Pradesh",IN,452015,0731-6661251,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4510,1439,"Aditya International Co.","No GST Number",NULL,"401| 4th Floor| Parth Complex| Opp. Navrang Complex| Swastik Cross Road| Navrangpura","Ahmedabad ",496,Gujarat,IN,380009,9924442540,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4511,1440,"Gufic Biosciences Ltd.","No GST Number",NULL,"37,First Floor,Kamala Bhavan II, S. Nityananad Road, Andheri (East)","Mumbai ",505,Maharashtra,IN,400069,022-67261000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4512,1440,"Gufic Biosciences Ltd.","No GST Number",NULL," Dorr Oliver House, 2nd Floor,B.D. Sawant Marg, Chakala, Andheri (East)","Mumbai ",505,Maharashtra,IN,400099,022-67261000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
4513,1440,"Gufic Biosciences Ltd.","No GST Number",NULL,"National Highway No.8, Near Grid, GEB, At & PO: Kabilpore",Navsari,496,Gujarat,IN,396424,022-67261000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4,5",NULL,NULL,"4,5"
4520,1441,"Sterling Submersible Pump","No GST Number",NULL,"G- 2223, Kranti Gate Main Road, Lodhika GIDC Metoda",Rajkot,496,Gujarat,IN,360021,"02827 287167",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4521,1442,"FPI Industries Pvt. Ltd.",27AAGCP3098L1ZU,NULL,"Gat No.147, Mahalunge Gaon, Chakan Talegaon Road, Taluka Khed",Pune,505,Maharashtra,IN,410501,8605001319,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",1,NULL,"0,1"
4522,1443,"Supack Industries Pvt. Ltd.","No GST Number",NULL,"Haripar (Pal) OPP. Motel the Village, Kalawad Road","Rajkot ",496,Gujarat,IN,360001,9327776514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4523,87,"Cummins Technologies India Pvt. Ltd.","No GST Number",NULL,"Phaltan High Horsepower Plant, SEZ Unit: Plot No. B3/1, MIDC SEZ-Phaltan, Village Nandal-Surwadi, Taluka Phaltan","Satara ",505,Maharashtra,IN,415522,8378975288,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"16,17",NULL,NULL,"16,17"
4525,40,"Aravon Services Pvt. Ltd. (Formerly known as Aramark India Pvt. Ltd.)",27AABCI7601M1ZF,NULL,"Avon FMS MU01-Unit No – 201, Harbhajan,  Opp. Raheja Centre Point, CST Road, Kalina, Santacruz (E)","Mumbai ",505,Maharashtra,IN,400098,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4,5",NULL,NULL,"4,5"
4529,1444,"C and E Ltd.",02AACCC5418K1ZX,NULL,"Adj. Plot No. 69B, Industrial Area, Dist Solan",Baddi,498,"Himachal Pradesh",IN,173025,9816002225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4533,450,"ACC India Pvt. Ltd.",27AAKCA9219Q1ZW,NULL,"Alta Vista Project Near Surana Sethia Hospital, Village Chembur, VN Purav Marg, Lal Dongar Chembur",Mumbai,505,Maharashtra,IN,400071,9594249076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
4534,608,"Bulkmro Online Orders","No GST Number",NULL,"SARAIMEER MAIN ROAD,SARAIMEER MAIN ROAD",NULL,517,"Uttar Pradesh",IN,276001,9794999868,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,
4535,1445,"Quess Corp Ltd.",27AABCI7601M1ZF,NULL,"Avon FMS MU01, Unit No. 201, Harbhajan, Opp. Raheja Centre Point, CST Road, Kalina, Santacruz (E)",Mumbai,505,Maharashtra,IN,400098,9967613499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4537,1446,"Aims Solutions","No GST Number",NULL,"Shastri Chowk, Chougale Shopping Center",Miraj,505,Maharashtra,IN,416410,8237733175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4545,608,"Bulkmro Online Orders",29afupk7934G1ZQ,NULL,"171,5th cross,2nd main,RHB colony,Mahadevpura Extn",NULL,501,Karnataka,IN,560048,9448460198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,
4549,530,"Bharti Airtel Ltd.",36AAACB2894G1ZO,NULL,"Bharti Airtel Services Limited.,C/o Ramisha Supply Chain,Plot #134&135,  Phase V,I D A Jeedimetla, Opp: Shapur Nagar Raithu Bazar Lane","Hyderabad ",870,Telangana,IN,500055,9849011136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"26,27",NULL,NULL,"26,27"
4550,530,"Bharti Airtel Ltd.",36AAACB2894G2ZN,NULL,"1-8-437,438,364 & 445,Splendid Towers Opp. Begumpet Police Station",Hyderabad,870,Telangana,IN,500016,9849011136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"28,29",1,NULL,"28,29"
4552,106,"Nhava Sheva International Container Terminal Pvt. Ltd.",27AABCN0185H1ZK,NULL,"DP World,Nhavasheva Operation Centre, Sheva","Navi Mumbai ",505,Maharashtra,IN,400707,8446659561,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",1,NULL,"0,1"
4553,106,"Nhava Sheva International Container Terminal Pvt. Ltd.",27AABCN0185H1ZK,NULL,"NSICT Pvt. Ltd.-Engg Stores Opreration Centre Sheva","Navi Mumbai ",505,Maharashtra,IN,400707,8446659561,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",1,NULL,"2,3"
4554,1447,"Sundaram Motors","No GST Number",NULL," No - 180, Anna Salai, Mount Road",Chennai,515,"Tamil Nadu",IN,600006,7338872396,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4555,77,"Comviva Technologies Ltd.",29AABCB0102A1ZP,NULL,"9th, 10th, 11th & 12th Floor  Office Building, RMZ Galleria Sy No. 144  Yelahanka Village, Bellary Road",Bangalore,501,Karnataka,IN,560064,08043401600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
4556,77,"Comviva Technologies Ltd.",27AABCB0102A1ZT,NULL,"Unit no. 3-4, 1st Floor, Paradigm Tower B,  Mindspace, Malad (W)","Mumbai ",505,Maharashtra,IN,400064,022-40774300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4,5",NULL,NULL,"4,5"
4618,1448,"Sterlite Industrial Service",27AAKPS1245B1ZW,NULL,"329/63, Surbhi Chsc, Hingwala Lane, Ghatkopar East",Mumbai,505,Maharashtra,IN,400075,9820032860,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4619,1449,"Aditya Brila Nuvo Ltd.",24AAACG4464B5Z0,NULL,"Unit:Indian Rayon  Junagadh - Veraval Road, Veraval",Rajkot,496,Gujarat,IN,362266,9824062617,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4621,1450,"Johoku Manufacturing Pvt. Ltd.",33AACCJ8835H1ZH,NULL,"Plot no7, SIPCOT Industrial Park, Valadagal, Echur Post, Taluk","Sriperumbudur ",515,"Tamil Nadu",IN,631604,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",1,NULL,"0,1"
4622,116,"Emerson Process Management Chennai Pvt. Ltd.","No GST Number",NULL,"301-303 Synergy Square, Krishna Industrial Estate Gorwa",Vadodara,496,Gujarat,IN,390016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2,3",NULL,NULL,"2,3"
4623,1451,"Emerson Process Management ","No GST Number",NULL,"301-303 Synergy Square, Krishna Industrial Estate Gorwa",Vadodara,496,Gujarat,IN,390016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4625,1453,"Ecolab Food Safety and Hygiene Solutions Pvt. Ltd.","No GST Number",NULL,"3rd Floor, Quadra-1, Panchshil, Magarpatta Road, Sade Satra Nali",Pune,505,Maharashtra,IN,411028,7391085055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4626,1454,"Windlas Group","No GST Number",NULL,"40/1, Mohabewala Industrial Area,S.B.I Road,Saharanpur Highway, NH72A",Dehradun,518,Uttarakhand,IN,248002,9837079820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4634,927,"New Era Investment Foundry",24AAMFN0658F1ZB,NULL,"54 - Silver industrial estate, Opp. HOF Company, Nr. Nova Industries, Sarkhej - Bavla Highway, Changodar","Ahmedabad  ",496,Gujarat,IN,382213,9560200116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",1,NULL,"0,1"
4635,1456,"Lucky Star Co. Ltd.","No GST Number",NULL,"No.74, 117 Lane, Tran Cung Street, Co Nhue 1 Ward,  BacTuLiem District",Hanoi,1981,Hanoi,VN,116806,"+84) 2266275",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4636,1457,"UOP India Pvt. Ltd.(A Honeywell Co.)","No GST Number",NULL,"9/7/2P, 81P, 12,13,14/1, 17/2, 18, 19, 22, 23, 12/2/3,  Village Mohammedpur Jharsa,  Sector # 36, Pace City",Gurgaon,497,Haryana,IN,122004,8600991488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4642,1458,"Digvijay Automobiles","No GST Number",NULL,"Old Pandharpur Road, Ganesh Nagar Akluj,TAL-MALSHIRAS",Solapur,505,Maharashtra,IN,413101,9970273677,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4643,1459,"Baosteel India Co. Pvt. Ltd.","No GST Number",NULL," Plot No.SM 18 & 19, Sanand, Ahmedabad, GIDC-II, Industrial Estate",Ahmedabad,496,Gujarat,IN,382110,8160623873,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4644,1460,"Sea Max Marine Services Pvt. Ltd.","No GST Number",NULL,"Thoppil tower,2nd floor,Opp.St.Joseph Church,N.F.Gate,Tripunithura",Kochi,502,Kerala,IN,682301,919947107775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0,1",NULL,NULL,"0,1"
4648,265,"Oil and Natural Gas Corporation Ltd.",27AAACO1598A1ZN,NULL,"ONGC Uran, Code - 23775, I/C Rcpt, New Stores Complex, Uran",Mumbai,505,Maharashtra,IN,400702,022-2627-445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"22,23",NULL,NULL,"22,23"
