Document Number,Canceled,Payment Date,BP Code,BP Name,Reference Number,Remarks,Document Currency,AR Invoice No,Invoice Date,Invoice Due Date,Amount To be Receive,Paid Amt
70202043,N,19/12/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N353180705888753 CUMMINS GENERATOR TECHN IND,INR,20211142,10/10/18,10/10/18,20296,20296
70202043,N,19/12/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N353180705888753 CUMMINS GENERATOR TECHN IND,INR,20211195,17/10/18,17/10/18,54859.98,54859.98
70202043,N,19/12/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N353180705888753 CUMMINS GENERATOR TECHN IND,INR,20211201,17/10/18,17/10/18,17177.04,17177.04
70202044,N,19/12/18,1512,Covestro India Pvt. Ltd.,,NEFT 181219390GN00001 COVESTRO INDIA PRIVATELIM,INR,20910148,23/11/18,23/12/18,10007.34,10007.34
70202045,N,20/12/18,1737,Nivea India Pvt. Ltd.,,NEFT 181219764GN00026 NIVEA INDIA NEFT 181219764GN00026 NIVEA INDIA NEFT 181219764GN00026 NIVEA INDIA NEFT 181219764GN00026 NIVEA INDIA NEFT 181219764GN00026 NIVEA INDIA,INR,20610625,30/10/18,30/10/18,136880,136880
70202059,N,20/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q185049 MS Cummins Techno,INR,20211132,09/10/18,09/10/18,6838.64,6838.64
70202059,N,20/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q185049 MS Cummins Techno,INR,20211174,13/10/18,13/10/18,32887.08,32887.08
70202059,N,20/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q185049 MS Cummins Techno,INR,20211177,15/10/18,15/10/18,19485.94,19485.94
70202060,N,20/12/18,773,Piramal Enterprises Ltd.,,NEFT N354180707147726 PIRAMAL ENTERPRISES LIMITED☺,INR,21910034,22/10/18,22/10/18,134609.2,134609
70202064,N,21/12/18,580,GE T and D India Ltd.,,NEFT CITIN18964598141 GE T D INDIA LIMITED FSSC,INR,20610664,12/11/18,12/12/18,41447.5,41447.5
70202065,N,21/12/18,476,GlaxoSmithKline Consumer Healthcare Ltd.,,Glaxosmerhea consumerhea,INR,20910159,05/12/18,05/12/18,19443.2,19443
70202065,N,21/12/18,476,GlaxoSmithKline Consumer Healthcare Ltd.,,Glaxosmerhea consumerhea,INR,20910129,13/11/18,13/12/18,35090,35090
70202066,N,20/12/18,773,Piramal Enterprises Ltd.,,NEFT N354180707152926 PIRAMAL ENTERPRISES LIMITED,INR,21210077,16/10/18,16/10/18,7504.8,7504.8
70202066,N,20/12/18,773,Piramal Enterprises Ltd.,,NEFT N354180707152926 PIRAMAL ENTERPRISES LIMITED,INR,21210078,16/10/18,16/10/18,45640.46,45640.2
70202070,N,03/12/18,1485,GHCL Ltd.,,NEFT SBIN318337211973 GHCL LTD,INR,20610647,03/11/18,03/12/18,7470,7470
70202070,N,03/12/18,1485,GHCL Ltd.,,NEFT SBIN318337211973 GHCL LTD,INR,20610646,03/11/18,03/12/18,2807.82,2807.24
70202070,N,03/12/18,1485,GHCL Ltd.,,NEFT SBIN318337211973 GHCL LTD,INR,20610653,03/11/18,03/11/18,405.92,405
70202070,N,03/12/18,1485,GHCL Ltd.,,NEFT SBIN318337211973 GHCL LTD,INR,20610652,03/11/18,03/11/18,256.76,256.76
70202071,N,24/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0185176 CUMMINS EMISSION SOL,INR,20211181,15/10/18,15/10/18,22876.71,22876.71
70202073,N,24/12/18,463,Cargill India Pvt. Ltd.,,NEFT 181224287GN00038 CARGILL INDIA PRIVATELIMITE,INR,20211432,23/11/18,23/12/18,37706.37,37706.37
70202074,N,24/12/18,463,Cargill India Pvt. Ltd.,,NEFT 181224287GN00061 CARGILL INDIA PRIVATELIMITE,INR,20610712,23/11/18,23/12/18,5062.2,5062.2
70202076,N,24/12/18,554,Delhivery Pvt. Ltd.,,NEFT N358180708518757 DELHIVERY PRIVATE LIMITED B,INR,20910101,17/10/18,16/11/18,481600,481600
70202076,N,24/12/18,554,Delhivery Pvt. Ltd.,,NEFT N358180708518757 DELHIVERY PRIVATE LIMITED B,INR,20910103,20/10/18,19/11/18,96320,96320
70202076,N,24/12/18,554,Delhivery Pvt. Ltd.,,NEFT N358180708518757 DELHIVERY PRIVATE LIMITED B,INR,20910104,20/10/18,19/11/18,481600,481600
70202076,N,24/12/18,554,Delhivery Pvt. Ltd.,,NEFT N358180708518757 DELHIVERY PRIVATE LIMITED B,INR,20910105,20/10/18,19/11/18,96320,96320
70202076,N,24/12/18,554,Delhivery Pvt. Ltd.,,NEFT N358180708518757 DELHIVERY PRIVATE LIMITED B,INR,20910125,12/11/18,12/12/18,210040,210040
70202077,N,24/12/18,473,Asahi India Glass Ltd.,,BY CLG INST 854108:HDFC AT NOIDA,INR,20910102,17/10/18,16/11/18,72688,72688
70202078,N,20/12/18,1512,Covestro India Pvt. Ltd.,,NEFT 181220863GN00001 COVESTRO INDIA PRIVATELIM,INR,20910150,27/11/18,27/12/18,5070.45,5070.45
70202078,N,20/12/18,1512,Covestro India Pvt. Ltd.,,NEFT 181220863GN00001 COVESTRO INDIA PRIVATELIM,INR,20910151,27/11/18,27/12/18,49.28,49.28
70202079,N,10/12/18,1708,ZF India Pvt. Ltd.,,NEFT 181210083GN00065 ZF INDIA PVT LTD_ Payment received against the cancelled Invoice 20211196,INR,20211067,01/10/18,01/10/18,651.36,651.36
70202079,N,10/12/18,1708,ZF India Pvt. Ltd.,,NEFT 181210083GN00065 ZF INDIA PVT LTD_ Payment received against the cancelled Invoice 20211196,INR,20211069,03/10/18,03/10/18,6067.18,6067.18
70202079,N,10/12/18,1708,ZF India Pvt. Ltd.,,NEFT 181210083GN00065 ZF INDIA PVT LTD_ Payment received against the cancelled Invoice 20211196,INR,20211146,10/10/18,10/10/18,457.53,457.53
70202079,N,10/12/18,1708,ZF India Pvt. Ltd.,,NEFT 181210083GN00065 ZF INDIA PVT LTD_ Payment received against the cancelled Invoice 20211196,INR,20211160,12/10/18,12/10/18,32547.25,32547.25
70202079,N,10/12/18,1708,ZF India Pvt. Ltd.,,NEFT 181210083GN00065 ZF INDIA PVT LTD_ Payment received against the cancelled Invoice 20211196,INR,20211198,17/10/18,17/10/18,1478.84,1478.84
70202079,N,10/12/18,1708,ZF India Pvt. Ltd.,,NEFT 181210083GN00065 ZF INDIA PVT LTD_ Payment received against the cancelled Invoice 20211196,INR,20211211,20/10/18,20/10/18,382.98,382.98
70202079,N,10/12/18,1708,ZF India Pvt. Ltd.,,NEFT 181210083GN00065 ZF INDIA PVT LTD_ Payment received against the cancelled Invoice 20211196,INR,20211212,20/10/18,20/10/18,3918.34,3918.34
70202079,N,10/12/18,1708,ZF India Pvt. Ltd.,,NEFT 181210083GN00065 ZF INDIA PVT LTD_ Payment received against the cancelled Invoice 20211196,INR,20211214,22/10/18,22/10/18,2617.24,2617.24
70202079,N,10/12/18,1708,ZF India Pvt. Ltd.,,NEFT 181210083GN00065 ZF INDIA PVT LTD_ Payment received against the cancelled Invoice 20211196,INR,20211226,23/10/18,23/10/18,35910,35910
70202080,N,26/12/18,568,Huntsman International India Pvt Ltd,,NEFT CITIN18968862042 HUNTSMAN INTNL IPL TE DIV,INR,20211347,14/11/18,14/12/18,24190,24190
70202082,N,26/12/18,463,Cargill India Pvt. Ltd.,,NEFT 181226740GN00119 CARGILL INDIA PRIVATELIMITE,INR,20211427,23/11/18,23/12/18,47110,47110
70202084,N,27/12/18,1512,Covestro India Pvt. Ltd.,,NEFT 181221AP1GN00001 COVESTRO INDIA PRIVATELIM,INR,20910163,06/12/18,05/01/19,3115.2,3115.2
70202085,N,27/12/18,1512,Covestro India Pvt. Ltd.,,NEFT 181221AP3GN00001 COVESTRO INDIA PRIVATELIM,INR,20210598,24/07/18,24/07/18,6814.5,5221.14
70202085,N,27/12/18,1512,Covestro India Pvt. Ltd.,,NEFT 181221AP3GN00001 COVESTRO INDIA PRIVATELIM,INR,20211664,19/12/18,19/12/18,1593,1593
70202086,N,27/12/18,1967,KBS Creations,,NEFT N361180710696671 K B S CREATIONS 162,INR,20211302,02/11/18,02/12/18,49793.85,49793.85
70202087,N,27/12/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N361180710950575 CUMMINS GENERATOR TECHN,INR,20211123,08/10/18,08/10/18,8620.18,8620.18
70202088,N,27/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0185293 M S CUMMINS TECHNOLO,INR,20211218,22/10/18,22/10/18,5947.2,5947.2
70202089,N,27/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0185357 M S CUMMINS TECHNOLO◘,INR,20211231,24/10/18,24/10/18,351205.2,351205.2
70202090,N,28/12/18,4,Applied Materials India Pvt. Ltd.,,Blank,INR,20211291,31/10/18,31/10/18,20792.56,20792.56
70202090,N,28/12/18,4,Applied Materials India Pvt. Ltd.,,Blank,INR,20211273,30/10/18,30/10/18,19625.26,19625.26
70202090,N,28/12/18,4,Applied Materials India Pvt. Ltd.,,Blank,INR,20211272,30/10/18,30/10/18,5444.48,5444.48
70202090,N,28/12/18,4,Applied Materials India Pvt. Ltd.,,Blank,INR,20211271,30/10/18,30/10/18,40170.22,40170.22
70202090,N,28/12/18,4,Applied Materials India Pvt. Ltd.,,Blank,INR,20211265,29/10/18,29/10/18,7739.79,7739.79
70202091,N,28/12/18,14,Survival Systems India,,"CH NO 115738 Being Amount paid towards INV NO 20211599,20211611,20211590,20211566",INR,20211566,10/12/18,10/12/18,2352.54,2352.54
70202091,N,28/12/18,14,Survival Systems India,,"CH NO 115738 Being Amount paid towards INV NO 20211599,20211611,20211590,20211566",INR,20211590,11/12/18,11/12/18,16395.8,16395.8
70202091,N,28/12/18,14,Survival Systems India,,"CH NO 115738 Being Amount paid towards INV NO 20211599,20211611,20211590,20211566",INR,20211599,12/12/18,12/12/18,45610.08,45610.08
70202091,N,28/12/18,14,Survival Systems India,,"CH NO 115738 Being Amount paid towards INV NO 20211599,20211611,20211590,20211566",INR,20211611,13/12/18,13/12/18,39258.24,39258.24
70202092,N,28/12/18,14,Survival Systems India,,ch no 115740,INR,9990058,01/08/16,31/08/16,23208.56,23208.56
70202092,N,28/12/18,14,Survival Systems India,,ch no 115740,INR,9991009,03/05/17,02/06/17,786.84,786.84
70202092,N,28/12/18,14,Survival Systems India,,ch no 115740,INR,9991010,04/05/17,03/06/17,6179.62,2310.92
70202093,N,28/12/18,844,GIA India Laboratory Pvt. Ltd.,,NEFT HSBCN18361765573 GIA INDIA LABORATORY PRIVAT,INR,20211406,21/11/18,21/12/18,5234.46,5234.46
70202094,N,28/12/18,128,Galiakotwala Engineering Co. Pvt. Ltd.,,TRF FROM GALIAKOTWALA ENGINEERING CO PVT LTD,INR,21310001,31/07/18,31/07/18,19863132.4,263132
70202095,N,28/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0185762 M S CUMMINS TECHNOLO,INR,20211206,20/10/18,20/10/18,33595.71,33595.71
70202096,N,28/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0185750 M S CUMMINS TECHNOLO,INR,20210994,21/09/18,21/09/18,347.24,347.24
70202099,N,28/12/18,463,Cargill India Pvt. Ltd.,,NEFT 181228388GN00082 CARGILL INDIA PRIVATELIMITE,INR,20610724,28/11/18,28/12/18,28320,28320
70202100,N,28/12/18,1512,Covestro India Pvt. Ltd.,,NEFT 181228342GN00001 COVESTRO INDIA PRIVATELIM,INR,20910157,04/12/18,03/01/19,7428.01,7428.01
70202101,N,27/12/18,773,Piramal Enterprises Ltd.,,NEFT N361180711105449 PIRAMAL ENTERPRISES LIMITED,INR,21910016,20/09/18,20/09/18,25152.63,25152.63
70202101,N,27/12/18,773,Piramal Enterprises Ltd.,,NEFT N361180711105449 PIRAMAL ENTERPRISES LIMITED,INR,21910028,09/10/18,09/10/18,6894.22,6894.17
70202101,N,27/12/18,773,Piramal Enterprises Ltd.,,NEFT N361180711105449 PIRAMAL ENTERPRISES LIMITED,INR,21910030,11/10/18,11/10/18,59826,59826
70202101,N,27/12/18,773,Piramal Enterprises Ltd.,,NEFT N361180711105449 PIRAMAL ENTERPRISES LIMITED,INR,21910035,26/10/18,26/10/18,64420.92,64420.92
70202102,N,27/12/18,87,Cummins Technologies India Pvt. Ltd.,,,INR,20211027,27/09/18,27/09/18,49819.33,49819.33
70202102,N,27/12/18,87,Cummins Technologies India Pvt. Ltd.,,,INR,20211135,09/10/18,09/10/18,47792.24,47792.24
70202102,N,27/12/18,87,Cummins Technologies India Pvt. Ltd.,,,INR,20211197,17/10/18,17/10/18,2349.34,2349.34
70202102,N,27/12/18,87,Cummins Technologies India Pvt. Ltd.,,,INR,20211227,23/10/18,23/10/18,110613.2,110613.2
70202103,N,29/12/18,1467,GSH Facilities Management Services Pvt. Ltd.,,CH NO 003100,INR,9991388,15/02/18,17/03/18,9628.8,9628.8
70202105,N,29/12/18,1591,Hindustan Zinc Ltd.,,NEFT N363180712979791 HINDUSTAN ZINC LTD,INR,20910138,19/11/18,19/12/18,15611.4,15143
70202106,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL THROUGH FRN NO  796GFC1831843,INR,20211512,03/12/18,03/12/18,47752.24,47752.24
70202107,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL THROUGH FRN NO  796GFC1831829,INR,20211452,26/11/18,26/11/18,6072.28,6072.28
70202108,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL THROUGH FRN NO  796GFC1831829,INR,20211497,30/11/18,30/11/18,10663.74,10473.32
70202109,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL THROUGH FRN NO   796GFC1831879☺ 20211580 being amount received from HENKEL THROUGH FRN NO   796GFC1831879☺ 20211580,INR,20211580,11/12/18,11/12/18,17825.62,17825.62
70202112,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831893 20211584,INR,20211584,11/12/18,11/12/18,18125.16,18125.16
70202113,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO  796GFC1831891,INR,20211521,03/12/18,03/12/18,37759.99,37759.99
70202114,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831893,INR,20211485,29/11/18,29/11/18,52665,52665
70202115,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,27512,INR,20211586,11/12/18,11/12/18,49327.78,49327.78
70202116,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831910,INR,20211542,05/12/18,05/12/18,84025.44,84025.44
70202117,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831848,INR,20211553,06/12/18,06/12/18,30183.1,30183.1
70202118,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831868,INR,20211545,06/12/18,06/12/18,24290.3,24290.3
70202119,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831868 20211588 (705),INR,20211588,11/12/18,11/12/18,46698.1,46698.1
70202122,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831896,INR,20211451,26/11/18,26/11/18,21700.92,21700.92
70202123,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO  796GFC1831857,INR,20211557,07/12/18,07/12/18,50400,50400
70202124,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO  796GFC1831894,INR,20211552,06/12/18,06/12/18,93845.4,93845.4
70202125,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO  796GFC1831869,INR,20211311,12/11/18,12/11/18,247778.76,247778.76
70202127,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831877 20211585 (Pune),INR,20211585,11/12/18,11/12/18,24820.12,24820.12
70202128,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831924,INR,20211541,05/12/18,05/12/18,18907.74,18907.74
70202129,N,28/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL THROUGH FRN NO 796GFC183200 20211145,INR,20211145,10/10/18,10/10/18,4770.74,4689.88
70202131,N,04/06/18,530,Bharti Airtel Ltd.,,being amount received from BHARTI AIRTEL Through UTR NO N149180550075072,INR,9991580,17/03/18,17/03/18,2449.68,2449.68
70202132,N,31/12/18,129,GE Diesel Locomotive Pvt. Ltd.,,NEFT HSBCN18365063842 GE DIESEL LOCOMOTIVE PRIVAT,INR,20210925,11/09/18,11/09/18,142077.52,142077.52
70202133,N,31/12/18,1530,Stanley Engineered Fastening India Pvt. Ltd.,,NEFT HSBCN18365172167 STANLEY ENGINEERED FASTENIN,INR,20211308,03/11/18,03/11/18,112070.5,112070
70202137,N,31/12/18,463,Cargill India Pvt. Ltd.,,NEFT 181231500GN00042 CARGILL INDIA PRIVATELIMITE♥,INR,20211426,23/11/18,23/12/18,86730,86730
70202138,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL THROUGH FRN NO  796GFC1831834,INR,20211515,03/12/18,03/12/18,18907.74,18907.74
70202141,N,13/12/18,1702,Reliance Corporate IT Park Ltd.,,NEFT N347180702328668 RELIANCE CORPORATE IT PARK☻,INR,20211361,15/11/18,15/11/18,20268.2,20268.2
70202142,N,20/12/18,198,J S Equipments,,RTGS UBINR52018122000340903 J S EQUIPMENTS,INR,20210834,30/08/18,30/08/18,2141090.96,600000
70202143,N,20/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0184974 M Cummins Technolo RTGS,INR,20211167,13/10/18,13/10/18,13331.24,13331.24
70202143,N,20/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0184974 M Cummins Technolo RTGS,INR,20211103,05/10/18,05/10/18,26662.48,1009.21
70202149,N,13/07/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18888531232 APPLIED MATERIALS INDIA PVT,INR,9991236,08/01/18,08/01/18,78595.46,78595.46
70202149,N,13/07/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18888531232 APPLIED MATERIALS INDIA PVT,INR,20210201,16/05/18,16/05/18,1680516.66,1680516.66
70202149,N,13/07/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18888531232 APPLIED MATERIALS INDIA PVT,INR,20210215,18/05/18,18/05/18,22482.1,22482.1
70202149,N,13/07/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18888531232 APPLIED MATERIALS INDIA PVT,INR,20210224,18/05/18,18/05/18,15565.95,15565.95
70202151,N,31/07/18,SC-8240,Quesst International,,,INR,20211435,23/11/18,23/11/18,1833.68,388105
70202151,N,31/07/18,SC-8240,Quesst International,,,INR,20210090,21/04/18,21/04/18,84843.42,100539
70202151,N,31/07/18,SC-8240,Quesst International,,,INR,20210093,21/04/18,21/04/18,90501.28,67026
70202151,N,31/07/18,SC-8240,Quesst International,,,INR,,,,0,398056
70202151,N,31/07/18,SC-8240,Quesst International,,,INR,,,,0,167564
70202152,N,27/07/18,SC-02039,Gurukrupa Printing Press,,Original payment entry no. 80201311 not able to cancel. we have passed reversal entry of excess entry,INR,,,,0,2478
70202155,N,18/08/18,SC-00574,Unique Industrials,,"CH NO 043971 Being order cancelled towards Inq no 14804,15055,16123,16560",INR,,,,0,22319.7
70202155,N,18/08/18,SC-00574,Unique Industrials,,"CH NO 043971 Being order cancelled towards Inq no 14804,15055,16123,16560",INR,20610065,25/05/18,25/05/18,7965,15486.32
70202155,N,18/08/18,SC-00574,Unique Industrials,,"CH NO 043971 Being order cancelled towards Inq no 14804,15055,16123,16560",INR,,,,0,42692.4
70202155,N,18/08/18,SC-00574,Unique Industrials,,"CH NO 043971 Being order cancelled towards Inq no 14804,15055,16123,16560",INR,,,,0,20650
70202155,N,18/08/18,SC-00574,Unique Industrials,,"CH NO 043971 Being order cancelled towards Inq no 14804,15055,16123,16560",INR,20610069,25/05/18,25/05/18,24190,41300
70202157,N,09/08/18,449,Kulkarni Power Tools Ltd.,,,INR,9991635,23/03/18,22/04/18,5451.6,5451.6
70202161,N,22/11/18,1829,Inarco Pvt. Ltd.,,CHEQUE DEPOSIT 395765  -TRANSFER TO 37263683244,INR,20610526,06/10/18,05/11/18,5440.98,5440.98
70202161,N,22/11/18,1829,Inarco Pvt. Ltd.,,CHEQUE DEPOSIT 395765  -TRANSFER TO 37263683244,INR,20610542,10/10/18,09/11/18,5437.44,5437.44
70202162,N,19/12/18,1829,Inarco Pvt. Ltd.,,CHEQUE DEPOSIT 396048  -TRANSFER TO 37263683244,INR,20610561,15/10/18,14/11/18,1568.22,1568.22
70202162,N,19/12/18,1829,Inarco Pvt. Ltd.,,CHEQUE DEPOSIT 396048  -TRANSFER TO 37263683244,INR,20610595,24/10/18,23/11/18,8132.52,8132.52
70202162,N,19/12/18,1829,Inarco Pvt. Ltd.,,CHEQUE DEPOSIT 396048  -TRANSFER TO 37263683244,INR,20610598,24/10/18,23/11/18,9459.58,9459.58
70202163,N,03/12/18,1770,Indian Council of Agricultural Research,,Blank,INR,20210909,07/09/18,07/09/18,1649.99,1649.99
70202164,N,27/12/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,RTGS HSBCR22018122706149357 GE INDIA INDUSTRIAL,INR,20211061,01/10/18,01/10/18,49789.96,49789.96
70202164,N,27/12/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,RTGS HSBCR22018122706149357 GE INDIA INDUSTRIAL,INR,20211296,01/11/18,01/11/18,315336.4,315336.4
70202165,N,28/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 181228208GN00023 HENKEL ADHESIVES TECHNO LOG,INR,20210459,28/06/18,28/06/18,29680.64,29680.64
70202165,N,28/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 181228208GN00023 HENKEL ADHESIVES TECHNO LOG,INR,20210503,06/07/18,06/07/18,30096.58,30096.58
70202165,N,28/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 181228208GN00023 HENKEL ADHESIVES TECHNO LOG,INR,20210575,19/07/18,19/07/18,31910.4,31910.4
70202165,N,28/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 181228208GN00023 HENKEL ADHESIVES TECHNO LOG,INR,20210654,31/07/18,31/07/18,3894,3894
70202166,N,29/12/18,129,GE Diesel Locomotive Pvt. Ltd.,,NEFT HSBCN18363951020 GE DIESEL LOCOMOTIVE PRIVAT,INR,20211353,14/11/18,14/11/18,13592.13,13592.13
70202166,N,29/12/18,129,GE Diesel Locomotive Pvt. Ltd.,,NEFT HSBCN18363951020 GE DIESEL LOCOMOTIVE PRIVAT,INR,20211351,14/11/18,14/11/18,32621.1,32621.1
70202168,N,19/12/18,180,Ingersoll Rand (India) Ltd.,,MSWIPETECHNOLOGIES NEFTINW-0132828343,INR,20610814,17/12/18,17/12/18,17973.76,17973.76
70202168,N,19/12/18,180,Ingersoll Rand (India) Ltd.,,MSWIPETECHNOLOGIES NEFTINW-0132828343,INR,20610794,13/12/18,13/12/18,2612,2612
70202168,N,19/12/18,180,Ingersoll Rand (India) Ltd.,,MSWIPETECHNOLOGIES NEFTINW-0132828343,INR,20610787,13/12/18,13/12/18,19488,19488
70202168,N,19/12/18,180,Ingersoll Rand (India) Ltd.,,MSWIPETECHNOLOGIES NEFTINW-0132828343,INR,20610777,11/12/18,11/12/18,10149.84,10149.84
70202168,N,19/12/18,180,Ingersoll Rand (India) Ltd.,,MSWIPETECHNOLOGIES NEFTINW-0132828343,INR,20610773,11/12/18,11/12/18,20484.8,20483.24
70202168,N,19/12/18,180,Ingersoll Rand (India) Ltd.,,MSWIPETECHNOLOGIES NEFTINW-0132828343,INR,20610761,07/12/18,07/12/18,6608,6608
70202170,N,01/01/19,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0185965 M S CUMMINS TECHNOLO,INR,20211164,12/10/18,12/10/18,16910.62,16910.62
70202170,N,01/01/19,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0185965 M S CUMMINS TECHNOLO,INR,20211155,11/10/18,11/10/18,57466,57466
70202171,N,01/01/19,3,Cummins India Ltd.,,NEFT N001190715980404 CUMMINS INDIA LTD,INR,20211240,25/10/18,25/10/18,35525.52,35525.52
70202172,N,02/01/19,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0186144 M S CUMMINS TECHNOLO☻,INR,20211261,29/10/18,29/10/18,15930,15930
70202173,N,02/01/19,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0186191 M S CUMMINS TECHNOLO☻,INR,20211260,29/10/18,29/10/18,15188.96,15188.96
70202174,N,01/01/19,1591,Hindustan Zinc Ltd.,,NEFT N001190715828763 HINDUSTAN ZINC LTD•,INR,20910152,28/11/18,28/12/18,7516.6,7292
70202175,N,02/01/19,1512,Covestro India Pvt. Ltd.,,NEFT 181228ACBGN00001 COVESTRO INDIA PRIVATELIM,INR,20910160,06/12/18,05/01/19,32517.26,32517.26
70202175,N,02/01/19,1512,Covestro India Pvt. Ltd.,,NEFT 181228ACBGN00001 COVESTRO INDIA PRIVATELIM,INR,20910162,06/12/18,05/01/19,10237.5,10237.5
70202176,N,02/01/19,476,GlaxoSmithKline Consumer Healthcare Ltd.,,NEFT 190102M72GN00156 GLAXOSMITHKLINE CONSUMERHEA,INR,20910141,20/11/18,20/11/18,234130.4,234129.96
70202176,N,02/01/19,476,GlaxoSmithKline Consumer Healthcare Ltd.,,NEFT 190102M72GN00156 GLAXOSMITHKLINE CONSUMERHEA,INR,20910155,03/12/18,03/12/18,8623.44,8623.44
70202176,N,02/01/19,476,GlaxoSmithKline Consumer Healthcare Ltd.,,NEFT 190102M72GN00156 GLAXOSMITHKLINE CONSUMERHEA,INR,20910130,14/11/18,14/12/18,107730,107730
70202179,N,06/09/18,773,Piramal Enterprises Ltd.,,NEFT N249180626750401 PIRAMAL ENTERPRISES LIMITED,INR,20210473,02/07/18,02/07/18,198607.45,198607.44
70202179,N,06/09/18,773,Piramal Enterprises Ltd.,,NEFT N249180626750401 PIRAMAL ENTERPRISES LIMITED,INR,20210475,02/07/18,02/07/18,168681,168681
70202179,N,06/09/18,773,Piramal Enterprises Ltd.,,NEFT N249180626750401 PIRAMAL ENTERPRISES LIMITED,INR,20210478,02/07/18,02/07/18,343227.56,343227.56
70202180,N,29/09/18,1590,Graziano Trasmissioni India Pvt. Ltd.,,NEFT 180929065GN00023 GRAZIANO TRASMISSIONIINDIA♠,INR,20910052,20/08/18,20/08/18,168960,168960
70202180,N,29/09/18,1590,Graziano Trasmissioni India Pvt. Ltd.,,NEFT 180929065GN00023 GRAZIANO TRASMISSIONIINDIA♠,INR,20910055,23/08/18,23/08/18,337920,337920
