Document Number,Canceled,Payment Date,BP Code,BP Name,Reference Number,Remarks,Document Currency,Non-Calculated Payment,Non-Calculated Amount
70200212,N,11/05/18,_SYS00000004601,Bank Interest,,Bank Interest Received,INR,Y,86
70200766,N,21/07/18,_SYS00000004716,TD 3020597219,,,INR,Y,340000
70201157,N,17/09/18,_SYS00000004601,Bank Interest,,,INR,Y,15265
70201152,N,07/09/18,_SYS00000004601,Bank Interest,,TD PREMAT PROCEEDS: 3021098195,INR,Y,251
70200768,N,10/09/18,_SYS00000004716,TD 3020597219,,,INR,Y,2090000
70201031,N,26/09/18,_SYS00000004739,TD 3021558601,,,INR,Y,100000
70200345,N,19/04/18,_SYS00000004667,TD 3019375742,TD,Withdrawal from Term Deposit,INR,Y,630000
70200952,N,21/07/18,_SYS00000004718,TD 3020624539,,,INR,Y,40000
70201147,N,14/08/18,_SYS00000004601,Bank Interest,,TD PREMAT PROCEEDS: 3020672587,INR,Y,2929
70201030,N,17/09/18,_SYS00000004738,TD 3021431629,,,INR,Y,10000
70200666,N,19/04/18,_SYS00000004286,Deposit - Oil and Natural Gas Corporation Ltd - Hazira Plant (Gujarat),,,INR,Y,385393
70200364,N,09/05/18,_SYS00000004672,TD 3019658465,TD,140000,INR,Y,140000
70201481,N,23/10/18,_SYS00000004252,Kotak - CA - 9412329433,,Blank,INR,Y,60000
70202086,N,27/12/18,1967,KBS Creations,,NEFT N361180710696671 K B S CREATIONS 162,INR,Y,0.15
70201647,N,15/11/18,232,Maschio Gaspardo India Pvt. Ltd.,,NEFT N319180680701561 MASCHIO GASPARDO INDIA PVT,INR,Y,500
70201660,N,06/11/18,1716,GE Power Systems India Pvt. Ltd.,,https://35.244.54.135:8100/dispatcher,INR,Y,0.32
70201685,N,26/10/18,1749,Sai Indo Metal Resources Pvt. Ltd.,,NEFT*CORP0000163*0000744 09636*SAI INDO METALS RES  -TRANSFER FROM 3199418044301,INR,Y,0.55
70201695,N,06/11/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,being amount received from GE POWER  Through UTR NO AXTB183104195250,INR,Y,0.5
70201696,N,10/10/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182844846746◘,INR,Y,1.83
70201701,N,10/10/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,being  amount received from GE POWER through UTR NO HSBCN182844844383 inv no 20610353 amt 5310/-,INR,Y,0.3
70201700,N,10/10/18,1716,GE Power Systems India Pvt. Ltd.,,being  amount received from GE POWER through UTR NO HSBCN182844844383 inv no 20610353 amt 5310/-,INR,Y,5310
70200178,N,12/06/18,530,Bharti Airtel Ltd.,,being amount received from BHARTI AIRTEL UTR NO NEFT N164180563010569,INR,Y,2449.68
70200180,N,12/06/18,530,Bharti Airtel Ltd.,,BEING AMOUNT RECEIVED FRORM BHARTI AIRTEL UTR NO N164180562961155,INR,Y,2449.68
70200179,N,12/06/18,530,Bharti Airtel Ltd.,,BEING AMOUNT RECEIVED FRORM BHARTI AIRTEL UTR NO N164180562961200,INR,Y,12248.4
70200182,N,12/06/18,530,Bharti Airtel Ltd.,,BEING AMOUNT RECEIVED FRORM BHARTI AIRTEL UTR NO N164180563009281,INR,Y,2449.68
70200181,N,12/06/18,530,Bharti Airtel Ltd.,,BEING AMOUNT RECEIVED FRORM BHARTI AIRTEL UTR NO N164180563002813,INR,Y,2449.68
70200066,N,28/06/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,Being Amount received form Godrej through UTR NO CITIN18880182840,INR,Y,34137.4
70200062,N,26/06/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,Being amount  received from GODREJ through UTR NO CITIN18878931320,INR,Y,3068
70200045,N,04/06/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,being amount received from GODREJ through UTR NO CITIN18870207606,INR,Y,45452.91
70200042,N,28/05/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,Being amount received from Godrej Through UTR NO CITIN18865346928,INR,Y,4484
70200034,N,21/05/18,998,Godrej and Boyce Manufacturing Co. Ltd.,21.05,Being amount received from GODREJ through UTR NO  CITIN18862843059,INR,Y,38040.74
70200150,N,22/06/18,580,GE T and D India Ltd.,,being amount received from GE T & d through UTR NO NEFT CITIN18877872942,INR,Y,12820.2
70200144,N,08/06/18,580,GE T and D India Ltd.,,Being amount received from GE POWER,INR,Y,914.74
70200138,N,18/05/18,580,GE T and D India Ltd.,,Being amount received from GE T & d Through UTR NO CITIN18862241369,INR,Y,12596.5
70201596,N,07/11/18,129,GE Diesel Locomotive Pvt. Ltd.,,RTGS HSBCR22018110705827302 GE DIESEL LOCOMOTIV☻20210816 not found,INR,Y,14160
70201295,N,09/10/18,1530,Stanley Engineered Fastening India Pvt. Ltd.,,NEFT HSBCN18282769858 STANLEY ENGINEERED FASTENIN☻,INR,Y,178244
70200052,N,18/06/18,166,Hyosung T and D India Pvt. Ltd.,,being amount received from HYOSUNG through UTR NO 20180619124919,INR,Y,19352
70201132,N,20/08/18,1836,Avadh Industries,,NEFT 20668899811DC AVADH INDUSTRIES Payment received 30%  against Inq _25042,INR,Y,27012
70201297,N,09/10/18,1836,Avadh Industries,,NEFT 20750143381DC AVADH INDUSTRIES,INR,Y,52225
70201723,N,10/10/18,1826,Sparsh Welfare Trust,,NEFT N283180652516123 SPARSH WELFARE TRUST,INR,Y,0.4
70201268,N,27/09/18,129,GE Diesel Locomotive Pvt. Ltd.,,RTGS HSBCR22018092705536071 GE DIESEL LOCOMOTIV,INR,Y,503860
70200693,N,10/09/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182534922138,INR,Y,850824.66
70201304,N,06/09/18,156,Henkel Anand India Pvt. Ltd.,,,INR,Y,2020695.14
70200692,N,10/09/18,1716,GE Power Systems India Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182534922138,INR,Y,139052.34
70201291,N,20/09/18,1716,GE Power Systems India Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182637940849,INR,Y,77410
70201289,N,20/09/18,1716,GE Power Systems India Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182637940221,INR,Y,14697
70201290,N,20/09/18,1716,GE Power Systems India Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182637941101,INR,Y,392126
70200828,N,12/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18917137687 INGERSOLL RAND INDIA LIMITE,INR,Y,7080
70200685,N,15/09/18,53,BEL Optronic Devices Ltd.,,being amount received from BEL OPTRONIC Through UTR NO SBIN318258374165,INR,Y,66312.1
70200439,N,26/06/18,53,BEL Optronic Devices Ltd.,,Being amount received from BEL OPTRON Through UTR  NO SBIN518177698427,INR,Y,2176.05
70201774,N,26/11/18,1512,Covestro India Pvt. Ltd.,,NEFT 181122AK6GN00001 COVESTRO INDIA PRIVATELIM,INR,Y,1
70201787,N,23/11/18,129,GE Diesel Locomotive Pvt. Ltd.,,"NEFT HSBCN18327641191 GE DIESEL LOCOMOTIVE PRIVAT, Invoice No. 20211082 is cancelled revised invoice against the inquiry number 21297 and invoice number is 20211237.",INR,Y,1380
70200728,N,01/08/18,1096,Bharat Mumbai Container Terminals Pvt. Ltd.,,NEFT 000020731612 BMCTPL O M ACCOUNT,INR,Y,75659
70201794,N,02/08/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182142948323,INR,Y,0.36
70201799,N,22/11/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,being amount received from GE POWER  Through UTR NO AXTB183267972711♠,INR,Y,0.9
70200569,N,06/08/18,14,Survival Systems India,,CH NO 975329,INR,Y,259750
70200476,N,02/08/18,1716,GE Power Systems India Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182142948316,INR,Y,92959
70200477,N,21/08/18,1716,GE Power Systems India Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182338565711,INR,Y,4395788
70200478,N,21/08/18,1716,GE Power Systems India Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB182338565753,INR,Y,349835
70200985,N,17/08/18,1827,AIC Lab Equipments Pvt. Ltd.,,NEFT N229180611371625 AIC LAB EQUIPMENTS PVT LTD- Invoice  20210781,INR,Y,11902
70200727,N,01/08/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18896798684 APPLIED MATERIALS INDIA PVT☻,INR,Y,351540.44
70201037,N,23/08/18,470,Rexel India Pvt. Ltd.,,ch no 712803 Being Advance received towards Inq no 26027,INR,Y,301985
70200564,N,13/07/18,1105,Adino Telecom Ltd.,,CH NO 254012,INR,Y,1870
70200565,N,13/07/18,1105,Adino Telecom Ltd.,,CH NO 180687,INR,Y,17695
70200469,N,04/07/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB181853155607,INR,Y,383006
70200567,N,27/07/18,1707,Pratyarpana Services Pvt. Ltd.,,Pratyarpana Services Pvt. Ltd. against inquiry no. 25049 ,INR,Y,133296
70201847,N,24/07/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,"Being amount received from GE POWER Through UTR  NO UTIB-AXTB182059875953♥ inv no 20610120,20610121",INR,Y,7603.23
70201107,N,16/07/18,1760,Maharashtra Seamless Ltd.,,ch no 022900 Being advace  received towards Inq no 19423,INR,Y,61729
70200194,N,26/07/18,773,Piramal Enterprises Ltd.,,NEFT N207180593917722 PIRAMAL ENTERPRISES LIMITED,INR,Y,14707
70200198,N,12/06/18,1031,MRL Tyres Ltd.,,CH NO 34430 Being amount received from MRL Tyre,INR,Y,34474
70200310,N,15/06/18,106,Nhava Sheva International Container Terminal Pvt. Ltd.,,NEFT SIN07520Q0113372 NHAVA SHEVA INTL CON,INR,Y,7117.76
70200458,N,06/06/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from ALSTOM Through UTR NO AXTB181574636006,INR,Y,431076
70200464,N,05/06/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO AXTB181563452265,INR,Y,6380
70200459,N,11/06/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from ALSTOM Through UTR NO AXTB181625683756,INR,Y,6380
70200465,N,05/06/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO AXTB181563452192,INR,Y,176893
70200467,N,22/06/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB181739525086,INR,Y,134355
70200466,N,14/06/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO AXTB181657184422,INR,Y,164023
70201885,N,30/11/18,207808,New Horizons,,INB Payment towards Invoice/Bill  -CTE5049689 TRANSFER FROM 61175465225 MRL LUBRICANTS INDIA L,INR,Y,0.32
70201688,N,31/10/18,1960,Odisha Power Generation Corp. Ltd.,,DD NO 286705 CANCELLED,INR,Y,5600
70201806,N,16/08/18,1531,GTC Oil Field Services Pvt. Ltd.,,NEFT AXTB182287399253 GTC OIL FIELD SERVICES PVT,INR,Y,2873
70201687,N,17/10/18,526,Max MRO Services Pvt. Ltd.,,INB advance against PO 2401  -CTE1616551 TRANSFER FROM 31872129590 MAX MRO SERVICES PRIVA,INR,Y,4809
70201523,N,25/10/18,1590,Graziano Trasmissioni India Pvt. Ltd.,25/01/19,NEFT N298180663092243 GRAZIANO TRANSMISSION INDIA,INR,Y,2777420
70201212,N,23/07/18,SC-9245,Tata AIG General Insurance Co. Ltd.,,NEFT 180723785GN00111 TATA AIG GENERAL INS CO,INR,Y,5167
70201603,N,09/11/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181109122GN00129 FLIPKART INTERNET P LTD INT,INR,Y,856.86
70201589,N,31/10/18,1836,Avadh Industries,,NEFT 20787513321DC AVADH INDUSTRIES☻,INR,Y,27012
70201285,N,16/08/18,SC-8665,Narang Electric Centre,,ch no 003775 Being Inq no 25112 cancelled by customer,INR,Y,8999
70201788,N,22/11/18,927,New Era Investment Foundry,,NEFT*KCCB0RTGS4C*KCCBN18 326060604*NEW ERA INVESTM  -TRANSFER FROM 3199679044302♣,INR,Y,57864
70201497,N,04/04/18,201,JSC OGCC KazstroyService,,Being Amount received from KSS Through Inv NO 20200130 usd 89206.28@65.00,USD,Y,5798408.2
70201715,N,16/11/18,SC-01983,The Precision Scientific Co.,,NEFT RTN KKBK183209155717 ACCOUNT DOES NOT EXIST,INR,Y,79232
70201587,N,30/10/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20181030203945 HYOSUNG T AND D INDIA PVT LTD,INR,Y,2100
70201474,N,22/10/18,34,Amazon Seller Services Pvt. Ltd.,,NEFT 181022317GN00463 AMAZON PAY IND PVT LTD INT,INR,Y,1904.31
70201620,N,05/11/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181105194GN00156 FLIPKART INTERNET PVTLTD,INR,Y,1618.28
70201816,N,27/11/18,SC-6409,Vision Enterprises,,BY CLG INST 1848:HDFC AT AHMEDABAD,INR,Y,120.36
70201711,N,19/11/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181119165GN00264 FLIPKART INTERNET PVTLTD,INR,Y,240.38
70201646,N,16/11/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181116105GN00031 FLIPKART INTERNET PVTLTD♦,INR,Y,421.6
70200683,N,07/08/18,SC-8701,P S Traders,,,INR,Y,29500
70201712,N,01/11/18,SC-6958,Sahil International,,IB: FUND TRANSFER FROM SAHIL INTERNATIONAL,INR,Y,30070
70200695,N,27/04/18,SC-7860,Radhamani Export Ltd,,"Chq No. 239610, Recd from Radhamani Exports Pvt Ltd - Deposit return Keval Office",INR,Y,79000
70202299,N,26/12/18,_SYS00000004601,Bank Interest,,,INR,Y,3527
70201525,N,19/10/18,SC-00050,Swan Machine Tools Pvt. Ltd.,,MB:RECEIVED FROM SWAN MACHINE TOOLS PVT 0111928040☺,INR,Y,10818
70201622,N,07/11/18,1706,IEC-TSL Ingenious Energy LLP,15,BY CLG INST 16:HDFC AT AHMEDABAD,INR,Y,3691514
70201692,N,09/11/18,1503,Kerala Minerals and Metals Limited,,NEFT SBIN718313601125 ETENDER,INR,Y,187500
70201626,N,12/11/18,34,Amazon Seller Services Pvt. Ltd.,,NEFT 181112315GN00375 AMAZON PAY IND PVT LTD INT,INR,Y,6223.4
70201496,N,15/06/18,201,JSC OGCC KazstroyService,,Being amount received from KSS through INV NO 20200186 EURO @79.57,EUR,Y,1909680
70200433,N,27/06/18,SC-8514,Silver Tubes,,CH NO 000583 Being Freight charges refund by silver tubes,INR,Y,25960
70201624,N,12/11/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181112213GN00003 FLIPKART INTERNET P LTD INT,INR,Y,5116.57
70201625,N,12/11/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181112241GN00156 FLIPKART INTERNET PVTLTD,INR,Y,5014.22
70201533,N,08/09/18,E-900151,Akshay Jindal,,,INR,Y,7000
70201815,N,27/11/18,1836,Avadh Industries,,CH NO 000417 Being Amount received from Avadh Industries advance,INR,Y,49043
70201488,N,25/10/18,34,Amazon Seller Services Pvt. Ltd.,,IMPS from Amazon Sell Ref 829815174364•,INR,Y,772
70201716,N,20/11/18,SC-9304,Nandkishore & Company,,NEFT FDRLH18324252830 NANDKISHORE AND COMPANY Being Amount refund,INR,Y,67921
70201176,N,06/09/18,SC-6503,Creative Engineers,,,INR,Y,4956
70201541,N,01/11/18,34,Amazon Seller Services Pvt. Ltd.,,IMPS from Amazon Sell Ref 830514120406,INR,Y,2174.16
70201516,N,29/10/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181029256GN00076 FLIPKART INTERNET PVTLTD♥,INR,Y,343.29
70201532,N,26/07/18,E-900092,Supriya Suresh Govalkar,,cash receved from supriya,INR,Y,335
70201518,N,29/10/18,34,Amazon Seller Services Pvt. Ltd.,,NEFT 181029994GN00104 AMAZON PAY IND PVT LTD INT,INR,Y,3516.1
70201244,N,11/09/18,SC-7853,Rashmi Doshi,,NEFT SBIN818254500477 RASHMI DOSHI,INR,Y,164200
70201604,N,08/11/18,34,Amazon Seller Services Pvt. Ltd.,99996,IMPS from Amazon Sell Ref 831214014308,INR,Y,419.07
70200196,N,22/05/18,SC-7921,System Controls and Switchgears,,NEFT N142180546195694 SYSTEM CONTROLS AND SWITCH,INR,Y,800
70201524,N,19/10/18,SC-9089,Shree Siddhanath Automobiles,,NEFT SAA398357491 SHREE SIDDHANATH AUTOMOBILES,INR,Y,4800
70200432,N,05/04/18,SC-8067,Kumar Industries,,Being amount refund from Kumar Indu through UTR NO NEFT PUNBH18095624285,INR,Y,1250
70201724,N,29/10/18,1826,Sparsh Welfare Trust,,NEFT N299180663986322 SPARSH WELFARE TRUST,INR,Y,129600
70201608,N,05/11/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181105156GN00051 FLIPKART INTERNET P LTD INT,INR,Y,206.38
70201713,N,12/11/18,SC-00726,Safety Solutions,,IB: FUND TRANSFER FROM SAFETY SOLUTIONS,INR,Y,50000
70201535,N,24/09/18,E-900151,Akshay Jindal,,,INR,Y,5000
70201771,N,23/11/18,125,Flipkart Internet Pvt. Ltd.,,NEFT SIN05451Q0182234 M S CUMMINS TECHNOLO,INR,Y,170.49
70201735,N,18/09/18,1859,Carlsberg India Pvt. Ltd.,,NEFT NO160881 CARLSBERG INDIA PRIVATE LIMITED☻,INR,Y,82780
70201210,N,19/07/18,SC-9245,Tata AIG General Insurance Co. Ltd.,,NEFT 180719A32GN00021 TATA AIG GENERAL INS CO,INR,Y,87833
70201732,N,20/11/18,SC-207798,B.C. Marketing,,ch no 114767,INR,Y,5740
70201803,N,26/11/18,34,Amazon Seller Services Pvt. Ltd.,,NEFT 181126299GN01221 AMAZON PAY IND PVT LTD INT♣,INR,Y,5028.9
70201617,N,05/11/18,34,Amazon Seller Services Pvt. Ltd.,,NEFT 181105313GN00372 AMAZON PAY IND PVT LTD INT,INR,Y,3965.65
70201881,N,20/11/18,SC-6409,Vision Enterprises,,NEFT 181120I191158312 VISION ENTERPRISES Being Amount refund,INR,Y,15045
70201827,N,29/11/18,34,Amazon Seller Services Pvt. Ltd.,,IMPS from Amazon Sell Ref 833314045692,INR,Y,6167.45
70201868,N,03/12/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181203201GN00015 FLIPKART INTERNET PVTLTD,INR,Y,179.46
70201867,N,03/12/18,34,Amazon Seller Services Pvt. Ltd.,,NEFT 181203261GN01096 AMAZON PAY IND PVT LTD INT,INR,Y,3054.99
70201864,N,03/12/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181203149GN00030 FLIPKART INTERNET P LTD INT,INR,Y,1643
70201837,N,17/11/18,1590,Graziano Trasmissioni India Pvt. Ltd.,,NEFT N321180681899155 GRAZIANO TRANSMISSION INDIA,INR,Y,419040
70201842,N,30/11/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181130117GN00110 FLIPKART INTERNET P LTD INT,INR,Y,265.87
70201838,N,06/11/18,1015,Jai Bhavani Mata Engitech Pvt. Ltd.,,NEFT MAHBH18310699728 JAI BHAVANI MATA ENGITECH P,INR,Y,14160
70201445,N,17/10/18,504,Magicbricks Realty Services Ltd.,,ch no 005481 being amount received from MAGICBRICKS INQ NO 27714,INR,Y,67200
70200322,N,20/06/18,1574,Sukan Engineering Pvt. Ltd.,,ch no 000049  Being Amount received from Sukan engg,INR,Y,6726
70200321,N,19/04/18,1574,Sukan Engineering Pvt. Ltd.,,"Chq No. 028634, Recd in Advance",INR,Y,22003
70200139,N,22/05/18,1574,Sukan Engineering Pvt. Ltd.,,"CH NO 216676 Being amount received from SUKAN ENGG INV NO 20210097,20710001",INR,Y,24172
70200053,N,18/06/18,166,Hyosung T and D India Pvt. Ltd.,,Being amount received from HYOSUNG through UTR NO 20180619124918,INR,Y,17582
70200280,N,16/04/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,CITIN18848090330,INR,Y,106554
70200027,N,17/05/18,265,Oil and Natural Gas Corporation Ltd.,,Being amount received from ONGC Through UTR NO SBIN418137070050,INR,Y,33877800
70200006,N,07/04/18,265,Oil and Natural Gas Corporation Ltd.,,RTGS Being amount received from ONGC Through UTR NO SBIN218096107084 INV NO 3000715,INR,Y,8117130
70200290,N,05/04/18,198,J S Equipments,,J S EQUIPMENTS through UTR NO UBINR52018040500032483 ,INR,Y,4149752
70200291,N,17/05/18,198,J S Equipments,,being amount received from J S EQUIPMENT Through UTR NO  UBINR52018051700196098 ,INR,Y,4500000
70200292,N,17/05/18,198,J S Equipments,,being amount received from J S EQUIPMENT Through UTR NO UBINR52018051700198737 ,INR,Y,972634
70200894,N,02/07/18,198,J S Equipments,,Being Amount received form JS Equipment through UTR NO SAA369223842,INR,Y,2523533
70200923,N,13/07/18,198,J S Equipments,,Being amount received from JS EQUIPMENT Through UTR NO UBINR52018071300428695,INR,Y,1157876
70200949,N,25/07/18,198,J S Equipments,,RTGS UBINR52018072500253544 J S EQUIPMENTS,INR,Y,400000
70200966,N,27/07/18,198,J S Equipments,,RTGS UBINR52018072700412035 J S EQUIPMENTS,INR,Y,500000
70200968,N,27/07/18,198,J S Equipments,,RTGS CNRBR52018072700628855 J S EQUIPMENTS♦,INR,Y,500000
70200972,N,27/07/18,198,J S Equipments,,NEFT SAA375869837 J S EQUIPMENTS,INR,Y,1000000
70200734,N,02/08/18,198,J S Equipments,,(as per details),INR,Y,192038
70200991,N,18/08/18,198,J S Equipments,,RTGS UBINR52018081800464619 J S EQUIPMENTS,INR,Y,29589.12
70201786,N,17/11/18,198,J S Equipments,,RTGS UBINR52018111700424879 J S EQUIPMENTS♥,INR,Y,3000000
70201802,N,26/11/18,198,J S Equipments,,Blank,INR,Y,5975770
70201866,N,03/12/18,198,J S Equipments,,RTGS UBINR52018120300557135 J S EQUIPMENTS,INR,Y,1000000
70200200,N,28/06/18,194,John Energy Ltd.,,NEFT N179180125043477 MUM WBCAD OUT TRFR Being Amount reced from JOHN Energy,INR,Y,1706784.75
70201287,N,03/10/18,128,Galiakotwala Engineering Co. Pvt. Ltd.,,BEING AMOUNT RECEIVED FROM GALIAKOTWALA Through UTR NO KKBKH18276783769,INR,Y,9600000
70200262,N,24/04/18,128,Galiakotwala Engineering Co. Pvt. Ltd.,,TRF FROM CHQ NO 161 GALIAKOTWALA ENGINEERING CO PV,INR,Y,1889668
70200263,N,21/05/18,128,Galiakotwala Engineering Co. Pvt. Ltd.,,TRF FROM CHQ NO 245 GALIAKOTWALA ENGINEERING CO PV,INR,Y,1104478
70201086,N,12/07/18,128,Galiakotwala Engineering Co. Pvt. Ltd.,,TRF FROM CHQ NO 337 GALIAKOTWALA ENGINEERING CO PV,INR,Y,10000000
70201118,N,24/07/18,128,Galiakotwala Engineering Co. Pvt. Ltd.,,TRF FROM CHQ NO 338 GALIAKOTWALA ENGINEERING CO PV,INR,Y,4691060
70201265,N,03/10/18,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN18927780690 BECKMAN COULTER INDIA PVT L,INR,Y,0.02
70201359,N,11/10/18,966,Beckman Coulter India Pvt. Ltd.,,Blank,INR,Y,1.28
70201707,N,19/11/18,966,Beckman Coulter India Pvt. Ltd.,,Blank,INR,Y,0.01
70201917,N,05/12/18,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN18960295612 BECKMAN COULTER INDIA PVT L,INR,Y,1.14
70200803,N,23/09/18,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN18921488642 BECKMAN COULTER INDIA PVT L,INR,Y,0.02
70201260,N,04/10/18,1706,IEC-TSL Ingenious Energy LLP,,RTGS HDFCR52018100496744655 IEC TSL INGENIOUS E,INR,Y,0.32
70200765,N,01/10/18,1706,IEC-TSL Ingenious Energy LLP,,RTGS HDFCR52018100196357027 IEC TSL INGENIOUS,INR,Y,0.37
70200554,N,24/05/18,1556,Adarsh Motors,,Being Advance received towards Inq no 187371-1,INR,Y,2833
70200556,N,04/06/18,755,Xpro India Ltd.,,CHEQUE DEPOSIT 109069  -TRANSFER TO 37644856772,INR,Y,19393
70200561,N,30/06/18,755,Xpro India Ltd.,,CHEQUE DEPOSIT 109155  -TRANSFER TO 37644856772,INR,Y,31666
70201181,N,11/09/18,1921,Ayoki Exports,,TRF CHQ NO 366 AYOKI EXPORTS,INR,Y,50000
70201871,N,28/11/18,1921,Ayoki Exports,,IMPS from AYOKI EXPOR Ref 833216244071☻,INR,Y,32925
70200536,N,09/04/18,446,Soktas India Pvt. Ltd.,,CH NO 320602 Being amount received from soktas through INV NO 3000821,INR,Y,5204
70200557,N,04/06/18,446,Soktas India Pvt. Ltd.,,CH NO 321380 Being amount received from SOKTAS Through INV NO 20200212,INR,Y,5204
70200535,N,03/04/18,446,Soktas India Pvt. Ltd.,,CH NO 320382 Being amount received from soktas through INV NO 300674,INR,Y,5204
70200543,N,20/04/18,502,Shreem Electric Ltd.,,CH NO 079161 Being Amount received from Shreem through Inv no 3000698,INR,Y,10263
70200314,N,09/04/18,288,Raymond Ltd.,,NEFT N099180516082056 RAYMOND LTD 168 INV NO 3000210,INR,Y,8313
70200560,N,14/06/18,1445,Quess Corp Ltd.,,BY TRANSFER  NEFT*KKBK0000958*KKBK181 655876854*QUESS CORP LIMI  -TRANSFER FROM 3199415044304,INR,Y,3790
70200545,N,24/04/18,1445,Quess Corp Ltd.,,RTGS Being amount received UTR NO NEFT*KKBK0000958*KKBK181 147190014*QUESS CORP,INR,Y,1930
70200563,N,04/07/18,1445,Quess Corp Ltd.,,Being amount received from NEFT*KKBK0000958*KKBK181 858351167*QUESS CORP LIMI,INR,Y,9926
70200307,N,19/04/18,106,Nhava Sheva International Container Terminal Pvt. Ltd.,,NEFT SIN07520Q0108329 NHAVA SHEVA INTL CON,INR,Y,5386.7
70200308,N,03/05/18,106,Nhava Sheva International Container Terminal Pvt. Ltd.,,NEFT SIN07520Q0109765 NHAVA SHEVA INTL CON,INR,Y,2357.49
70200036,N,22/05/18,106,Nhava Sheva International Container Terminal Pvt. Ltd.,,Being amount received from NHAVA SHEVA Towards UTR no SIN07520Q0110863,INR,Y,50728.2
70200309,N,29/05/18,106,Nhava Sheva International Container Terminal Pvt. Ltd.,,NEFT SIN07520Q0111116 NHAVA SHEVA INTL CON,INR,Y,9475.4
70201301,N,31/07/18,106,Nhava Sheva International Container Terminal Pvt. Ltd.,,,INR,Y,16917.97
70200025,N,15/05/18,1679,Rex Industries India Pvt. Ltd.,15.05,Being amount received from REX INDUSTRIES INDIA PVT LTD through UTR NO PUNBH18135307499,INR,Y,97350
70200072,N,17/04/18,1050,Mercator Ltd.,,UTR No. 000018690982,INR,Y,25903.36
70200305,N,20/06/18,1050,Mercator Ltd.,,NEFT 000019905460 MERCATOR LIMITED,INR,Y,8253.75
70200244,N,25/04/18,12,Cipla Ltd.,,NEFT SIN00231Q1210811 CIPLA LTD MUMBAI CEN,INR,Y,21830
70200243,N,25/04/18,12,Cipla Ltd.,,NEFT SIN00231Q1210810 CIPLA LTD MUMBAI CEN,INR,Y,13157.43
70200323,N,03/05/18,951,Texturing Technology Pvt. Ltd.,,CH NO 000842,INR,Y,47867
70200570,N,13/08/18,40,Aravon Services Pvt. Ltd. (Formerly known as Aramark India Pvt. Ltd.),,NEFT*YESB0000001*N225180139155302*ARAVON SERVICES,INR,Y,51942
