Purchase Order Number,Date,Vendor,Remarks,Due Date,Project,Document Total,Payment Terms Code,Document Currency,Document Rate,Document Status,Canceled,Tax Amount (SC),Inside Sales Owner
40610514,24-Oct-2018,High Tech Shoes (P) Ltd.,,07-Nov-2018,,"26,019.00",30 days after delivery,Indian Rupee,1,Closed,Yes,"3,969.00",
40610542,31-Oct-2018,RBL Technology,Based On Sales Orders 10610480.,07-Nov-2018,28372,"10,617.60",100% Advance,Indian Rupee,1,Closed,Yes,"1,137.60",Yash Gajjar
40610575,15-Nov-2018,Maximator India Pvt. Ltd.,Based On Sales Orders 10610526.,03-Jan-2019,28957,"70,635.52",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"15,451.52",Avni Shah
40610585,19-Nov-2018,RBL Technology,Based On Sales Orders 10610534.,30-Nov-2018,29013,"7,965.00",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"1,215.00",Avni Shah
40610589,20-Nov-2018,Bombay Fire Safety,Based On Sales Orders 10610433.,12-Oct-2018,27853,"16,016.00",100% Advance,Indian Rupee,1,Closed,Yes,"1,716.00",Avni Shah
40610596,21-Nov-2018,Prisha Enterprises,Based On Sales Orders 10610540.,26-Nov-2018,29088,"17,700.00",100% Against Delivery,Indian Rupee,1,Closed,Yes,"2,700.00",Deepa Gade
40610597,21-Nov-2018,Safety Solutions,Based On Sales Orders 10610542.,28-Dec-2018,28875,"7,068.20",30% advance & 70% against delivery,Indian Rupee,1,Closed,Yes,"1,078.20",Deepa Gade
40610609,26-Nov-2018,Whirlpool of India Limited,,30-Nov-2018,28789,"12,500.00",100% Advance,Indian Rupee,1,Closed,Yes,"1,906.78",Ghousuddin Shaikh
40610614,26-Nov-2018,Bombay Fire Safety,Based On Sales Orders 10610560.,05-Jun-2018,18465,"2,453.86",7 days after delivery,Indian Rupee,1,Closed,Yes,116.86,Piyush Yadav
40610620,28-Nov-2018,MB and Sons Pvt. Ltd.,Based On Sales Orders 10610563.,11-Dec-2018,28817,"3,332.32",100% Against PI at the time of delivery,Indian Rupee,1,Closed,Yes,508.32,Suhas Nair
40610621,28-Nov-2018,Whirlpool of India Limited,Based On Sales Orders 10610568.,07-Dec-2018,29297,"12,500.00",100% Advance,Indian Rupee,1,Closed,Yes,"1,906.78",Ghousuddin Shaikh
40610622,28-Nov-2018,Mech Tech Industries,Based On Sales Orders 10610570.,03-Dec-2018,28852,"8,260.00",100% Against PI at the time of delivery,Indian Rupee,1,Closed,Yes,"1,260.00",Dipen Trivedi
40610636,30-Nov-2018,The Marsden Bakubhai and Sons Pvt. Ltd.,,30-Nov-2018,28817,"3,332.32",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,508.32,Suhas Nair
40610653,03-Dec-2018,Singhal Chemical Corporation,Based On Sales Orders 10610590.,06-Dec-2018,27244,"4,70,584.00",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"71,784.00",Harsh Patel
40610673,10-Dec-2018,Anand Enterprise,Based On Sales Orders 10610608.,12-Dec-2018,29344,"16,240.00",100% Advance,Indian Rupee,1,Closed,Yes,"1,740.00",Dipen Trivedi
40610679,10-Dec-2018,Shree Samarth Enterprises [Karjat],Based On Sales Orders 10610615.,17-Dec-2018,29077,"1,06,334.00",50% advance and 50% after delivery,Indian Rupee,1,Closed,Yes,"12,034.00",Rahul Sonawane
40610698,14-Dec-2018,M. R. Organisation Ltd.,Based On Sales Orders 10610631.,31-Dec-2018,29633,"45,669.54",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"6,966.54",Dipen Trivedi
40610705,18-Dec-2018,S P Traders,Based On Sales Orders 10610640.,25-Dec-2018,29956,"1,92,787.22",100% Against Delivery,Indian Rupee,1,Closed,Yes,"29,408.22",Avni Shah
40610709,19-Dec-2018,Rotomech Engineering and Kristeel Engineering Works,Based On Sales Orders 10610643.,26-Dec-2018,29689,"7,080.00",100% against delivery,Indian Rupee,1,Closed,Yes,"1,080.00",Prit Patel
40610717,20-Dec-2018,Innovative Technologies,Based On Sales Orders 10610650.,24-Dec-2018,29965,"28,100.80",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"3,010.80",Avni Shah
40610719,20-Dec-2018,Bombay Fire Safety,Based On Sales Orders 10610650.,24-Dec-2018,29965,896,100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,96,Avni Shah
40610745,31-Dec-2018,S P Traders,,07-Jan-2019,,"1,80,224.40",60 days after delivery,Indian Rupee,1,Closed,Yes,"29,263.10",
40610752,02-Jan-2019,Stanley Black and Decker India Pvt. Ltd.,,08-Jan-2019,,"6,061.66",45 days after delivery,Indian Rupee,1,Closed,Yes,924.66,
40610755,03-Jan-2019,Industrial Bearing Corporation,Based On Sales Orders 10610684.,16-Jan-2019,30351,"3,874.18",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,590.98,Suhas Nair
40610774,09-Jan-2019,Kohinoor Paints And Hardware Mart,Based On Sales Orders 10610703.,16-Jan-2019,30522,"1,275.00",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,194.5,Dipen Trivedi
40610784,10-Jan-2019,Rushabh Fastech LLP,Based On Sales Orders 10610708.,16-Jan-2019,30427,"27,987.24",100% Advance,Indian Rupee,1,Closed,Yes,"4,269.24",Prit Patel
40610799,16-Jan-2019,Innovative Technologies,Based On Sales Orders 10610720.,30-Jan-2019,30568,"4,253.76",15 days after delivery,Indian Rupee,1,Closed,Yes,455.76,Avni Shah
40610803,16-Jan-2019,Bosch Ltd.,Based On Sales Orders 10610722.,22-Jan-2019,29778,"7,217.52",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"1,100.98",Jigar Patel
40610806,17-Jan-2019,Action Engineers,Based On Sales Orders 10610729.,21-Jan-2019,30775,"2,950.00",50% Advance against ABG and balance against Proforma Invoice before,Indian Rupee,1,Closed,Yes,450,Jigar Patel
40610809,17-Jan-2019,Shivam Enterprises,Based On Sales Orders 10610731.,23-Jan-2019,30704,"26,550.00",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"4,050.00",Dipen Trivedi
40610810,17-Jan-2019,L O T O Safety Requisites Trading L.L.C,Based On Sales Orders 10610733.,01-Apr-2019,30824,"68,182.40",100% Against Delivery,AED,19.37,Closed,Yes,0,David K
40610811,17-Jan-2019,A S Enterprise,Based On Sales Orders 10610733.,01-Apr-2019,30824,"5,70,571.30",100% Against Delivery,Indian Rupee,1,Closed,Yes,"87,036.30",David K
40710007,11-Apr-2018,Shreenathji Welding And Safety Pvt. Ltd.,,11-Apr-2018,,"9,912.00",Net-30,Indian Rupee,1,Closed,Yes,"1,512.00",
40710042,11-May-2018,Golden Dyechem,Based On Sales Orders 10610076.,23-May-2018,19922,"57,91,074.20",100% against delivery and acceptance,Indian Rupee,1,Closed,Yes,"8,83,384.20",Rajani Kyatham
40710046,16-Aug-2018,Shree Laxmi Trading,Based On Sales Orders 10610291.,30-Aug-2018,25658,"16,478.70",100% Advance,Indian Rupee,1,Closed,Yes,"2,513.70",Ranjit Kumar
40910012,17-Aug-2018,Shree Krishna Electronics,Based On Sales Orders 10910077.,18-Aug-2018,26169,"4,87,499.90",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"1,06,640.60",Komal Nagar
40910022,03-Sep-2018,Inventa Cleantec Pvt. Ltd.,Based On Sales Orders 10910093.,15-Oct-2018,20955,"1,43,640.00","20% Advance along with order, balance 80% against Proforma invoice before dispatch",Indian Rupee,1,Closed,Yes,"15,390.00",Komal Nagar
40910032,11-Sep-2018,Delhi Sound Store,Based On Sales Orders 10910109.,13-Sep-2018,26730,"4,460.00",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,680.34,Komal Nagar
40910042,01-Oct-2018,Genetix biotech Asia Pvt. Ltd.,,29-Oct-2018,27409,"12,21,283.91",50% advance along with the order and balance payment against Proforma invoice,Indian Rupee,1,Closed,Yes,"1,86,297.54",Aditya Andankar
40910048,05-Oct-2018,Bhawani Electrical Works,Based On Sales Orders 10910124.,08-Oct-2018,25657,"48,079.10",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"7,334.10",Komal Nagar
40910049,06-Oct-2018,Prime Electrotech,,08-Oct-2018,,"13,621.93",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"2,077.93",
40910050,08-Oct-2018,Work Store Ltd.,Based On Sales Orders 10910125.,10-Oct-2018,27714,"66,500.00",100% Advance,Indian Rupee,1,Closed,Yes,0,Komal Nagar
40910051,08-Oct-2018,Work Store Ltd.,,08-Oct-2018,27714,"66,500.00",100% Advance,Indian Rupee,1,Closed,Yes,0,Komal Nagar
40910056,12-Oct-2018,Game Zone India,Based On Sales Orders 10910129.,12-Oct-2018,28011,"20,855.52",100% Advance,Indian Rupee,1,Closed,Yes,"2,234.52",Komal Nagar
40910063,17-Oct-2018,Stanley Black and Decker India Pvt. Ltd.,Based On Sales Orders 10910134.,30-Nov-2018,28178,"5,240.68",45 days after delivery,Indian Rupee,1,Closed,Yes,799.43,Sandeep Pal
40910064,23-Oct-2018,Kadam Marketing Ltd.,Based On Sales Orders 10910137.,25-Oct-2018,27946,"2,832.00",100% Advance,Indian Rupee,1,Closed,Yes,432,Komal Nagar
40910075,02-Nov-2018,Newvik Teleservices,Based On Sales Orders 10910153.,05-Nov-2018,27494,"1,79,065.00",100% Advance,Indian Rupee,1,Closed,Yes,"27,315.00",Komal Nagar
40910078,02-Nov-2018,Kagzi Stationery Mart,Based On Sales Orders 10910145.,05-Nov-2018,27969,"12,919.96",100% Advance,Indian Rupee,1,Closed,Yes,"1,617.96",Sandeep Pal
40910086,14-Nov-2018,Metro Rubber Corporation,Based On Sales Orders 10910160.,28-Nov-2018,28535,"4,012.00",30 days after delivery,Indian Rupee,1,Closed,Yes,612,Anand Negi
40910093,21-Nov-2018,Sure Safety,Based On Sales Orders 10910173.,30-Nov-2018,28837,"4,309.20",7 days after delivery,Indian Rupee,1,Closed,Yes,205.2,Sandeep Pal
40910102,01-Dec-2018,Sure Safety,Based On Sales Orders 10910181.,14-Dec-2018,29441,"4,309.20",7 days after delivery,Indian Rupee,1,Closed,Yes,205.2,Sandeep Pal
40910104,01-Dec-2018,Jalaram Stationers And Printers,Based On Sales Orders 10910182.,06-Dec-2018,29411,265.5,15 days credit,Indian Rupee,1,Closed,Yes,40.5,Sandeep Pal
40910111,10-Dec-2018,DNA Power Transmission,Based On Sales Orders 10910188.,11-Dec-2018,29452,"3,127.00",100% against delivery,Indian Rupee,1,Closed,Yes,477,Anand Negi
40910113,10-Dec-2018,Testo India Pvt. Ltd.,Based On Sales Orders 10910189.,17-Dec-2018,29437,"2,05,320.00",100% Advance,Indian Rupee,1,Closed,Yes,"31,320.00",Komal Nagar
40910144,31-Dec-2018,Aqueouss,Based On Sales Orders 10910224.,02-Jan-2019,30203,159.3,100% Advance,Indian Rupee,1,Closed,Yes,24.3,Komal Nagar
40910150,31-Dec-2018,Pepperl and Fuchs Factory Automation Pvt. Ltd.,Based On Sales Orders 10910223.,20-Feb-2019,29567,"38,285.10",100% Advance,Indian Rupee,1,Closed,Yes,"5,840.10",Anand Negi
40910159,14-Jan-2019,Prisha Enterprises,Based On Sales Orders 10910236.,16-Jan-2019,30268,"3,580.12",30 Days Credit,Indian Rupee,1,Closed,Yes,546.12,Supriya Govalkar
40910160,14-Jan-2019,Blue bell office solution,,16-Jan-2019,30268,"3,580.12",30 Days Credit,Indian Rupee,1,Closed,Yes,546.12,Supriya Govalkar
40910181,21-Jan-2019,Nathani Steels,Based On Sales Orders 10910254.,25-Jan-2019,30899,"4,939.20",100% Advance,Indian Rupee,1,Closed,Yes,529.2,Mustafa Kanchwala
40910187,24-Jan-2019,Sagar Office Automation,Based On Sales Orders 10910258.,28-Jan-2019,31099,"13,512.00",30 Days Credit,Indian Rupee,1,Closed,Yes,"1,587.00",Mustafa Kanchwala
41010007,25-Apr-2018,Gaurav Enterprises,,25-Apr-2018,,"1,480.90",Net-30,Indian Rupee,1,Closed,Yes,225.9,
41010014,23-May-2018,ABSA Trades Pvt Ltd,Based On Sales Orders 10910018.,06-Jun-2018,20004,"1,16,429.05",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"13,576.20",Komal Nagar
41010035,06-Jul-2018,Blue Star Ltd.,Based On Sales Orders 10910042.,20-Jul-2018,20966,"1,19,040.00",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"26,040.00",Komal Nagar
41010036,09-Jul-2018,Kiran Diamond Tools,Based On Sales Orders 10910047.,23-Jul-2018,21423,"1,16,976.80",30 days after delivery,Indian Rupee,1,Closed,Yes,"17,843.92",Prit Patel
41010041,30-Jul-2018,Sangam Ref. and  A/C Services Pvt. Ltd,Based On Sales Orders 10910059.,13-Aug-2018,20966,"1,24,928.00",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"27,328.00",Komal Nagar
41010042,10-Sep-2018,Growthpath Solutions Pvt. Ltd.,Based On Sales Orders 10910110.,21-Sep-2018,26901,"8,23,200.00",100% Advance,Indian Rupee,1,Closed,Yes,"88,200.00",Komal Nagar
41010043,12-Sep-2018,Kalp Tools and Industrial Solutions LLP,Based On Sales Orders 10910108.,31-Aug-2018,27109,"4,016.72",7 days after delivery,Indian Rupee,1,Closed,Yes,612.72,Harsh Patel
41010045,03-Oct-2018,Gravity Gadgets India Pvt. Ltd.,Based On Sales Orders 10910120.,06-Oct-2018,27377,"36,800.00",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"5,613.56",Komal Nagar
41210006,25-May-2018,Flexible Automation Systems Pvt. Ltd.,,13-Jul-2018,16595,"12,395.52",50% advance and 50% after delivery,Indian Rupee,1,Closed,Yes,"2,711.52",Sarika Tanawade
41210007,25-May-2018,Dynamic Fans Marketing Pvt. Ltd.,,25-May-2018,16595,"1,498.60",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,228.6,Sarika Tanawade
41210008,25-May-2018,Dynamic Fans Marketing Pvt. Ltd.,Based On Sales Orders 11210007.,26-May-2018,16595,"1,498.60",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,228.6,Sarika Tanawade
41210009,25-May-2018,Max Flow Electric Machinery Co. Ltd.,Based On Sales Orders 11210007.,26-May-2018,16595,"1,355.62",100% Against Delivery,US Dollar,67.781,Closed,Yes,0,Sarika Tanawade
41210022,12-Jun-2018,A.M. Associates,Based On Sales Orders 11210019.,15-Jun-2018,21077,120.32,100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,26.32,Dipali Ghanvat
41210032,02-Jul-2018,Jainam Steels,Based On Sales Orders 11210028.,05-Jul-2018,25001,"43,447.60",15 days after delivery,Indian Rupee,1,Closed,Yes,"6,627.60",Dipali Ghanvat
41210095,29-Oct-2018,Jain Marketing,Based On Sales Orders 11210078.,31-Oct-2018,28479,"2,00,187.23",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"21,448.64",Puja Pawar
41210096,29-Oct-2018,Green Office Automation India,Based On Sales Orders 11210078.,01-Nov-2018,28479,"18,477.42",15 days credit,Indian Rupee,1,Closed,Yes,"2,658.42",Puja Pawar
41210119,11-Dec-2018,Balmer Lawrie Co. Ltd.,Based On Sales Orders 11210094.,14-Dec-2018,29171,"37,760.00",100% Advance,Indian Rupee,1,Closed,Yes,"5,760.00",Mrunal Malkar
41210126,19-Dec-2018,Sterling and Wilson Powergen Pvt. Ltd.,Based On Sales Orders 11210099.,20-Dec-2018,29809,"62,581.30",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"9,546.30",Dipali Ghanvat
41210146,11-Jan-2019,Natural Office Mart,Based On Sales Orders 11210112.,14-Jan-2019,30665,"2,478.00",15 Days PDC,Indian Rupee,1,Closed,Yes,378,Mrunal Malkar
41410007,03-Sep-2018,Bharat Trading Company,Based On Sales Orders 11410004.,04-Sep-2018,26496,"23,788.80",15 days after delivery,Indian Rupee,1,Closed,Yes,"3,628.80",Dipali Ghanvat
41410010,07-Sep-2018,Mahesh Trading Corporation,Based On Sales Orders 11410005.,10-Sep-2018,26586,"7,774.13",15 days after delivery,Indian Rupee,1,Closed,Yes,"1,185.88",Dipali Ghanvat
41410021,20-Sep-2018,Mahesh Trading Corporation,Based On Sales Orders 11410019.,21-Sep-2018,27403,"47,958.45",15 days after delivery,Indian Rupee,1,Closed,Yes,"7,315.70",Dipali Ghanvat
41410025,21-Sep-2018,Unitek Valves Pvt. Ltd.,Based On Sales Orders 11410018.,24-Sep-2018,27013,"54,280.00",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"8,280.00",Dipali Ghanvat
41410026,21-Sep-2018,Mahesh Trading Corporation,Based On Sales Orders 11410018.,24-Sep-2018,27013,"1,609.52",15 days after delivery,Indian Rupee,1,Closed,Yes,245.52,Dipali Ghanvat
41410030,21-Sep-2018,Mahesh Trading Corporation,Based On Sales Orders 11410021.,24-Sep-2018,27406,"1,08,837.90",15 days after delivery,Indian Rupee,1,Closed,Yes,"16,602.40",Dipali Ghanvat
41410034,26-Sep-2018,Venus Trading Co.,,28-Sep-2018,27406,"1,19,864.40",15 days after delivery,Indian Rupee,1,Closed,Yes,"18,284.40",Dipali Ghanvat
41410035,26-Sep-2018,Venus Trading Co.,,26-Sep-2018,27403,"53,147.20",15 days after delivery,Indian Rupee,1,Closed,Yes,"8,107.20",Dipali Ghanvat
41410038,29-Sep-2018,Venus Trading Co.,,29-Sep-2018,27406,"1,19,864.40",15 days after delivery,Indian Rupee,1,Closed,Yes,"18,284.40",Dipali Ghanvat
41410066,01-Nov-2018,Unique Industrial Products,Based On Sales Orders 11410037.,02-Nov-2018,27917,472,15 days after delivery,Indian Rupee,1,Closed,Yes,72,Dipali Ghanvat
41410083,19-Nov-2018,Flange Bureau,Based On Sales Orders 11410049.,17-Nov-2018,28869,"1,888.00",15 days after delivery,Indian Rupee,1,Closed,Yes,288,Dipali Ghanvat
41410095,21-Nov-2018,Sterling and Wilson Powergen Pvt. Ltd.,Based On Sales Orders 11410050.,21-Nov-2018,28767,"1,15,558.40",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"17,627.54",Dipali Ghanvat
41410125,29-Nov-2018,Mahesh Trading Corporation,Based On Sales Orders 11410056.,30-Nov-2018,29212,"1,19,454.65",15 days after delivery,Indian Rupee,1,Closed,Yes,"18,221.90",Dipali Ghanvat
41410128,29-Nov-2018,Dynamic Industrials,Based On Sales Orders 11410056.,30-Nov-2018,29212,"1,888.00",15 days after delivery,Indian Rupee,1,Closed,Yes,288,Dipali Ghanvat
41410130,30-Nov-2018,iQor Global Services India Pvt. Ltd.,Based On Sales Orders 11410057.,13-Dec-2018,29265,"10,801.88",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"1,647.74",Dipali Ghanvat
41410133,01-Dec-2018,HSE Solutions Pvt Ltd,,01-Dec-2018,29451,"58,880.00",100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,"12,880.00",Dipali Ghanvat
41410139,06-Dec-2018,Balaji Enterprises,Based On Sales Orders 11410061.,07-Dec-2018,29267,"1,624.26",Net-30,Indian Rupee,1,Closed,Yes,232.26,Dipali Ghanvat
41410142,07-Dec-2018,Balaji Enterprises HYD,,08-Dec-2018,29267,"1,624.26",100% Against Delivery,Indian Rupee,1,Closed,Yes,232.26,Dipali Ghanvat
41410188,05-Jan-2019,Saravana Stores,,07-Jan-2019,29760,"7,366.00",100% Advance,Indian Rupee,1,Closed,Yes,"1,123.63",Ayush Agrawal
409100011,11-Aug-2018,More Stores,,28-Aug-2018,25328,"14,974.92",30 Days PDC,Indian Rupee,1,Closed,Yes,"2,230.92",Komal Nagar
