product_id,bm_number,product_name,category_name,brand_name
46827,BM9T3U9,Poster,Clipboards and Binders,BULK MRO APPROVED
31957,BM9J4Q3,Potassium Chloride ‘ExcelaR’ Capacity: 500 gm...,Accessories,BULK MRO APPROVED
31959,BM9J4Q6,Potassium Dichromate ‘ExcelaR’ Capacity: 500 gm..,Accessories,BULK MRO APPROVED
31915,BM9J4J6,Potassium dichromate ER Quantity: 500 gm,Accessories,BULK MRO APPROVED
31960,BM9J4Q7,Potassium Dihydrogen Orthophosphate 'ExcelaR’ Capacity: 500 gm..,Accessories,BULK MRO APPROVED
31921,BM9J4K3,Potassium Hydrogen Phthalate Quantity: 500 gm,Accessories,BULK MRO APPROVED
31961,BM9J4Q8,Potassium Nitrate ‘ExcelaR’ Capacity: 500 gm..,Accessories,BULK MRO APPROVED
3520,BM1A4P5,Potentio Meter For Joy Stick Make: Megatron Munchen 311,Other Testing Equipment,BULK MRO APPROVED
43655,BM9S4Q7,Powder coated table top box with input connector and handle,Office Supplies,BULK MRO APPROVED
34190,BM9K8P1,POWDER FREE NITRILE GLOVES-18,Cotton and Polyester Gloves,BULK MRO APPROVED
44167,BM9Q1S1,Powder Type Fire Extinguisher 2KG ABC type,Office Supplies,BULK MRO APPROVED
40173,BM9X4Q8,Power meter,Power Meters,BULK MRO APPROVED
34040,BM9K7T9,Power meter model no 3510PHE-AUTO,Other Testing Equipment,BULK MRO APPROVED
33087,BM9K2B1,Power Quality Analysis Plant hiring charges for INPHASE,Accessories,BULK MRO APPROVED
34601,BM9L1P8,Power Supply - BM9L1P8,Power Systems and Components,BULK MRO APPROVED
2255,BM1A5W7,"Power Supply 12V,2A",Power Systems and Components,BULK MRO APPROVED
30997,BM9H8F8,"POWER SUPPLY ADAPTOR,POWER- BRICK,AC,DC,4.16 A,12V,50W (Old Part # PWRS-14000-148R)",Power Systems and Components,BULK MRO APPROVED
4549,BM0P0E6,"Powerfil - Hand gloves cut resistant - 3 size 
8 no",Cut-Resistant Gloves,BULK MRO APPROVED
2675,BM1A3S9,Powergrip 3 In 1 Crimping Tool PG1315,Accessories,BULK MRO APPROVED
2347,BM1A5P3,PP Cable Tray For Wires Layout. Sizes 25*25 Long,Wireway Trays,BULK MRO APPROVED
2348,BM1A5P4,PP Cable Tray For Wires Layout. Sizes 25*45 Long,Wireway Trays,BULK MRO APPROVED
47107,BM9V1M5,PP CD Cover,Office Supplies,BULK MRO APPROVED
23643,BM9D3C2,"PP Nylon Rope, 6 mm, Color Yellow",Ropes,BULK MRO APPROVED
6589,BM0O7T0,PP Pleated Cartridge 10 Long 10 Micron Doe Type,Cartridges and Filters,BULK MRO APPROVED
43247,BM9Z2Y7,PP shoe cover  ( non oven ),Office Supplies,BULK MRO APPROVED
2628,BM1A4X3,"PP Showel With Wooden Handle PP Showel 13"" X 10""",Accessories,BULK MRO APPROVED
44287,BM9P7S3,PP Strap Size 12mm – Virgin Quality,Office Supplies,BULK MRO APPROVED
43120,BM9S8P1,"PPE cabinet (for PPE storage),  Metal Cabinet with glass door, yellow colour                                                                 Size- 2000mm (H), 910 mm (W)",Office Supplies,BULK MRO APPROVED
29539,BM9G6Y1,PPH Ball valve Fusion Socket end 15 NB - BM9G6Y1,Ball Valves,BULK MRO APPROVED
29614,BM9G7G4,PPH Ball valve Fusion Socket end 15 NB - BM9G7G4,Ball Valves,BULK MRO APPROVED
29657,BM9G7M2,PPH Ball valve Fusion Socket end 15 NB - BM9G7M2,Ball Valves,BULK MRO APPROVED
29540,BM9G6Y2,PPH Ball valve Fusion Socket end 25 NB - BM9G6Y2,Ball Valves,BULK MRO APPROVED
29615,BM9G7G5,PPH Ball valve Fusion Socket end 25 NB - BM9G7G5,Ball Valves,BULK MRO APPROVED
29658,BM9G7M3,PPH Ball valve Fusion Socket end 25 NB - BM9G7M3,Ball Valves,BULK MRO APPROVED
29579,BM9G7C5,PPH Blind caps PN10 Suitable for 15 NB PN 10 pipe - BM9G7C5,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29654,BM9G7L8,PPH Blind caps PN10 Suitable for 15 NB PN 10 pipe - BM9G7L8,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29697,BM9G7R6,PPH Blind caps PN10 Suitable for 15 NB PN 10 pipe - BM9G7R6,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29698,BM9G7R7,PPH Blind caps PN10 Suitable for 25 NB PN 10 pipe,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29699,BM9G7R8,PPH Blind caps PN10 Suitable for 40 NB PN 10 pipe,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29700,BM9G7R9,PPH Blind caps PN10 Suitable for 50 NB PN 10 pipe,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29576,BM9G7C2,PPH Coupling Female BSP threading Suitable for 15 NB Hex nipple - BM9G7C2,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29694,BM9G7R3,PPH Coupling Female BSP threading Suitable for 15 NB Hex nipple - BM9G7R3,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29578,BM9G7C4,PPH Coupling Female BSP threading Suitable for 20 NB Hex nipple - BM9G7C4,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29653,BM9G7L7,PPH Coupling Female BSP threading Suitable for 20 NB Hex nipple - BM9G7L7,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29696,BM9G7R5,PPH Coupling Female BSP threading Suitable for 20 NB Hex nipple - BM9G7R5,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29695,BM9G7R4,PPH Coupling Female BSP threading Suitable for 25 NB Hex nipple,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29572,BM9G7B7,PPH Coupling Female NPT threading Suitable for 15 NB Hex nipple - BM9G7B7,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29644,BM9G7K7,PPH Coupling Female NPT threading Suitable for 15 NB Hex nipple - BM9G7K7,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29689,BM9G7Q7,PPH Coupling Female NPT threading Suitable for 15 NB Hex nipple - BM9G7Q7,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29574,BM9G7B9,PPH Coupling Female NPT threading Suitable for 20 NB Hex nipple - BM9G7B9,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29690,BM9G7Q8,PPH Coupling Female NPT threading Suitable for 20 NB Hex nipple - BM9G7Q8,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29573,BM9G7B8,PPH Coupling Female NPT threading Suitable for 25 NB Hex nipple,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29616,BM9G7G6,"PPH Diaphragm valve with PTFE diaphragm backed by EPDM, Fusion Socket end PN10 25 NB - BM9G7G6",Ball Valves,BULK MRO APPROVED
29659,BM9G7M4,"PPH Diaphragm valve with PTFE diaphragm backed by EPDM, Fusion Socket end PN10 25 NB - BM9G7M4",Ball Valves,BULK MRO APPROVED
29535,BM9G6X6,"PPH Elbow 90 degree, Socket weld end, PN10 15 NB - BM9G6X6",Stainless Steel Pipe Fittings,BULK MRO APPROVED
29536,BM9G6X7,"PPH Elbow 90 degree, Socket weld end, PN10 15 NB - BM9G6X7",Stainless Steel Pipe Fittings,BULK MRO APPROVED
29610,BM9G7F9,"PPH Elbow 90 degree, Socket weld end, PN10 15 NB - BM9G7F9",Stainless Steel Pipe Fittings,BULK MRO APPROVED
29611,BM9G7G1,"PPH Elbow 90 degree, Socket weld end, PN10 25 NB",Stainless Steel Pipe Fittings,BULK MRO APPROVED
29703,BM9G7S3,PPH EQUAL TEE PN 10 Socket fusion end Suitable for 15 NB PN 10 pipe,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29704,BM9G7S4,PPH EQUAL TEE PN 10 Socket fusion end Suitable for 25 NB PN 10 pipe - BM9G7S4,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29706,BM9G7S6,PPH EQUAL TEE PN 10 Socket fusion end Suitable for 25 NB PN 10 pipe - BM9G7S6,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29693,BM9G7R2,PPH Hex nipple with both ends male BSP threading PN10 20 NB,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29641,BM9G7K4,PPH Hex nipple with both ends male NPT threading PN10 15 NB - BM9G7K4,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29686,BM9G7Q4,PPH Hex nipple with both ends male NPT threading PN10 15 NB - BM9G7Q4,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29569,BM9G7B4,PPH Hex nipple with both ends male NPT threading PN10 20 NB - BM9G7B4,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29643,BM9G7K6,PPH Hex nipple with both ends male NPT threading PN10 20 NB - BM9G7K6,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29688,BM9G7Q6,PPH Hex nipple with both ends male NPT threading PN10 20 NB - BM9G7Q6,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29567,BM9G7B2,PPH Hex nipple with both ends male NPT threading PN10 25 NB - BM9G7B2,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29568,BM9G7B3,PPH Hex nipple with both ends male NPT threading PN10 25 NB - BM9G7B3,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29642,BM9G7K5,PPH Hex nipple with both ends male NPT threading PN10 25 NB - BM9G7K5,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29687,BM9G7Q5,PPH Hex nipple with both ends male NPT threading PN10 25 NB - BM9G7Q5,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29711,BM9G7T2,PPH Loose flanges for PN 10 PPH Stub Suitable for 15 NB PN 10 pipe - BM9G7T2,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29714,BM9G7T5,PPH Loose flanges for PN 10 PPH Stub Suitable for 25 NB PN 10 pipe,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29596,BM9G7E4,PPH Loose flanges for PN 10 PPH Stub Suitable for 40 NB PN 10 pipe - BM9G7E4,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29712,BM9G7T3,PPH Loose flanges for PN 10 PPH Stub Suitable for 40 NB PN 10 pipe - BM9G7T3,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29713,BM9G7T4,PPH Loose flanges for PN 10 PPH Stub Suitable for 40 NB PN 10 pipe - BM9G7T4,Flange,BULK MRO APPROVED
29715,BM9G7T6,PPH Loose flanges for PN 10 PPH Stub Suitable for 40 NB PN 10 pipe - BM9G7T6,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29597,BM9G7E5,PPH Loose flanges for PN 10 PPH Stub Suitable for 50 NB PN 10 pipe - BM9G7E5,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29716,BM9G7T7,PPH Loose flanges for PN 10 PPH Stub Suitable for 50 NB PN 10 pipe - BM9G7T7,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29537,BM9G6X8,PPH Pipe PN10 15 NB - BM9G6X8,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29612,BM9G7G2,PPH Pipe PN10 15 NB - BM9G7G2,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29655,BM9G7L9,PPH Pipe PN10 15 NB - BM9G7L9,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29538,BM9G6X9,PPH Pipe PN10 25 NB - BM9G6X9,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29613,BM9G7G3,PPH Pipe PN10 25 NB - BM9G7G3,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29656,BM9G7M1,PPH Pipe PN10 25 NB - BM9G7M1,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29677,BM9G7P4,PPH Socket For 15 NB pipe - BM9G7P4,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29679,BM9G7P6,PPH Socket For 15 NB pipe - BM9G7P6,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29558,BM9G7A2,PPH Socket For 25 NB pipe - BM9G7A2,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29676,BM9G7P3,PPH Socket For 25 NB pipe - BM9G7P3,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29678,BM9G7P5,PPH Socket For 25 NB pipe - BM9G7P5,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29705,BM9G7S5,PPH Stub (backing flange) PN 10 Suitable for 15 NB PN 10 pipe - BM9G7S5,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29707,BM9G7S7,PPH Stub (backing flange) PN 10 Suitable for 15 NB PN 10 pipe - BM9G7S7,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29708,BM9G7S8,PPH Stub (backing flange) PN 10 Suitable for 15 NB PN 10 pipe - BM9G7S8,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29709,BM9G7S9,PPH Stub (backing flange) PN 10 Suitable for 40 NB PN 10 pipe,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29710,BM9G7T1,PPH Stub (backing flange) PN 10 Suitable for 50 NB PN 10 pipe,Stainless Steel Pipe Fittings,BULK MRO APPROVED
29701,BM9G7S1,"PPH Union with FPM O-ring, PN 10 15 NB",Stainless Steel Pipe Fittings,BULK MRO APPROVED
47167,BM9W3U7,Pre - Ink Stamp - 22*43,Office Supplies,BULK MRO APPROVED
42975,BM9V4Y4,Pre Filter Element 70x40x500,Office Supplies,BULK MRO APPROVED
31831,BM9J3X5,Precision Analytical BalanceCapacity : 120 gReadability : 0.1mgRepeatability (s) : 0.1mgLinearity : 0.2 mgScope of Supply : Analytical Balance with standard weight box,Power Systems and Components,BULK MRO APPROVED
32713,BM9J8U9,Precision Silicone Spray ( ROCOL),Accessories,BULK MRO APPROVED
47329,BM9Q2K6,Pre-Compliance Testing Non-Chamber Test (1 slot),Testing,BULK MRO APPROVED
46561,BM9U2L7,PREMIER 5KVA STABLIZER,Air Conditioners,BULK MRO APPROVED
46812,BM9Q2A5,Premium Assorted Bite Box 24 Pcs (mewa bites),Gifts,BULK MRO APPROVED
47054,BM9P5G8,"PRE-PUNCHED CARDBOARD FILE DIVIDER, 1/8",Office Supplies,BULK MRO APPROVED
19293,BM1G1U7,Pressure and depth Gauge 2 in 1,Pressure Gauges,BULK MRO APPROVED
3103,BM1A7U6,"Pressure Gauge,",Testing,BULK MRO APPROVED
3518,BM1A6C1,"Pressure Gauge, Dial Size 2-1/2"", Dial 63mm",Pressure Gauges,BULK MRO APPROVED
3517,BM1A6C2,"Pressure Gauge, Dial Size, 6"", Dial 150mm",Pressure Gauges,BULK MRO APPROVED
3519,BM1A6C0,"Pressure Gauge, Dial, Size 2-1/2"", Dial 63mm",Maintenance,BULK MRO APPROVED
34633,BM9L1T7,"Pressure Reducing Valve PRV suitable for Furnace Oil Size  3/4""Pressure Rating 1 to 4 Kg/cm2 Operating Pressure 2 Kg/cm2 Material Bronze",Ball Valves,BULK MRO APPROVED
30635,BM9H4R4,"Pressure Release Device - Opening at 16 psi, Closing at 6 psi, M13 thread",Blood Pressure Monitors,BULK MRO APPROVED
33485,BM9K4S8,"Pressure Safety Valve, Conventional, Spring Loaded, Body/Bonnet/Cap: ASTM, A 216 Gr. WCB, Nozzle: ASTM A 351 Gr. CF8M/SS-316, Trim: SS-316, Spring: SS-316, End Connection: Flanged  Mfg. Std.: API 526, API 527 / ASME VIIII. Size 1"" X 2"" 150#RF X 150#RF",Ball Valves,BULK MRO APPROVED
33484,BM9K4S7,"Pressure Safety Valve, Conventional, Spring Loaded, Body/Bonnet/Cap: ASTM, A 216 Gr. WCB, Nozzle: ASTM A 351 Gr. CF8M/SS-316, Trim: SS-316, Spring: SS-316, End Connection: Flanged  Mfg. Std.: API 526, API 527 / ASME VIIII. Size 2"" X 3"" 600#RF X 150#RF",Ball Valves,BULK MRO APPROVED
33483,BM9K4S6,"Pressure Safety Valve, Conventional, Spring Loaded, Body/Bonnet/Cap: ASTM, A 216 Gr. WCB, Nozzle: ASTM A 351 Gr. CF8M/SS-316, Trim: SS-316, Spring: SS-316, End Connection: Flanged  Mfg. Std.: API 526, API 527 / ASME VIIII. Size 4"" X 6"" 600#RF X 150#RF",Ball Valves,BULK MRO APPROVED
33482,BM9K4S5,"Pressure Safety Valve, Conventional, Spring Loaded, Body/Bonnet/Cap: ASTM, A 216 Gr. WCB, Nozzle: ASTM A 351 Gr. CF8M/SS-316, Trim: SS-316, Spring: SS-316, End Connection: Flanged  Mfg. Std.: API 526, API 527 / ASME VIIII. Size-3"" X 4"" 150#RF X 150#RF",Ball Valves,BULK MRO APPROVED
33481,BM9K4S4,"Pressure Safety Valve, Conventional, Spring Loaded, Body/Bonnet/Cap: ASTM, A 216 Gr. WCB, Nozzle: ASTM A 351 Gr. CF8M/SS-316, Trim: SS-316, Spring: SS-316, End Connection: Flanged  Mfg. Std.: API 526, API 527 / ASME VIIII. Size-4"" X 6"" 150#RF X 150#RF",Ball Valves,BULK MRO APPROVED
4119,1BI0G,Pressure sensor separation membrane,Sensors,BULK MRO APPROVED
2986,BM1A8K2,Pressure Spring (C/S=1.0: Id=7.0: Lg=15),Accessories,BULK MRO APPROVED
2991,BM1A8K1,Pressure Spring (C/S=2.5: Id=18.5: Lg=70),Accessories,BULK MRO APPROVED
41500,BM9S4E3,Pressure Transmitter,Testing,BULK MRO APPROVED
40374,BM9Q5Q6,"Pressure Transmitter
0-24 Bar",Pressure and Vacuum Transducers,BULK MRO APPROVED
30636,BM9H4R5,"Presure Guage , 0-5 kg range, M.S. Body",Accessories,BULK MRO APPROVED
38748,BM9N4R1,Preventive Maintenance,Maintenance,BULK MRO APPROVED
33059,BM9K1X9,Preventive Maintenance - BM9K1X9,Accessories,BULK MRO APPROVED
41303,BM9V3R1,Pride Flood LED light 100W,LED Lights,BULK MRO APPROVED
41301,BM9U9K4,Pride Flood LED light 50W,LED Lights,BULK MRO APPROVED
41300,BM9X4P5,Pride Street LED light 80W,LED Lights,BULK MRO APPROVED
3537,BM1A6K6,Primary Fuel Filter -Powerguard T-915,Filter Accessories,BULK MRO APPROVED
3533,BM1A6L4,Primay Fuel Filter 605411880004,Filter Accessories,BULK MRO APPROVED
34861,BM9L3C7,Probe For Fluke 1507 Insulation tester,Sensors and Probes,BULK MRO APPROVED
42272,BM9U4H1,Processor (Mother) Board 1G PT142-R2,Office Supplies,BULK MRO APPROVED
46537,BM9V4S5,"Procurement to Battery Gun for CES warranty lab at PCP (BOSCH Cordless Drill Driver, Battery Voltage 18V - GSR 18 V-EC & STANLEY Plier Long Nose, Length 203 mm/8"" STHT84102-8 )",Default Category,BULK MRO APPROVED
36992,BM9M5W4,"Professional Euro standards, towel warmer with sterilizer,Measurement - 57x37x38 cm, G W- 10.8 kg.",Electric Heaters,BULK MRO APPROVED
41813,BM9Q4E9,PROFILE PROJECTOR,Measuring and Layout Tools,BULK MRO APPROVED
47840,BM9Q3E8,PROFIMASTER for Single Arm,Fume Extractors,BULK MRO APPROVED
36806,BM9M4Z3,"Project Monitoring Fees (""Civil consultant” hiring for 6 months)",Testing,BULK MRO APPROVED
40628,BM9S2N6,"Protective film for touch display (5 pcs) (for instruments with 7""display)",Lab Consumables,BULK MRO APPROVED
18932,BM0P0L5,Protective goggles    ,Safety Glasses,BULK MRO APPROVED
30357,BM9H2J4,"Providing Structural Analysis & Design for Chimney Foundation, Boiler Placement & Diesel Tank Relocation",Accessories,BULK MRO APPROVED
35827,BM9L8V3,Proximity Probes,Sensors and Probes,BULK MRO APPROVED
40372,BM9R6Q7,Proximity Vibration Transducer with cable,Vibration Meters,BULK MRO APPROVED
39499,BM9N8Y2,PROXY PULSER FOR PROX.SWITCH 1-4 PULSE,Proximity Sensors and Switches,BULK MRO APPROVED
3808,BM1A7L6,Pry Bar Set Pieces 5 Steel 34-3/4 In L,Accessories,BULK MRO APPROVED
35697,BM9L8C8,PT 100 Sensor 6mm Dia X 6 inch Long,Sensors,BULK MRO APPROVED
40376,BM9X8Q5,PT calibration 11000/110V,Calibration Equipment,BULK MRO APPROVED
40171,BM9T5P5,PT calibration 3300/110V,Temp./Humidity/Pressure Transmitter Acc.,BULK MRO APPROVED
43077,BM9R8N9,PTFE GASKET - 25 NB,Office Supplies,BULK MRO APPROVED
43079,BM9R4K8,PTFE GASKET - 50 NB,Office Supplies,BULK MRO APPROVED
44124,BM9P8D4,PTFE O-ring require for HE800 and HE900 boost adapter outlet ID - 187.40 mm and CS - 3.25mm,Office Supplies,BULK MRO APPROVED
2264,BM1A5T1,PTFE Rod 10mm Dia,PTFE Tubing,BULK MRO APPROVED
2265,BM1A5T2,PTFE Rod 25mm Dia,PTFE Tubing,BULK MRO APPROVED
2262,BM1A5S9,PTFE Rod 6mm Dia,PTFE Tubing,BULK MRO APPROVED
2263,BM1A5T0,PTFE Rod 8mm Dia,PTFE Tubing,BULK MRO APPROVED
43880,BM9P7G8,PTFE skived sheet 0.5 mm Thk x 300 mm x 50 mtr,Office Supplies,BULK MRO APPROVED
36852,BM9M5E4,PTFE SOLID GASKET ASA-150 CLASS 15NB 3MM THICK,Gasket Sealants,BULK MRO APPROVED
36853,BM9M5E5,PTFE SOLID GASKET ASA-150 CLASS 25 NB 3MM THICK,Gasket Sealants,BULK MRO APPROVED
36862,BM9M5F5,PTFE SOLID GASKET ASA-150 CLASS 40 NB 3MM THICK,Gasket Sealants,BULK MRO APPROVED
36854,BM9M5E6,PTFE SOLID GASKET ASA-150 CLASS 50 NB 3MM THICK,Gasket Sealants,BULK MRO APPROVED
2642,BM1A4V2,"PTFE Tube Id=4 , Od=6mm Colour Translucent",Accessories,BULK MRO APPROVED
34693,BM9L2B5,PU PUSH STRAIGHT CONNECTOR 1/8” X6MM,Accessories,BULK MRO APPROVED
3603,BM1A6J9,Pu Safewell Back Gloves I Size,Coated Gloves,BULK MRO APPROVED
34891,BM9L3H7,Pug Rail 1835x114 ( Metro) - BM9L3H7,Accessories,BULK MRO APPROVED
35231,BM9L5G4,"PULL CORD SWITCH
POWERTECH EQUIPMENTS ,PSW 2A IO, contect 2 NO+2NC",Specialty Switches,BULK MRO APPROVED
3209,BM1A7Z4,"Puller Tmmp 2 X 170, Depth 135mm",Push Pullers,BULK MRO APPROVED
3210,BM1A7Z5,"Puller Tmmp 3 X 230, Length 210mm",Push Pullers,BULK MRO APPROVED
3211,BM1A7Z6,"Puller Tmmp3X300, Length 240mm",Push Pullers,BULK MRO APPROVED
5769,BM0P0Q1,Pupil torch,Accessories,BULK MRO APPROVED
3498,BM1A6I3,"Pure Cotton Full Sleeves, Size 4Xl",Shirts and T-Shirts,BULK MRO APPROVED
3497,BM1A6I4,"Pure Cotton Full Sleeves, Size 5Xl",Shirts and T-Shirts,BULK MRO APPROVED
3499,BM1A6I2,"Pure Cotton Full Sleeves, Size Xl",Shirts and T-Shirts,BULK MRO APPROVED
3495,BM1A6I0,"Pure Cotton Half Sleeve, Size 4Xl",Shirts and T-Shirts,BULK MRO APPROVED
3494,BM1A6I1,"Pure Cotton Half Sleeve, Size 5Xl",Shirts and T-Shirts,BULK MRO APPROVED
3496,BM1A6H8,"Pure Cotton Half Sleeve, Size Xl",Shirts and T-Shirts,BULK MRO APPROVED
3593,BM1A7P4,Push On Hose Barb 1/4 In Id,Other Hoses,BULK MRO APPROVED
47044,BM3X3X6,PUSH PINS SZ MEDIUM ASSORTED COLS,Office Supplies,BULK MRO APPROVED
36934,BM9M5P8,PVC Apron (Kitchen Type),Disposable Aprons,BULK MRO APPROVED
44118,BM9T5X1,PVC Cable Duct.0,Office Supplies,BULK MRO APPROVED
47051,BM9Z6K9,PVC Laminated Box File F/S Metal Clip,Office Supplies,BULK MRO APPROVED
42905,BM9P6A9,Pvc pressure suit with airline connection,Office Supplies,BULK MRO APPROVED
4532,BM0O8P1,"PVC Radium Tape, Size 2 Inch",Indicator Tape,BULK MRO APPROVED
4533,BM0O8P2,"PVC Radium Tape, Size 3 Inch",Indicator Tape,BULK MRO APPROVED
4534,BM0O8P3,"PVC Radium Tape, Size 6 Inch",Indicator Tape,BULK MRO APPROVED
35657,BM9L7W7,PVC SOLUTION SOLUTION,Stainless Steel Pipe Fittings,BULK MRO APPROVED
44472,BM9Q9P2,PVC Valves 110 mm,Office Supplies,BULK MRO APPROVED
44471,BM9U8L5,PVC Valves 75 mm,Office Supplies,BULK MRO APPROVED
29639,BM9G7K2,"PVDF Elbow PN10, Socket weld end, 900 For 25 NB pipe - BM9G7K2",Stainless Steel Pipe Fittings,BULK MRO APPROVED
29684,BM9G7Q2,"PVDF Elbow PN10, Socket weld end, 900 For 25 NB pipe - BM9G7Q2",Stainless Steel Pipe Fittings,BULK MRO APPROVED
29685,BM9G7Q3,"PVDF Socket, PN10 For 25 NB pipe",Stainless Steel Pipe Fittings,BULK MRO APPROVED
29702,BM9G7S2,"PVDF Union with FPM O-ring, PN 10 15 NB",Stainless Steel Pipe Fittings,BULK MRO APPROVED
19317,BM1G1I8,"QI PGRP1- XBEU , Grip Grater Rebranded Holds Tight, Grates Right",Accessories,BULK MRO APPROVED
19312,BM1G1I5,"QI PSWT2- BKEU , Switch V2 12-Piece Customizable Pocket Knife (BLACK)",Specialty Switches,BULK MRO APPROVED
19326,BM1G1J7,"QI PVTU1- XBEU , Ventu Rebranded Colander + Serving Bowl",Accessories,BULK MRO APPROVED
19310,BM1G1I3,"QI, PCOR1 - XBEU, Cordies Executive Rebranded Desktop Cord Manager",Accessories,BULK MRO APPROVED
19320,BM1G1J1,"QI, PPRT1-GY01, PORTER",Accessories,BULK MRO APPROVED
19328,BM1G1J9,"QI, PPZN2- OJ01, Zen Cosmetics (Orange)",Accessories,BULK MRO APPROVED
19329,BM1G1K0,"QI, PPZN2- PK01, Zen Cosmetics (PINK)",Accessories,BULK MRO APPROVED
19306,BM1G1I1,"QI, PSTM2-MT01 Stem Metal",Accessories,BULK MRO APPROVED
19188,BM1G1I0,"QI,MAN-1-CW1, MANTIS",Accessories,BULK MRO APPROVED
19322,BM1G1J3,"QI,PSTK1-WD01,ALL-IN-ONE BBQ FORK",Accessories,BULK MRO APPROVED
19318,BM1G1I9,"QI,THR-1-CW1,TETHER",Accessories,BULK MRO APPROVED
41459,BM9P4N2,"Q-Manager Single Belt Posts in Stainless Steel  Height :1 Meter Approx, Base :14 inches Diameter, Tube :2.5 Inches Diameter, Belt Length 7.6 Feet or 2.25 meter.Approx, Weight: 9-10 Kg approx, Cassette 3 Receiving,1 Extension end for 4 way connectivity",Signs,BULK MRO APPROVED
33685,BM9K5U8,Quad Ring Big-Dia 37.7 -  MOC -100% viton,Accessories,BULK MRO APPROVED
33684,BM9K5U7,"Quad Ring Small-Dia 12.499902, MOC -100% viton",Accessories,BULK MRO APPROVED
36798,BM9M4Y3,Qualfast Socket head screw QFT-610 1030S,Socket Head Cap Screws,BULK MRO APPROVED
36799,BM9M4Y4,Qualfast Socket head screw QFT-610 1035T,Socket Head Cap Screws,BULK MRO APPROVED
39898,BM9P2L3,Qualmark Adhesive Mount Accelerometer - A 10mV/g adhesive mount accelerometer which can be mounted directly onto the product being tested. Includes the accelerometer and cable with a BNC connector.,Vibration Meters,BULK MRO APPROVED
39624,BM9P1D1,"Quarter Plate(6""diamtr)",Sealants,BULK MRO APPROVED
32030,BM9J5A2,Quartz cells : 10mm(pk/2),Accessories,BULK MRO APPROVED
3305,BM1A6P4,Quick Action Clamp For Cone Flanges Dn 100,Other Components,BULK MRO APPROVED
3304,BM1A6P5,Quick Action Clamp For Cone Flanges Dn 125,Other Components,BULK MRO APPROVED
21524,BM1G2C5,"QUICK RELEASE CLAMP,ID 4IN",Clamp Meters,BULK MRO APPROVED
21525,BM1G2C6,"QUICK RELEASE,CLAMP,ID 6 IN",Clamp Meters,BULK MRO APPROVED
35072,BM9L4K6,QuikStop IIs Remote Cont. BAC-RC-0236-04,Accessories,BULK MRO APPROVED
