Inquiry Number,BM #,Description,SO #,Order Date,AR Invoice #,Inquiry Number,AR Invoice Date,Qty,Unit Price,Selling Price (as per SO / AR Invoice),Margin (in %),Tax Type,Tax Rate,Tax Amount,Gross Total Selling
515,BM1A5Z6,Flagging Tape Fluorescent Orange 150 ft,100000496,06-May-15,066/15.16,515,28-May-2015,6,356.33,2137.98,9%,12.5% VAT,13%,278,2416
515,BM1A5Z7,Flagging Tape Fluorescent Pink 150 ft,100000496,06-May-15,066/15.16,515,28-May-2015,6,353,2118,8%,12.5% VAT,13%,275,2393
515,BM1A5Z8,Flagging Tape Fluorescent Lime 150 ft,100000496,06-May-15,066/15.16,515,28-May-2015,6,353,2118,3%,12.5% VAT,13%,275,2393
515,BM1A5Z9,Flagging Tape Fluorescent Red 150 ft,100000496,06-May-15,066/15.16,515,28-May-2015,6,336.33,2017.98,4%,12.5% VAT,13%,262,2280
919,BM1A7N0,Film Cutter/Tape Splitter 6-1/2 In. Ylw,100000647,06-May-15,0186/15.16,919,8-Aug-2015,28,145,4480,7%,12.5% VAT,13%,582,5062
919,BM1A7N0,Film Cutter/Tape Splitter 6-1/2 In. Ylw,100000647,06-May-15,0264/15.16,919,22-Sep-2015,155,145,22475,10%,12.50% VAT,13%,2922,25397
919,BM1A7N0,Film Cutter/Tape Splitter 6-1/2 In. Ylw,100000647,06-May-15,036/15.16,919,29-Apr-2015,185,145,26825,10%,12.5% VAT,13%,3487,30312
919,BM1A7N0,Film Cutter/Tape Splitter 6-1/2 In. Ylw,100000647,06-May-15,0147/15.16,919,14-Jul-2015,115,145,17025,11%,12.50% VAT,13%,2213,19238
407,BM1A7I2,Mechanics Gloves Utility XL Orng/Ylw PR,200178,07-May-15,068/15.16,407,28-May-2015,94,2146,201724,31%,12.5% VAT,13%,26224,227948
407,BM1A7I1,"Mechanics Gloves, Utility, L, Orng/Ylw, PR",200178,07-May-15,093/15.16,407,13-Jun-2015,55,2146,118030,74%,12.5% VAT,13%,15344,133374
784,BM1A7L5,D1448 Lightweight Glove Poly/Cottn Men's L PR,100000460,07-May-15,041/15.16,784,7-May-2015,250,53.33,13332.5,42%,12.5% VAT,13%,1733,15066
311,BM1A8P8,"Gas springs 200N, Model no.-M2M2F52-070, 227-OXX-125N",100000504,10-May-15,037/15.16,311,4-May-2015,2,630,1260,40%,2.0% VAT,2%,25,1285
311,BM1A8P7,"Gas Springs 125N, Model no.-M2M2F52-070, 227-OXX-200N",100000504,10-May-15,037/15.16,311,4-May-2015,6,630,3780,40%,2.0% VAT,2%,76,3856
886,BM1A7S3,Nipple 1 1/4 X 5 In,100000634,16-May-15,0173/15.16,886,29-Jul-2015,1,177,177,34%,2.0% VAT,2%,4,181
886,BM1A7S0,Filter Vacuum 1 1/4 In,100000634,16-May-15,094/15.16,886,13-Jun-2015,1,10833,10833,34%,2.0% VAT,2%,217,11050
886,BM1A7S5,Coupling 1-1/4 In FNPT PVC,100000634,16-May-15,094/15.16,886,13-Jun-2015,1,331,331,34%,2.0% VAT,2%,7,338
886,BM1A7S3,Nipple 1 1/4 X 5 In,100000634,16-May-15,094/15.16,886,13-Jun-2015,1,177,177,34%,2.0% VAT,2%,4,181
791,BM1A6J4,Dry Suits,100000458,18-May-15,0150/15.16,791,17-Jul-2015,9,45000,405000,32%,12.5% VAT,13%,52650,457650
791,BM1A3M2,Dry Suits,100000458,18-May-15,0150/15.16,791,17-Jul-2015,8,45000,360000,24%,12.5% VAT,13%,46800,406800
585,BM1A7H2,Hose Clamp Dia 1.125x 0.152 Ylw Pk 25,100000483,19-May-15,0153/15.16,585,17-Jul-2015,2,1308,2791,31%,12.5% VAT,13%,363,3154
585,BM1A7H3,Hose Clamp Dia 1.500x 0.162 Ylw Pk 25,100000483,19-May-15,0153/15.16,585,17-Jul-2015,2,1749,3673,31%,12.5% VAT,13%,477,4150
959,BM1A6C9,5mm x 25 mtrs Roll,100000661,21-May-15,058/15.16,959,27-May-2015,40,220,9200,25%,5.0% VAT,5%,460,9660
960,BM1A6C7,10mm x 25 mtrs Roll,100000664,21-May-15,057/15.16,960,27-May-2015,1,504,504,32%,12.5% VAT,13%,66,570
271,BM1A6D1,Expanding Sealant Tape 3Inx6 ft 76.2 mil,100000495,23-May-15,0143/15.16,271,12-Jul-2015,2,3463,6926,-42%,2.0% VAT,2%,139,7065
271,BM1A6D0,Expndng Sealant Tape 1Inx12 ft 50.8 mil,100000495,23-May-15,0143/15.16,271,12-Jul-2015,2,2242,4484,-28%,2.0% VAT,2%,90,4574
1007,BM1A7E5,"TS,12--1224-BookArc for MacBook Vertical Laptop",100000667,26-May-15,095/15.16,1007,13-Jun-2015,12,2330,27960,6%,12.5% VAT,13%,3635,31595
1007,BM1A7F8,"TS,12--1427-SurfacePad for Iphone 6 Camel Leather Cover",100000667,26-May-15,095/15.16,1007,13-Jun-2015,36,1865,67140,6%,12.5% VAT,13%,8728,75868
1007,BM1A7F7,"TS,12--1426-SurfacePad for Iphone 6 Red Leather Cover",100000667,26-May-15,095/15.16,1007,13-Jun-2015,36,1865,67140,6%,12.5% VAT,13%,8728,75868
1007,BM1A7F6,"TS,12--1424-SurfacePad for Iphone 6 Black Leather Cover",100000667,26-May-15,095/15.16,1007,13-Jun-2015,36,1865,67140,6%,12.5% VAT,13%,8728,75868
1007,BM1A7F1,"TS,12--1419-BaseLift Intergrated Stand & Lamp Pad",100000667,26-May-15,095/15.16,1007,13-Jun-2015,48,1865,89520,6%,5.0% VAT,5%,4476,93996
1007,BM1A7E8,"TS,12--1314-Compass 2 for Ipad Mini-Black",100000667,26-May-15,095/15.16,1007,13-Jun-2015,36,1865,67140,6%,5.0% VAT,5%,3357,70497
1007,BM1A7E7,"TS,12--1312-Compass 2 for Ipad Mini-Silver Portable Stand",100000667,26-May-15,095/15.16,1007,13-Jun-2015,36,1865,67140,-17%,5.0% VAT,5%,3357,70497
1007,BM1A7E3,"TS,12--1222-HiRise for MacBook-Adjustable Stand",100000667,26-May-15,095/15.16,1007,13-Jun-2015,18,3265,58770,6%,5.0% VAT,5%,2939,61709
1007,BM1A7E9,"TS,12--1319-Book Travel Journal",100000667,26-May-15,095/15.16,1007,13-Jun-2015,6,4665,27990,6%,5.0% VAT,5%,1400,29390
1007,BM1A7G6,"TS,12-1436-HiRise Deluxe for Iphone- Gold",100000667,26-May-15,095/15.16,1007,13-Jun-2015,12,2800,33600,6%,5.0% VAT,5%,1680,35280
1007,BM1A7F4,"TS,12--1422-HiRise Deluxe for Iphone-Black",100000667,26-May-15,095/15.16,1007,13-Jun-2015,12,2800,33600,6%,5.0% VAT,5%,1680,35280
1007,BM1A7F3,"TS,12--1421-HiRise Deluxe for Iphone-Silver",100000667,26-May-15,095/15.16,1007,13-Jun-2015,12,2800,33600,6%,5.0% VAT,5%,1680,35280
1007,BM1A7G5,"TS,12-1435-Book for Iphone 6 Plus Black-All in One",100000667,26-May-15,095/15.16,1007,13-Jun-2015,36,2800,100800,6%,12.5% VAT,13%,13104,113904
1007,BM1A7G4,"TS,12-1434-Book for Iphone 6 Plus Brown-All in One",100000667,26-May-15,095/15.16,1007,13-Jun-2015,36,2800,100800,6%,12.5% VAT,13%,13104,113904
1007,BM1A7G3,"TS,12-1433-Book for Iphone 6 Black-All in One",100000667,26-May-15,095/15.16,1007,13-Jun-2015,36,2800,100800,6%,12.5% VAT,13%,13104,113904
1007,BM1A7G2,"TS,12-1432-Book for Iphone 6 Brown-All in One",100000667,26-May-15,095/15.16,1007,13-Jun-2015,36,2800,100800,6%,12.5% VAT,13%,13104,113904
1007,BM1A7F2,"TS,12--1420-BookArc for Mac Pro Stand",100000667,26-May-15,095/15.16,1007,13-Jun-2015,6,2800,16800,6%,5.0% VAT,5%,840,17640
1007,BM1A7E2,"TS,12--1211-Plug Bug World-10 Watt USB Global Charger",100000667,26-May-15,095/15.16,1007,13-Jun-2015,24,2100,50400,6%,5.0% VAT,5%,2520,52920
1007,BM1A7E4,"TS,12--1223-HiRise for Imac-Adjustable Stand",100000667,26-May-15,095/15.16,1007,13-Jun-2015,6,3735,22410,6%,5.0% VAT,5%,1121,23531
1007,BM1A7G1,"TS,12-1431-SurfacePad for Iphone 6 Plus Camel Leather Cover",100000667,26-May-15,095/15.16,1007,13-Jun-2015,36,2335,84060,6%,12.5% VAT,13%,10928,94988
1007,BM1A7G0,"TS,12-1430-SurfacePad for Iphone 6 Plus Red Leather Cover",100000667,26-May-15,095/15.16,1007,13-Jun-2015,36,2335,84060,25%,12.5% VAT,13%,10928,94988
1007,BM1A7F9,"TS,12--1428-SurfacePad for Iphone 6 Plus Black Leather Cover",100000667,26-May-15,095/15.16,1007,13-Jun-2015,36,2335,84060,6%,12.5% VAT,13%,10928,94988
1007,BM1A7F5,"TS,12--1423-ParcSlope for MacBook",100000667,26-May-15,095/15.16,1007,13-Jun-2015,3,2335,7005,6%,5.0% VAT,5%,350,7355
1007,BM1A7F0,"TS,12--1404-HiRise for Iphone/iPad Mini-Black",100000667,26-May-15,095/15.16,1007,13-Jun-2015,36,1635,58860,6%,5.0% VAT,5%,2943,61803
1007,BM1A7E6,"TS,12--1308-Ghost Stand for MacBook",100000667,26-May-15,095/15.16,1007,13-Jun-2015,24,1635,39240,6%,5.0% VAT,5%,1962,41202
1018,BM1A6J5,Hex Cap Screw Gr 8 3/8-16x3/4 PK25,100000433,26-May-15,0131/15.16,1018,10-Jul-2015,20,850,17000,50%,12.5% VAT,13%,2210,19210
995,BM1A7K2,Safety Clip Pk25,100000435,27-May-15,0159/15.16,995,20-Jul-2015,8,213,2004,41%,12.5% VAT,13%,261,2265
1016,BM1A7Q0,Spring Pin Slot Stl 24xM5 L Pk 100,100000434,27-May-15,0130/15.16,1016,10-Jul-2015,1,1661,1661,26%,12.5% VAT,13%,216,1877
255,BM1A7T4,Rubber Cord Buna 4.0mm Dia 25 Ft,100000562,28-May-15,065/15.16,255,28-May-2015,1,1195,1195,1%,12.5% VAT,13%,155,1350
255,BM1A7T2,Rubber Cord Buna 2.0mm Dia 10 Ft,100000562,28-May-15,065/15.16,255,28-May-2015,1,287,287,6%,12.5% VAT,13%,37,324
255,BM1A7T6,Rubber Cord Buna 6.0mm Dia 10 Ft,100000562,28-May-15,092/15.16,255,13-Jun-2015,1,678,678,7%,12.5% VAT,13%,88,766
255,BM1A7T5,Rubber Cord Buna 4.5mm Dia 25 Ft,100000562,28-May-15,092/15.16,255,13-Jun-2015,1,1475,1475,15%,12.5% VAT,13%,192,1667
255,BM1A7T3,Rubber Cord Buna 2.4mm Dia 25 Ft,100000562,28-May-15,092/15.16,255,13-Jun-2015,1,981,981,25%,12.5% VAT,13%,128,1109
255,BM1A7T7,Rubber Cord Buna 6.5mm Dia 10 Ft,100000562,28-May-15,092/15.16,255,13-Jun-2015,1,892,892,28%,12.5% VAT,13%,116,1008
419,BM1A6F8,Siphon Spray Gun 0.128In/3.3mm,100000514,28-May-15,064/15.16,419,28-May-2015,2,14369,28738,21%,12.5% VAT,13%,3736,32474
532,BM1A4P1,16 persons capacity liferaft with cylinder,100000492,28-May-15,069/15.16,532,29-May-2015,1,70500,70500,2%,12.5% VAT,13%,9165,79665
915,BM1A6H6,Odor Neutralizer Gel 1 lb. Clear,100000441,28-May-15,0137/15.16,915,10-Jul-2015,10,1854,18540,36%,12.5% VAT,13%,2410,20950
1032,BM1A6D3,"Wire Brush, SS, 3 Rows, 7-1/2 in. L, Plastic",100000430,28-May-15,0154/15.16,1032,17-Jul-2015,10,396.2,3962,61%,2.0% VAT,2%,79,4041
901,BM1A6I5,"Safety Shoes - Brand: Tiger, Model: Lorex Low Ankle",100000643,01-Jun-15,079/15.16,901,8-Jun-2015,46,750,34500,-7%,12.5% VAT,13%,4485,38985
901,BM1A6I6,"Eyewear- Brand: Karam, Model: ES001",100000643,01-Jun-15,079/15.16,901,8-Jun-2015,50,49,2450,-7%,12.5% VAT,13%,319,2769
1071,BM1A7G8,Piegon Net Plastic,100000422,01-Jun-15,078/15.16,1071,8-Jun-2015,150,188,28256,-9%,5.0% VAT,5%,1413,29669
1021,BM1A6H8,Axxon 410 Degreaser,100000431,02-Jun-15,072/15.16,1021,4-Jun-2015,10,550,5700,28%,12.5% VAT,13%,741,6441
1081,BM1A7I8,Crimped Wire Wheel Brush Stem 2 In.,100000420,02-Jun-15,0183/15.16,1081,7-Aug-2015,10,1004,10040,15%,12.5% VAT,13%,1305,11345
481,BM1A4Q6,Music Wire Spring Steel .125 In PK9,100000622,03-Jun-15,0122/15.16,481,8-Jul-2015,2,1499,3608,61%,12.5% VAT,13%,469,4077
554,BM1A6F1,Jerry can,100000487,03-Jun-15,096/15.16,554,15-Jun-2015,1,1750,1750,5%,12.5% VAT,13%,228,1978
971,BM1A6E5,Bucket 100L,100000665,03-Jun-15,076/15.16,971,6-Jun-2015,15,808,12120,4%,5.0% VAT,5%,606,12726
975,BM1A6G7,Emperor Brand Safety Shoes Duke Module Size 4,100000666,03-Jun-15,075/15.16,975,6-Jun-2015,2,595,1190,6%,12.5% VAT,13%,155,1345
975,BM1A6G8,Emperor Brand Safety Shoes Duke Module Size 5,100000666,03-Jun-15,075/15.16,975,6-Jun-2015,3,595,1785,6%,12.5% VAT,13%,232,2017
975,BM1A6H0,Emperor Brand Safety Shoes Duke Module Size 7,100000666,03-Jun-15,075/15.16,975,6-Jun-2015,5,595,2975,6%,12.5% VAT,13%,387,3362
975,BM1A6H1,Emperor Brand Safety Shoes Duke Module Size 8,100000666,03-Jun-15,075/15.16,975,6-Jun-2015,10,595,5950,6%,12.5% VAT,13%,774,6724
975,BM1A6H2,Emperor Brand Safety Shoes Duke Module Size 9,100000666,03-Jun-15,075/15.16,975,6-Jun-2015,10,595,5950,6%,12.5% VAT,13%,774,6724
975,BM1A6H4,Emperor Brand Safety Shoes Duke Module Size 10,100000666,03-Jun-15,075/15.16,975,6-Jun-2015,10,595,5950,6%,12.5% VAT,13%,774,6724
975,BM1A6H5,Emperor Brand Safety Shoes Duke Module Size 11,100000666,03-Jun-15,075/15.16,975,6-Jun-2015,10,595,5950,6%,12.5% VAT,13%,774,6724
975,BM1A6H7,Emperor Brand Safety Shoes Duke Module Size 12,100000666,03-Jun-15,075/15.16,975,6-Jun-2015,5,595,2975,6%,12.5% VAT,13%,387,3362
1033,BM1A6D7,TERMINAL STRIPS-IMPA: 79 46/36,100000429,03-Jun-15,073/15.16,1033,4-Jun-2015,2,40,80,0%,12.5% VAT,13%,10,90
1033,BM1A6D9,TERMINAL STRIPS-IMPA: 79 46/40,100000429,03-Jun-15,073/15.16,1033,4-Jun-2015,2,100,200,1%,12.5% VAT,13%,26,226
1033,BM1A6E2,DISTILLED WATER-IN LITRES,100000429,03-Jun-15,073/15.16,1033,4-Jun-2015,25,24,600,6%,12.5% VAT,13%,78,678
1033,BM1A6D5,GLASS TYPE FUSES-IMPA: 79 36 54,100000429,03-Jun-15,073/15.16,1033,4-Jun-2015,25,8,200,13%,12.5% VAT,13%,26,226
1033,BM1A6E0,"BEDLIGHT FITTING--FOR MAIN SWITCH BOARD - 220 V, LENTH 18 INCH.",100000429,03-Jun-15,073/15.16,1033,4-Jun-2015,12,848,10176,17%,12.5% VAT,13%,1323,11499
1033,BM1A6D4,GLASS TYPE FUSES-IMPA: 79 36 48,100000429,03-Jun-15,073/15.16,1033,4-Jun-2015,25,8,200,20%,12.5% VAT,13%,26,226
1033,BM1A6D8,TERMINAL STRIPS-IMPA: 79 46 /38,100000429,03-Jun-15,073/15.16,1033,4-Jun-2015,2,70,140,41%,12.5% VAT,13%,18,158
957,BM0L8J4,Cross Pad 1-1/2 x 1-1/2 x 1/2 80 Grit,100000651,04-Jun-15,070/15.16,957,4-Jun-2015,100,212,21200,99%,12.5% VAT,13%,2756,23956
957,BM0L8K1,Threaded Mandrel,100000651,04-Jun-15,070/15.16,957,4-Jun-2015,10,955,9550,65%,12.5% VAT,13%,1242,10792
1017,BM99999,Packing and Freight,100000754,04-Jun-15,097/15.16,1017,15-Jun-2015,1,4947,4947,-46%,0,0%,-,4947
1017,BM1A6G6,T shirts - XXXL,100000754,04-Jun-15,097/15.16,1017,15-Jun-2015,24,245,5880,10%,5.0% VAT,5%,294,6174
1017,BM1A6G4,T shirts - XL,100000754,04-Jun-15,097/15.16,1017,15-Jun-2015,145,245,35525,10%,5.0% VAT,5%,1776,37301
1017,BM1A6G3,T shirts - Large,100000754,04-Jun-15,097/15.16,1017,15-Jun-2015,147,245,36015,10%,5.0% VAT,5%,1801,37816
1017,BM1A6G5,T shirts - XXL,100000754,04-Jun-15,097/15.16,1017,15-Jun-2015,147,245,36015,10%,5.0% VAT,5%,1801,37816
1017,BM1A6G2,T shirts - Medium,100000754,04-Jun-15,097/15.16,1017,15-Jun-2015,152,245,37240,10%,5.0% VAT,5%,1862,39102
1017,BM1A6G1,T shirts - Small,100000754,04-Jun-15,097/15.16,1017,15-Jun-2015,26,245,6370,10%,5.0% VAT,5%,319,6689
690,BM0O4B2,Storm Pro2 Storm Tracker Hand Held Unit,100001175-1,05-Jun-15,0104/15.16,690,23-Jun-2015,3,52500,158435,23%,12.5% VAT,13%,20597,179032
1011,BM1A6J9,PU Safewell back Gloves I Size,200229,05-Jun-15,0127/15.16,1011,7-Jul-2015,74,28,2072,0%,12.5% VAT,13%,269,2341
1011,BM1A6J0,Cut Proof Gloves - level 2,200229,05-Jun-15,098/15.16,1011,15-Jun-2015,20,53,1060,19%,12.5% VAT,13%,138,1198
1011,BM1A6J0,Cut Proof Gloves - level 2,200229,05-Jun-15,098/15.16,1011,15-Jun-2015,30,53,1590,21%,12.5% VAT,13%,207,1797
1011,BM1A6I9,Welding Goggles - Karam ES004,200229,05-Jun-15,098/15.16,1011,15-Jun-2015,2,520,1040,19%,5.0% VAT,5%,52,1092
1011,BM1A6I8,"Welding Apron - Leather 24"" x 36""",200229,05-Jun-15,098/15.16,1011,15-Jun-2015,2,160,320,19%,5.0% VAT,5%,16,336
1011,BM1A6J1,Polka Dotted Gloves,200229,05-Jun-15,098/15.16,1011,15-Jun-2015,50,19,950,21%,12.5% VAT,13%,124,1074
1020,BM1A6O7,Vented Bump Cap S-28- Color Green,100000432,05-Jun-15,0114/15.16,1020,27-Jun-2015,3,1650,5250,33%,2.0% VAT,2%,105,5355
1020,BM1A6O8,"DYNAFLEX 5 - Cut Resistant Gloves, Gray, L, PR level 5",100000432,05-Jun-15,0115/15.16,1020,27-Jun-2015,2,550,1100,51%,2.0% VAT,2%,22,1122
1066,BM1A6J3,Euroclean Star 120 Volt,100000498,05-Jun-15,085/15.16,1066,12-Jun-2015,1,10800,11525,13%,2.0% VAT,2%,231,11756
1066,BM1A6J2,"Fluorescent Lamp, Make: Philips/EQUIV, Watts: 36W",100000498,05-Jun-15,085/15.16,1066,12-Jun-2015,200,47,10125,15%,2.0% VAT,2%,203,10328
1273,BM1A6J8,Jacket Orange Vizwear Make,100000946,05-Jun-15,0102/15.16,1273,17-Jun-2015,150,72,10800,18%,5.0% VAT,5%,540,11340
1273,BM1A6J6,Jacket Green Vizwear Make,100000946,05-Jun-15,0102/15.16,1273,17-Jun-2015,150,72,10800,18%,5.0% VAT,5%,540,11340
1273,BM1A6J8,Jacket Orange Vizwear Make,100000946,05-Jun-15,0533/15.16,1273,4-Mar-2016,50,72,3600,6%,12.5% VAT,13%,468,4068
1273,BM1A6J6,Jacket Green Vizwear Make,100000946,05-Jun-15,0533/15.16,1273,4-Mar-2016,50,72,3600,6%,12.5% VAT,13%,468,4068
1273,BM1A6J8,Jacket Orange Vizwear Make,100000946,05-Jun-15,0127/15.16,1273,7-Jul-2015,200,72,14400,19%,12.5% VAT,13%,1872,16272
1273,BM1A6J6,Jacket Green Vizwear Make,100000946,05-Jun-15,0127/15.16,1273,7-Jul-2015,200,72,14900,22%,12.5% VAT,13%,1937,16837
1116,BM1A7P4,Push On Hose Barb 1/4 In ID,100000418,06-Jun-15,0133/15.16,1116,10-Jul-2015,12,105,1260,8%,12.5% VAT,13%,164,1424
1116,BM1A7Q1,Hex Head Plug Brass 1/4 In.,100000418,06-Jun-15,0133/15.16,1116,10-Jul-2015,4,47,188,14%,12.5% VAT,13%,24,212
1117,BM1A4R3,Extra Long Socket Bit 1/2 Dr 1/4 In Hex,100000417,06-Jun-15,0134/15.16,1117,10-Jul-2015,2,1111,2222,-5%,12.5% VAT,13%,289,2511
1117,BM1A6B5,Drive Pin Punch Set 7 Pieces Steel,100000417,06-Jun-15,0134/15.16,1117,10-Jul-2015,1,3327,3327,-2%,12.5% VAT,13%,433,3760
1117,BM1A7K9,Straight Pipe Wrench Steel 6 in L,100000417,06-Jun-15,0134/15.16,1117,10-Jul-2015,1,1257,1257,1%,12.5% VAT,13%,163,1420
1117,BM1A4R0,Socket Bit Set 3/8 1/2 In Dr 10 pc,100000417,06-Jun-15,0134/15.16,1117,10-Jul-2015,1,7739,7739,3%,12.5% VAT,13%,1006,8745
1117,BM1A6B0,Adjustable Wrench 6 in. Chrome Cushion,100000417,06-Jun-15,0134/15.16,1117,10-Jul-2015,2,959,1918,-23%,12.5% VAT,13%,249,2167
1117,BM1A7P6,Socket Set 3/8 In Dr 22 pc,100000417,06-Jun-15,0134/15.16,1117,10-Jul-2015,1,16312,16312,3%,12.5% VAT,13%,2121,18433
1117,BM1A4R1,Handle Hinge 1/2 Dr 18 5/8 In Chrome,100000417,06-Jun-15,0134/15.16,1117,10-Jul-2015,2,3840,7680,7%,12.5% VAT,13%,998,8678
1117,BM1A7K8,Adjustable Wrench Set Satin Steel 3 PC,100000417,06-Jun-15,0134/15.16,1117,10-Jul-2015,1,6971,6971,7%,12.5% VAT,13%,906,7877
1133,BM0L8R9,"Tarpaulin Sheet-200GSM-Cut Size 10.9 mtrs x 10.9 mtrs, Finish Size 10.6 mtrs x 10.3 mtrs",200167,06-Jun-15,082/15.16,1133,11-Jun-2015,12,4200,55227,18%,12.5% VAT,13%,7180,62407
1133,BM0L8R9,"Tarpaulin Sheet-200GSM-Cut Size 10.9 mtrs x 10.9 mtrs, Finish Size 10.6 mtrs x 10.3 mtrs",200167,06-Jun-15,083/15.16,1133,11-Jun-2015,3,4200,13500,-1%,12.5% VAT,13%,1755,15255
1133,BM0L8R8,"Tarpaulin Sheet-200GSM-Cut Size 8.18 mtrs x 4.54 mtrs, Finish Size 7.87 mtrs x 4.24 mtrs",200167,06-Jun-15,082/15.16,1133,11-Jun-2015,6,1000,8413,48%,12.5% VAT,13%,1094,9507
1133,BM0L8R8,"Tarpaulin Sheet-200GSM-Cut Size 8.18 mtrs x 4.54 mtrs, Finish Size 7.87 mtrs x 4.24 mtrs",200167,06-Jun-15,083/15.16,1133,11-Jun-2015,5,1000,6500,43%,12.5% VAT,13%,845,7345
1138,BM0O3Z8,Digital Vernier caliper - 300 MM,100000491,06-Jun-15,0108/15.16,1138,24-Jun-2015,1,3500,3700,-115%,12.5% VAT,13%,481,4181
257,BM1A8O1,Mouthpiece-Assembly,100000565,08-Jun-15,077/15.16,257,8-Jun-2015,20,18975,379500,-8%,,0%,-,379500
257,BM1A8O2,APP Training Version,100000565,08-Jun-15,077/15.16,257,8-Jun-2015,10,36450.5,364505,-1%,,0%,-,364505
257,BM1A8O3,Cover Training AAP,100000565,08-Jun-15,077/15.16,257,8-Jun-2015,30,4185,125550,9%,,0%,-,125550
257,BM1A8N0,Chemgene (HLD4L) 7508,100000565,08-Jun-15,045/15.16,257,9-May-2015,12,8462.5,101550,22%,,0%,-,101550
257,BM1A8M9,Manual Inflator Cap 7542,100000565,08-Jun-15,045/15.16,257,9-May-2015,30,621,18630,22%,,0%,-,18630
257,BM1A8N0,Chemgene (HLD4L) 7508,100000565,08-Jun-15,077/15.16,257,8-Jun-2015,12,8463,101556,22%,,0%,-,101556
257,BM1A8O0,Bellows Neck MSL5 Seamtite 1048,100000565,08-Jun-15,045/15.16,257,9-May-2015,15,666,9990,22%,,0%,-,9990
257,BM1A8N8,Bellows Neck MSL4 Seamtite 1047,100000565,08-Jun-15,045/15.16,257,9-May-2015,36,666,23976,22%,,0%,-,23976
257,BM1A8N6,Latex Neckseal MSL 3 Seamtite 1035,100000565,08-Jun-15,045/15.16,257,9-May-2015,42,666,27972,22%,,0%,-,27972
257,BM1A8N4,Bellows Seal MSL2 Seamtite 1022,100000565,08-Jun-15,045/15.16,257,9-May-2015,12,666,7992,22%,,0%,-,7992
257,BM1A8N3,Cuff-Latex MSL C Seamtite 1051,100000565,08-Jun-15,045/15.16,257,9-May-2015,30,417,12510,22%,,0%,-,12510
257,BM1A8N2,Cuff-Latex MSL B Seamtite 1005,100000565,08-Jun-15,045/15.16,257,9-May-2015,72,417,30024,22%,,0%,-,30024
257,BM1A8N1,Cuff-Latex MSL A Seamtite 1050,100000565,08-Jun-15,045/15.16,257,9-May-2015,108,417,45036,22%,,0%,-,45036
858,BM0Z1E8,"3M Scotch 610 Tape Size:1"" width, length 60 ft., Color Transparent",100001410,08-Jun-15,084/15.16,858,11-Jun-2015,6,1200,7200,1%,12.5% VAT,13%,936,8136
1053,BM1A6E9,PORTABLE BLOWERS 220 V -,200197,08-Jun-15,080/15.16,1053,9-Jun-2015,2,3508,7016,14%,12.5% VAT,13%,912,7928
568,BM1A6C3,"Canvas Shoes Make: Bata, Size 7",100000484,09-Jun-15,081/15.16,568,9-Jun-2015,5,278,1390,9%,12.5% VAT,13%,181,1571
568,BM1A6C4,"Canvas Shoes Make: Bata, Size 8",100000484,09-Jun-15,081/15.16,568,9-Jun-2015,15,278,4170,-35%,12.5% VAT,13%,542,4712
568,BM1A6C5,"Canvas Shoes Make: Bata, Size 9",100000484,09-Jun-15,081/15.16,568,9-Jun-2015,15,278,4170,-35%,12.5% VAT,13%,542,4712
568,BM1A6C6,"Canvas Shoes Make: Bata, Size 10",100000484,09-Jun-15,081/15.16,568,9-Jun-2015,15,278,4170,-35%,12.5% VAT,13%,542,4712
675,BM1A7T1,Cordless Screwdriver Kit 9-1/2 in L,100000471,09-Jun-15,0136/15.16,675,10-Jul-2015,3,10292,30876,27%,2.0% VAT,2%,618,31494
1008,BM1A6D2,Cisco Fiber Switch Model: WS-C2960-24TC-L.,100000668,09-Jun-15,0106/15.16,1008,23-Jun-2015,6,45675,274050,100%,12.5% VAT,13%,35627,309677
1044,BM1A7G7,Cisco GLC-SX-MMD SFP Module,100000756,09-Jun-15,0107/15.16,1044,23-Jun-2015,6,12444.5,74667,100%,12.5% VAT,13%,9707,84374
1048,BM1A6T2,Floor Safety Sign Caution Wet Flr Eng PP,100000424,10-Jun-15,0132/15.16,1048,10-Jul-2015,6,2000,12000,43%,12.5% VAT,13%,1560,13560
1097,BM1A6I7,Air Filter Regulator,100000493,10-Jun-15,0112/15.16,1097,26-Jun-2015,2,2896,6392,30%,12.5% VAT,13%,831,7223
1173,BM1A7N0,Film Cutter/Tape Splitter 6-1/2 In. Ylw,100000490,11-Jun-15,099/15.16,1173,16-Jun-2015,18,195,3510,24%,12.5% VAT,13%,456,3966
352,BM1A4P0,"Brush, Motor, Pk2, Dayton - 1RB93",100000593,13-Jun-15,087/15.16,352,13-Jun-2015,1,1406,1656,-126%,12.5% VAT,13%,215,1871
352,BM1A6V6,Universal AC/DC Mtr 1/2hp 10 000rpm 115V,100000593,13-Jun-15,087/15.16,352,13-Jun-2015,1,21675,21925,-15%,12.5% VAT,13%,2850,24775
660,BM1A7R7,Joystick Operator 22mm 4 Dir Momentary,100000475,13-Jun-15,091/15.16,660,13-Jun-2015,1,12800,12800,-20%,2.0% VAT,2%,256,13056
729,BM1A7J1,Wrist Pad Gel Blk,100000461,13-Jun-15,090/15.16,729,13-Jun-2015,133,570,75810,-21%,12.5% VAT,13%,9855,85665
