Inside Sales Name,Client Order Date,Price Currency,Document Rate,Magento Company Name,Company Alias,Inquiry Number,So #,Order Date,Bm #,Description,Order Qty,Unit Selling Price,Freight,Tax Type,Tax Rate,Tax Amount,Total Selling Price,Total Landed Cost,Unit cost price,Margin,Margin (In %),Kit,AE,sprint_total,sprint_total_with_tax,bible_total,bible_total_with_tax,Abs. Mismatch,Mismatch
Gajendra Pawar,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Y3,Grinder Small De Walt,1,2426.51,0,5.0% VAT,5.00%,121.3255,2426.51,1911,1911,515.51,21.24%,No,No,2300,2415,2426.51,2547.84,132.84,-132.84
Gajendra Pawar,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Y4,180MM Large Angle Grinder,1,9024.5,0,5.0% VAT,5.00%,451.225,9024.5,7250,7250,1774.5,19.66%,No,No,8554,8981.7,9024.5,9475.73,494.029999999999,-494.029999999999
Gajendra Pawar,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Y5,Swaging & Flaring Tools,1,1343,0,12.5% VAT,13.00%,174.59,1343,215,215,1128,83.99%,No,No,1273,1438.49,1343,1517.59,79.0999999999999,-79.0999999999999
Others,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Y6,"Impact Wrench Big 1"" POWER GRIP",1,20405.63,0,12.5% VAT,13.00%,2652.7319,20405.63,20423,20423,-17.369999999999,-0.09%,No,No,19342,21856.46,20405.63,23058.36,1201.9,-1201.9
Others,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Y7,"Impact Wrench Small Shinano SI 1420B 3/8"" SQ DRIVE",1,4479.49,0,12.5% VAT,13.00%,582.3337,4479.49,4622,4622,-142.51,-3.18%,No,No,4246,4797.98,4479.49,5061.82,263.84,-263.84
Gajendra Pawar,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Z0,Ratchet Die Stock Type no.62 Set Set tap & die set,1,2342.08,0,12.5% VAT,13.00%,304.4704,2342.08,2150,2150,192.08,8.20%,No,No,2220,2508.6,2342.08,2646.55,137.95,-137.95
Gajendra Pawar,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Z1,Sanding Machine Pneumatic Polisher,1,15726.74,0,12.5% VAT,13.00%,2044.4762,15726.74,4837,4837,10889.74,69.24%,No,No,14907,16844.91,15726.74,17771.22,926.310000000001,-926.310000000001
Gajendra Pawar,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Z2,Hydraulic Jack Hi-Force - 2 TON,1,5972.3,0,12.5% VAT,13.00%,776.399,5972.3,699,699,5273.3,88.30%,No,No,5661,6396.93,5972.3,6748.7,351.77,-351.77
Pooja Tirwadkar,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Z3,Welding Machine 200AMP RILOX BRAND,1,9953.84,0,12.5% VAT,13.00%,1293.9992,9953.84,10141,10141,-187.16,-1.88%,No,No,9435,10661.55,9953.84,11247.84,586.290000000001,-586.290000000001
Gajendra Pawar,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Z4,Spray Gun Paint F200,1,2424.37,0,12.5% VAT,13.00%,315.1681,2424.37,1881,1881,543.37,22.41%,No,No,2298,2596.74,2424.37,2739.54,142.8,-142.8
Gajendra Pawar,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Z5,"RIVETER MEDIUM DUTY, C/W 3 NOSE PIECES",1,707.91,0,5.0% VAT,5.00%,35.3955,707.91,565,565,142.91,20.19%,No,No,671,704.55,707.91,743.31,38.76,-38.76
Gajendra Pawar,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Z6,Riveter Air SG0810,1,5972.3,0,12.5% VAT,13.00%,776.399,5972.3,2848,2848,3124.3,52.31%,No,No,5661,6396.93,5972.3,6748.7,351.77,-351.77
Others,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Z7,Silicone Gun - 380 ML,1,349.2,0,12.5% VAT,13.00%,45.396,349.2,355,355,-5.80000000000001,-1.66%,No,No,331,374.03,349.2,394.6,20.57,-20.57
Gajendra Pawar,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Z8,Clamp Ammeter Hioki,1,1791.37,0,12.5% VAT,13.00%,232.8781,1791.37,1290,1290,501.37,27.99%,No,No,1698,1918.74,1791.37,2024.25,105.51,-105.51
Others,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A6Z9,Multitester Digital Hioki,1,1244.89,0,12.5% VAT,13.00%,161.8357,1244.89,1182,1182,62.8900000000001,5.05%,No,No,1180,1333.4,1244.89,1406.73,73.3299999999999,-73.3299999999999
Others,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A7A0,CORDLESS SCREW DRIVER,1,1949.62,0,12.5% VAT,13.00%,253.4506,1949.62,1989,1989,-39.3800000000001,-2.02%,No,No,1848,2088.24,1949.62,2203.07,114.83,-114.83
Gajendra Pawar,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A7A1,"BOLT CUTTER-TUBULAR HANDLE, 457mm-18",1,891.48,0,5.0% VAT,5.00%,44.574,891.48,801,801,90.48,10.15%,No,No,845,887.25,891.48,936.05,48.8,-48.8
Gajendra Pawar,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A7A2,Safety Helmet,1,253.2,0,12.5% VAT,13.00%,32.916,253.2,129,129,124.2,49.05%,No,No,240,271.2,253.2,286.12,14.92,-14.92
Gajendra Pawar,25-Jul-15,INR,1,SPS International Services India Pvt. Ltd.,SPS International,1401,200202,26-Aug-15,BM1A7A3,White screen - Transperant - Face Shield,1,232.1,0,12.5% VAT,13.00%,30.173,232.1,188,188,44.1,19.00%,No,No,220,248.6,232.1,262.27,13.67,-13.67
Sukriti Ranjan,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7A6,Part # 997694-S - OIL FILTER WRENCH STRAP TYPE Make: Stanley,3,499.71,0,5.0% VAT,5.00%,74.9565,1499.13,1215,405,284.13,18.95%,No,No,1401,1471.05,1499.13,1574.09,103.04,-103.04
Shailender Agarwal,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7B2,"CRIMPING PLIER, 230mm- 9",2,214,0,12.5% VAT,13.00%,55.64,428,348,174,80,18.69%,No,No,400,452,428,483.64,31.64,-31.64
Lavanya Jamma,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7C1,"Part # 84-258-23 - CABLE CUTTER, LEN 250mm-10, MAX 60SQ. mm Make: Stanley",3,589.593333333333,0,5.0% VAT,5.00%,88.439,1768.78,1437,479,331.78,18.76%,No,No,1653,1735.65,1768.78,1857.22,121.57,-121.57
Lavanya Jamma,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7C6,"Part # 84-108-23 - PLIER DIAGONAL CUTTING, 177mm-7 Make: Stanley",3,257.826666666667,0,12.5% VAT,13.00%,100.5524,773.48,627,209,146.48,18.94%,No,No,723,816.99,773.48,874.03,57.04,-57.04
Shailender Agarwal,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7D5,"Part # 84-135-1-23 - PLASTIC NIPPER, PLIER 152mm-6 Make: Stanley",3,434.423333333333,0,12.5% VAT,13.00%,169.4251,1303.27,1239,413,64.27,4.93%,No,No,1218,1376.34,1303.27,1472.7,96.3600000000001,-96.3600000000001
Others,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7F4,"KNIFE BLADES 9mm Len 85mm, 10 Disp-100PC",3,885.753333333333,0,5.0% VAT,5.00%,132.863,2657.26,2154,718,503.26,18.94%,No,No,2484,2608.2,2657.26,2790.12,181.92,-181.92
Others,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7G2,Part # 54-114 - Ball Pein Hammer 450gms-16 Make: Stanley,3,307.086666666667,0,5.0% VAT,5.00%,46.063,921.26,723,241,198.26,21.52%,No,No,861,904.05,921.26,967.32,63.2700000000001,-63.2700000000001
Others,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7G4,Part # 54-118 - Ball Pein Hammer 900gms-32 Make: Stanley,3,467.59,0,5.0% VAT,5.00%,70.1385,1402.77,1104,368,298.77,21.30%,No,No,1311,1376.55,1402.77,1472.91,96.3600000000001,-96.3600000000001
Shailender Agarwal,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7H9,"Part # 57-056-23 - SOFT FACE HAmmER W/WOOD HANDLE, 35mm Make: Stanley",3,781.106666666667,0,12.5% VAT,13.00%,304.6316,2343.32,1902,634,441.32,18.83%,No,No,2190,2474.7,2343.32,2647.95,173.25,-173.25
Others,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7I4,"Part # 15-166 - HACKSAW-STLFrm,450mm-17 3/4,bld-305mm-12 Make: Stanley",3,966.25,0,5.0% VAT,5.00%,144.9375,2898.75,2349,783,549.75,18.97%,No,No,2709,2844.45,2898.75,3043.69,199.24,-199.24
Swati Bhosale,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7I9,"Part # 84-002-22 - VDE COMBINATION PLIER,
200mm-8 Make: Stanley",3,1312.53,0,12.5% VAT,13.00%,511.8867,3937.59,3489,1163,448.59,11.39%,No,No,3849.81,4350.29,3937.59,4449.48,99.1899999999996,-99.1899999999996
Swati Gaikwad,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7J0,Part # 65-980 - VDE 6 PC SET WITH BONUS Make: Stanley,3,1669.19333333333,0,5.0% VAT,5.00%,250.379,5007.58,4062,1354,945.58,18.88%,No,No,4680,4914,5007.58,5257.96,343.96,-343.96
Others,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7J1,Part # 1-86-405 - FLEX HANDLE 1/2 SQ. DR. 250mm-10 Make: Stanley,3,360.586666666667,0,5.0% VAT,5.00%,54.088,1081.76,1026,342,55.76,5.15%,No,No,1011,1061.55,1081.76,1135.85,74.3,-74.3
Shailender Agarwal,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7M1,IMPACT SOCKET 1/2 SQ. DR. 6 PT 27mm Make: Stanley,1,163.71,0,12.5% VAT,13.00%,21.2823,163.71,1001,1001,-837.29,-511.45%,No,No,153,172.89,163.71,184.99,12.1,-12.1
Davinder Singh,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7O7,"Part # STHT1-43103 - STANLEY CLASSIC BOX LEVEL
24-60CM Make: Stanley",3,733.663333333333,0,5.0% VAT,5.00%,110.0495,2200.99,1785,595,415.99,18.90%,No,No,2057.01,2159.86,2200.99,2311.04,151.18,-151.18
Others,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7P6,Part # 70115-S - FEELER GAUGE 25 BALDES - 0.04 TO 1.00mm Make: Stanley,3,317.786666666667,0,5.0% VAT,5.00%,47.668,953.36,774,258,179.36,18.81%,No,No,891,935.55,953.36,1001.03,65.48,-65.48
Shailender Agarwal,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7Q6,"Part # 84-369-1-23 - BI-Mat Handl, Curv Lock PLIER, 254mm-10 Make: Stanley",3,599.746666666667,0,12.5% VAT,13.00%,233.9012,1799.24,1488,496,311.24,17.30%,No,No,1719,1942.47,1799.24,2033.14,90.6700000000001,-90.6700000000001
Others,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7Q8,"Part # 84-102-23 - PLIER LONG NOSE, 203mm-8 Make: Stanley",5,277.132,0,5.0% VAT,5.00%,69.283,1385.66,1125,225,260.66,18.81%,No,No,1295,1359.75,1385.66,1454.94,95.1900000000001,-95.1900000000001
Others,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7R1,"Part # 84-446-23 - PLIER CIRCLIP, BENT INTERNAL, 130mm-5 Make: Stanley",6,233.261666666667,0,5.0% VAT,5.00%,69.9785,1399.57,1134,189,265.57,18.98%,No,No,1308,1373.4,1399.57,1469.55,96.1499999999999,-96.1499999999999
Others,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7R2,"Part # 84-447-23 - PLIER CIRCLIP, BENT INTERNAL, 180mm-7 Make: Stanley",3,312.093333333333,0,5.0% VAT,5.00%,46.814,936.28,759,253,177.28,18.93%,No,No,875.01,918.76,936.28,983.09,64.33,-64.33
Davinder Singh,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7R3,"Part # 84-448-23 - PLIER CIRCLIP, BENT INTERNAL, 230mm-9 Make: Stanley",3,386.623333333333,0,5.0% VAT,5.00%,57.9935,1159.87,939,313,220.87,19.04%,No,No,1083.99,1138.19,1159.87,1217.86,79.6699999999998,-79.6699999999998
Davinder Singh,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7R4,"Part # 84-332-23 - PLIER CIRCLIP, STRAIGHT EXTERNAL,130mm-5 Make: Stanley",3,243.96,0,5.0% VAT,5.00%,36.594,731.88,567,189,164.88,22.53%,No,No,684,718.2,731.88,768.47,50.27,-50.27
Shailender Agarwal,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7R5,"Part # 84-334-23 - PLIER CIRCLIP, STRAIGHT EXTERNAL,180mm-7 Make: Stanley",3,306.023333333333,0,12.5% VAT,13.00%,119.3491,918.07,747,249,171.07,18.63%,No,No,858,969.54,918.07,1037.42,67.8800000000001,-67.8800000000001
Gajendra Pawar,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7R6,"Part # 84-335-23 - PLIER CIRCLIP, STRAIGHT EXTERNAL,230mm-9 Make: Stanley",3,387,0,5.0% VAT,5.00%,58.05,1161,939,313,222,19.12%,No,No,1085.01,1139.26,1161,1219.05,79.79,-79.79
Davinder Singh,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7R7,"Part # 84-338-23 - PLIER CIRCLIP, BENT EXTERNAL,
130mm-5 Make: Stanley",3,243.96,0,5.0% VAT,5.00%,36.594,731.88,567,189,164.88,22.53%,No,No,684,718.2,731.88,768.47,50.27,-50.27
Others,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7R8,"Part # 84-341-23 - PLIER CIRCLIP, BENT EXTERNAL, 180mm-7 Make: Stanley",6,306.02,0,5.0% VAT,5.00%,91.806,1836.12,1494,249,342.12,18.63%,No,No,1716,1801.8,1836.12,1927.93,126.13,-126.13
Davinder Singh,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7R9,"Part # 84-348-23 - PLIER CIRCLIP, BENT EXTERNAL, 230mm-9 Make: Stanley",3,394.113333333333,0,5.0% VAT,5.00%,59.117,1182.34,939,313,243.34,20.58%,No,No,1104.99,1160.24,1182.34,1241.46,81.22,-81.22
Others,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7S0,"Part # 84-362-23 - PLIER CIRCLIP, STRAIGHT INTERNAL,130mm-5 Make: Stanley",3,253.603333333333,0,5.0% VAT,5.00%,38.0405,760.81,618,206,142.81,18.77%,No,No,711,746.55,760.81,798.85,52.3000000000001,-52.3000000000001
Shailender Agarwal,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7S1,"Part # 84-363-23 - PLIER CIRCLIP, STRAIGHT INTERNAL,180mm-7 Make: Stanley",3,335.626666666667,0,12.5% VAT,13.00%,130.8944,1006.88,816,272,190.88,18.96%,No,No,941.01,1063.34,1006.88,1137.77,74.4300000000001,-74.4300000000001
Others,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7S2,"Part # 84-364-23 - PLIER CIRCLIP, STRAIGHT INTERNAL,230mm-9 Make: Stanley",3,395.56,0,5.0% VAT,5.00%,59.334,1186.68,963,321,223.68,18.85%,No,No,1109.01,1164.46,1186.68,1246.01,81.55,-81.55
Gajendra Pawar,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7T6,Part # 70746-S - 75mm 3 Jaw Gear Puller Make: Stanley,2,1315.04,0,5.0% VAT,5.00%,131.504,2630.08,2500,1250,130.08,4.95%,No,No,2458,2580.9,2630.08,2761.58,180.68,-180.68
Lavanya Jamma,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7T8,Part # 70748-S - 150mm 3 Jaw Gear Puller Make: Stanley,1,2957.38,0,12.5% VAT,13.00%,384.4594,2957.38,2811,2811,146.38,4.95%,No,No,2764,3123.32,2957.38,3341.84,218.52,-218.52
Davinder Singh,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7V0,Part # 66-039 - S/DVR PRECISION SET 6PC Make: Stanley,1,227.91,0,5.0% VAT,5.00%,11.3955,227.91,184,184,43.91,19.27%,No,No,213,223.65,227.91,239.31,15.66,-15.66
Swati Bhosale,22-Aug-15,INR,1,KION India Pvt. Ltd.,KION India,1587,200208,9-Jan-16,BM0C7X6,Part # STHT65190-8 - CUSHION GRIP STANDARD 6.5mm X 45mm Make: Stanley,3,117.053333333333,0,12.5% VAT,13.00%,45.6508,351.16,339,113,12.16,3.46%,No,No,343.35,387.99,351.16,396.81,8.81999999999999,-8.81999999999999
