#,Date,Customer,Due Date,Document Status,Branch,Document Total,Canceled,Document Type,Inside Sales Owner,Order Number,Project,Document Total (FC),Document Total (SC),Tax Amount (SC)
20211808,07-Jan-2019,Cargill India Pvt. Ltd.,06-Feb-2019,Closed,Maharashtra,35612.4,No,I,Deepa Gade,,29558,0,35612.4,5432.4
20211809,07-Jan-2019,Cummins Technologies India Pvt. Ltd.,07-Jan-2019,Closed,Maharashtra,31578.39,No,I,Pravin Shinde,,30418,0,31578.39,4817.04
20211810,07-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,07-Jan-2019,Open,Maharashtra,41582.44,No,I,Husna Khan,,28831,0,41582.44,6343.08
20211811,07-Jan-2019,Cummins Technologies India Pvt. Ltd.,07-Jan-2019,Closed,Maharashtra,59179.57,No,I,Sarika Tanawade,,27573,0,59179.57,9027.39
20211812,07-Jan-2019,Cummins Technologies India Pvt. Ltd.,07-Jan-2019,Closed,Maharashtra,15896.14,No,I,Pravin Shinde,,29806,0,15896.14,2424.84
20211813,07-Jan-2019,Applied Materials India Pvt. Ltd.,07-Jan-2019,Open,Maharashtra,48894.68,No,I,Swati Bhosale,,27592,0,48894.68,7458.51
20211814,07-Jan-2019,Cargill India Pvt. Ltd.,06-Feb-2019,Closed,Maharashtra,181744.78,No,I,Rahul Sonawane,,30206,0,181744.78,27723.78
20211815,07-Jan-2019,GE Diesel Locomotive Pvt. Ltd.,07-Jan-2019,Closed,Maharashtra,123824.13,No,I,Vishal Gajera,,29202,0,123824.13,18888.43
20211816,07-Jan-2019,Cummins India Ltd.,07-Jan-2019,Closed,Maharashtra,141600,Yes,I,Sajida Sayyed,,19875,0,141600,21600
20211817,08-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,08-Jan-2019,Open,Maharashtra,4272389.11,No,I,Husna Khan,,26966,0,4272389.11,651720.38
20211818,08-Jan-2019,Cummins India Ltd.,08-Jan-2019,Closed,Maharashtra,6637.5,No,I,Arul Patwardhan,,29710,0,6637.5,1012.5
20211819,08-Jan-2019,Beckman Coulter India Pvt. Ltd.,08-Jan-2019,Closed,Maharashtra,46160,No,I,Ayush Agrawal,,30248,0,46160,9160
20211820,08-Jan-2019,Huntsman International India Pvt Ltd,07-Feb-2019,Closed,Maharashtra,8378,No,I,Mayur Salunke,,30303,0,8378,1278
20211821,08-Jan-2019,Godrej and Boyce Manufacturing Co. Ltd.,07-Feb-2019,Closed,Maharashtra,12744,No,I,Kartik Pai,,30334,0,12744,1944
20211822,08-Jan-2019,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),08-Jan-2019,Closed,Maharashtra,8850,No,I,Neha Mundhe,,29811,0,8850,1350
20211823,08-Jan-2019,Covestro India Pvt. Ltd.,07-Feb-2019,Closed,Maharashtra,85609,No,I,Sandeep Pal,,30168,0,85609,13059
20211824,08-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,08-Jan-2019,Open,Maharashtra,16147.37,No,I,Mitesh Mandaliya,,29870,0,16147.37,2463.16
20211825,08-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,08-Jan-2019,Open,Maharashtra,40843.26,No,I,Rajani Kyatham,,27576,0,40843.26,6230.32
20211826,08-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,08-Jan-2019,Open,Maharashtra,13445.87,No,I,Aditya Andankar,,28874,0,13445.87,2051.06
20211827,08-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,08-Jan-2019,Open,Maharashtra,40528.93,No,I,Husna Khan,,28982,0,40528.93,6182.38
20211828,08-Jan-2019,Huntsman International India Pvt Ltd,07-Feb-2019,Closed,Maharashtra,235145.68,No,I,Mayur Salunke,,27188,0,235145.68,35869.68
20211829,08-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,08-Jan-2019,Open,Maharashtra,68715.79,No,I,Husna Khan,,30145,0,68715.79,15031.58
20211830,08-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,08-Jan-2019,Open,Maharashtra,17202.98,No,I,Aditya Andankar,,28396,0,17202.98,2624.18
20211831,08-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,08-Jan-2019,Open,Maharashtra,15989.25,No,I,Aditya Andankar,,28893,0,15989.25,2439.04
20211832,09-Jan-2019,Cummins India Ltd.,09-Jan-2019,Closed,Maharashtra,21483.68,No,I,Pravin Shinde,,30364,0,21483.68,3277.18
20211833,09-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,09-Jan-2019,Open,Maharashtra,35240.68,No,I,Sheeba Shaikh,,27526,0,35240.68,5375.7
20211834,09-Jan-2019,Survival Systems India,09-Jan-2019,Closed,Maharashtra,29468.91,No,I,Ghousuddin Shaikh,,30240,0,29468.91,4495.26
20211835,09-Jan-2019,Cummins India Ltd.,09-Jan-2019,Closed,Maharashtra,141600,Yes,I,Sajida Sayyed,,19875,0,141600,21600
20211836,09-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,09-Jan-2019,Open,Maharashtra,40467.1,No,I,Husna Khan,,29000,0,40467.1,6172.96
20211837,09-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,09-Jan-2019,Open,Maharashtra,98846.72,No,I,Husna Khan,,30033,0,98846.72,15078.3
20211838,09-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,09-Jan-2019,Open,Maharashtra,50739.95,No,I,Husna Khan,,29699,0,50739.95,7739.98
20211839,09-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,09-Jan-2019,Open,Maharashtra,40421.28,No,I,Husna Khan,,29207,0,40421.28,6165.96
20211840,09-Jan-2019,Daulat Ram Engineering Services Pvt. Ltd.,09-Jan-2019,Open,Maharashtra,2062.2,No,I,Arul Patwardhan,,30306,0,2062.2,98.2
20211841,10-Jan-2019,Cummins India Ltd.,10-Jan-2019,Open,Maharashtra,141600,No,I,Sajida Sayyed,,19875,0,141600,21600
20211842,10-Jan-2019,Piramal Enterprises Ltd.,10-Jan-2019,Open,Maharashtra,44688,No,I,Mrunal Malkar,,29047,0,44688,4788
20211843,10-Jan-2019,Flextronics Technologies India Pvt. Ltd.,10-Jan-2019,Closed,Maharashtra,29715,No,I,Kartik Pai,,30111,0,29715,1415
20211844,10-Jan-2019,Cummins India Ltd.,10-Jan-2019,Closed,Maharashtra,185260,No,I,Sajida Sayyed,,29458,0,185260,28260
20211845,10-Jan-2019,GE Diesel Locomotive Pvt. Ltd.,10-Jan-2019,Closed,Maharashtra,1239,Yes,I,Neha Mundhe,,28715,0,1239,189
20211846,10-Jan-2019,GE Diesel Locomotive Pvt. Ltd.,10-Jan-2019,Closed,Maharashtra,2124,No,I,Neha Mundhe,,28715,0,2124,324
20211847,11-Jan-2019,Applied Materials India Pvt. Ltd.,11-Jan-2019,Closed,Maharashtra,31176.84,Yes,I,Supriya Govalkar,,28570,0,31176.84,4755.79
20211848,11-Jan-2019,GE Diesel Locomotive Pvt. Ltd.,11-Jan-2019,Closed,Maharashtra,12120.96,Yes,I,Vishal Gajera,,29775,0,12120.96,1848.96
20211849,11-Jan-2019,GE Diesel Locomotive Pvt. Ltd.,11-Jan-2019,Closed,Maharashtra,255802.76,Yes,I,Vishal Gajera,,29784,0,255802.76,39020.76
20211850,11-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,11-Jan-2019,Open,Maharashtra,47264.32,No,I,Aditya Andankar,,28628,0,47264.32,7209.82
20211851,11-Jan-2019,Stanley Engineered Fastening India Pvt. Ltd.,11-Jan-2019,Open,Maharashtra,32333.63,No,I,Sandeep Pal,,28509,0,32333.63,4932.23
20211852,11-Jan-2019,Jones Lang Lasalle Property Consultants India Pvt. Ltd.,11-Jan-2019,Open,Maharashtra,1078.71,No,I,Mayur Salunke,,30422,0,1078.71,164.55
20211853,11-Jan-2019,GIA India Laboratory Pvt. Ltd.,11-Jan-2019,Open,Maharashtra,36410.33,No,I,Saquib Shaikh,,29972,0,36410.33,5347.56
20211854,11-Jan-2019,Cargill India Pvt. Ltd.,10-Feb-2019,Closed,Maharashtra,57241.6,No,I,Rahul Sonawane,,30055,0,57241.6,12521.6
20211855,11-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,11-Jan-2019,Open,Maharashtra,112183.2,No,I,Aditya Andankar,,29494,0,112183.2,17112.7
20211856,11-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,11-Jan-2019,Open,Maharashtra,23775.6,No,I,Mitesh Mandaliya,,30046,0,23775.6,1720.26
20211857,11-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,11-Jan-2019,Open,Maharashtra,26948.2,No,I,Mitesh Mandaliya,,30285,0,26948.2,1283.24
20211858,14-Jan-2019,Cargill India Pvt. Ltd.,13-Feb-2019,Closed,Maharashtra,83469.12,No,I,Deepa Gade,,29183,0,83469.12,8943.12
20211859,14-Jan-2019,Survival Systems India,14-Jan-2019,Open,Maharashtra,4285.27,No,I,Ghousuddin Shaikh,,30448,0,4285.27,653.68
20211860,14-Jan-2019,GE Diesel Locomotive Pvt. Ltd.,14-Jan-2019,Closed,Maharashtra,11412.71,Yes,I,Vishal Gajera,,30031,0,11412.71,1740.93
20211861,14-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,14-Jan-2019,Open,Maharashtra,54375.46,No,I,Nisha Patil,,25371,0,54375.46,8294.56
20211862,14-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,14-Jan-2019,Open,Maharashtra,7993.66,No,I,Aditya Andankar,,28893,0,7993.66,1219.38
20211863,14-Jan-2019,GE Diesel Locomotive Pvt. Ltd.,14-Jan-2019,Closed,Maharashtra,19742.01,Yes,I,Vishal Gajera,,29862,0,19742.01,3011.49
20211864,14-Jan-2019,GE Diesel Locomotive Pvt. Ltd.,14-Jan-2019,Closed,Maharashtra,6922.82,Yes,I,Vishal Gajera,,30175,0,6922.82,1056.03
20211865,14-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,14-Jan-2019,Open,Maharashtra,18408.1,No,I,Husna Khan,,28226,0,18408.1,2808.02
20211866,14-Jan-2019,GE Diesel Locomotive Pvt. Ltd.,14-Jan-2019,Closed,Maharashtra,7909.88,Yes,I,Vishal Gajera,,29786,0,7909.88,1206.6
20211867,14-Jan-2019,Cummins Technologies India Pvt. Ltd.,14-Jan-2019,Open,Maharashtra,68440,No,I,Sajida Sayyed,,27981,0,68440,10440
20211868,14-Jan-2019,Eaton India Innovation Center LLP,14-Jan-2019,Closed,Maharashtra,401837.3,No,I,Mitesh Mandaliya,,29877,0,401837.3,0
20211869,14-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,14-Jan-2019,Open,Maharashtra,111573.55,No,I,Husna Khan,,27913,0,111573.55,17019.7
20211870,14-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,14-Jan-2019,Open,Maharashtra,16107.94,No,I,Husna Khan,,29149,0,16107.94,2457.14
20211871,14-Jan-2019,Hyosung T and D India Pvt. Ltd.,14-Jan-2019,Open,Maharashtra,17220,No,I,Sajida Sayyed,,27925,0,17220,820
20211872,14-Jan-2019,GE Diesel Locomotive Pvt. Ltd.,14-Jan-2019,Closed,Maharashtra,49560,Yes,I,Vishal Gajera,,28775,0,49560,7560
20211873,14-Jan-2019,GE Diesel Locomotive Pvt. Ltd.,14-Jan-2019,Closed,Maharashtra,3730.99,Yes,I,Vishal Gajera,,29782,0,3730.99,569.14
20211874,14-Jan-2019,GE India Industrial Pvt. Ltd.,14-Jan-2019,Open,Maharashtra,9414.88,No,I,Neha Mundhe,,29910,0,9414.88,1436.16
20211875,14-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,14-Jan-2019,Open,Maharashtra,17142.5,No,I,Husna Khan,,29054,0,17142.5,2614.98
20211876,15-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,15-Jan-2019,Open,Maharashtra,110577.8,No,I,Aditya Andankar,,30215,0,110577.8,16867.8
20211877,15-Jan-2019,GIA India Laboratory Pvt. Ltd.,15-Jan-2019,Open,Maharashtra,3025.31,No,I,Saquib Shaikh,,29972,0,3025.31,461.49
20211878,15-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,15-Jan-2019,Open,Maharashtra,141653.1,No,I,Aditya Andankar,,30156,0,141653.1,21608.1
20211879,15-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,15-Jan-2019,Open,Maharashtra,59611.94,No,I,Sheeba Shaikh,,27461,0,59611.94,9093.34
20211880,15-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,15-Jan-2019,Open,Maharashtra,15252.46,No,I,Aditya Andankar,,28216,0,15252.46,2326.66
20211881,15-Jan-2019,Cameron Middle East FZE,15-Jan-2019,Closed,Maharashtra,38325000,Yes,I,Vijay Manjrekar,,30670,"5,25,000.00",38325000,0
20211882,15-Jan-2019,Cummins Technologies India Pvt. Ltd.,15-Jan-2019,Closed,Maharashtra,27237.24,No,I,Poonam Mohite,,19903,0,27237.24,4154.84
20211883,15-Jan-2019,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),15-Jan-2019,Closed,Maharashtra,91795.74,No,I,Supriya Govalkar,,29167,0,91795.74,14002.74
20211884,15-Jan-2019,Covestro India Pvt. Ltd.,14-Feb-2019,Open,Maharashtra,4720,No,I,Supriya Govalkar,,29897,0,4720,720
20211885,15-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,15-Jan-2019,Open,Maharashtra,199978.94,No,I,Husna Khan,,29723,0,199978.94,30505.26
20211886,15-Jan-2019,Applied Materials India Pvt. Ltd.,15-Jan-2019,Open,Maharashtra,5146.81,No,I,Supriya Govalkar,,28923,0,5146.81,785.11
20211887,16-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,16-Jan-2019,Open,Maharashtra,11437.44,No,I,Husna Khan,,28210,0,11437.44,1225.44
20211888,16-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,16-Jan-2019,Open,Maharashtra,2711.5,No,I,Husna Khan,,29412,0,2711.5,413.62
20211889,16-Jan-2019,Covestro India Pvt. Ltd.,15-Feb-2019,Closed,Maharashtra,39351.82,No,I,Supriya Govalkar,,29853,0,39351.82,6002.82
20211890,16-Jan-2019,Value Beverages,16-Jan-2019,Closed,Maharashtra,5900,No,I,Ghousuddin Shaikh,,30677,0,5900,900
20211891,16-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,16-Jan-2019,Open,Maharashtra,3157.8,No,I,Ghousuddin Shaikh,,30018,0,3157.8,0
20211892,16-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,16-Jan-2019,Open,Maharashtra,12221.93,No,I,Sheeba Shaikh,,27357,0,12221.93,1864.36
20211893,16-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,16-Jan-2019,Open,Maharashtra,37394.4,No,I,Aditya Andankar,,29494,0,37394.4,5704.24
20211894,16-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,16-Jan-2019,Open,Maharashtra,27617.02,No,I,Husna Khan,,28650,0,27617.02,4212.76
20211895,16-Jan-2019,Covestro India Pvt. Ltd.,15-Feb-2019,Closed,Maharashtra,988.84,No,I,Sandeep Pal,,28755,0,988.84,150.84
20211896,16-Jan-2019,Daulat Ram Engineering Services Pvt. Ltd.,15-Feb-2019,Closed,Maharashtra,38515.2,No,I,Arul Patwardhan,,30459,0,38515.2,5875.2
20211897,17-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,17-Jan-2019,Open,Maharashtra,22613.24,No,I,Aditya Andankar,,29235,0,22613.24,3449.48
20211898,17-Jan-2019,Cargill India Pvt. Ltd.,16-Feb-2019,Open,Maharashtra,9263,No,I,Rahul Sonawane,,28031,0,9263,1413
20211899,17-Jan-2019,Cargill India Pvt. Ltd.,16-Feb-2019,Open,Maharashtra,7983.36,No,I,Rahul Sonawane,,30650,0,7983.36,855.36
20211900,17-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,17-Jan-2019,Open,Maharashtra,49684.19,No,I,Husna Khan,,29780,0,49684.19,7578.94
20211901,17-Jan-2019,Applied Materials India Pvt. Ltd.,17-Jan-2019,Closed,Maharashtra,42231.57,No,I,Supriya Govalkar,,30690,0,42231.57,6442.1
20211902,17-Jan-2019,HD Wires Pvt. Ltd.,16-Feb-2019,Open,Maharashtra,43687.86,No,I,Ghousuddin Shaikh,,30492,0,43687.86,6664.26
20211903,17-Jan-2019,Covestro India Pvt. Ltd.,16-Feb-2019,Closed,Maharashtra,1330,No,I,Mustafa Kanchwala,,30550,0,1330,0
20211904,17-Jan-2019,Cargill India Pvt. Ltd.,16-Feb-2019,Open,Maharashtra,61985.4,No,I,Rahul Sonawane,,30737,0,61985.4,9455.4
20211905,18-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,18-Jan-2019,Open,Maharashtra,51292.24,No,I,Aditya Andankar,,29568,0,51292.24,7824.24
20211906,18-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,18-Jan-2019,Open,Maharashtra,22129.24,No,I,Aditya Andankar,,30026,0,22129.24,3375.64
20211907,18-Jan-2019,HD Wires Pvt. Ltd.,17-Feb-2019,Open,Maharashtra,7106.43,No,I,Ghousuddin Shaikh,,30725,0,7106.43,1084.03
20211908,18-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,18-Jan-2019,Open,Maharashtra,55323.12,No,I,Aditya Andankar,,30026,0,55323.12,8439.12
20211909,18-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,18-Jan-2019,Open,Maharashtra,1863157.89,No,I,Husna Khan,,30066,0,1863157.89,284210.52
20211910,18-Jan-2019,Entrues Business Services India Pvt. Ltd.,18-Jan-2019,Closed,Maharashtra,46020,No,I,Supriya Govalkar,,30748,0,46020,7020
20211911,18-Jan-2019,Beckman Coulter India Pvt. Ltd.,18-Jan-2019,Open,Maharashtra,6844,No,I,Puja Pawar,,27392,0,6844,1044
20211912,18-Jan-2019,Survival Systems India,18-Jan-2019,Open,Maharashtra,6263.17,No,I,Ghousuddin Shaikh,,30491,0,6263.17,955.4
20211913,18-Jan-2019,Gruppe Littlesilver,18-Jan-2019,Open,Maharashtra,48272.04,No,I,Mithun Trisule,,29573,0,48272.04,7363.54
20211914,18-Jan-2019,Cummins India Ltd.,18-Jan-2019,Closed,Maharashtra,136017.72,No,I,Pravin Shinde,,30623,0,136017.72,14573.32
20211915,18-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,18-Jan-2019,Open,Maharashtra,44798.83,No,I,Aditya Andankar,,30523,0,44798.83,4799.88
20211916,18-Jan-2019,Jubilant Life Sciences Ltd.,18-Jan-2019,Closed,Maharashtra,15753,No,I,Ayush Agrawal,,30524,0,15753,2403
20211917,18-Jan-2019,Cameron Middle East FZE,18-Jan-2019,Closed,Maharashtra,1866375,Yes,I,Vijay Manjrekar,,30670,"26,250.00",1866375,0
20211918,18-Jan-2019,Daulat Ram Engineering Services Pvt. Ltd.,17-Feb-2019,Closed,Maharashtra,38515.2,No,I,Arul Patwardhan,,30459,0,38515.2,5875.2
20211919,19-Jan-2019,Applied Materials India Pvt. Ltd.,19-Jan-2019,Open,Maharashtra,12652.67,No,I,Supriya Govalkar,,29545,0,12652.67,1930.07
20211920,19-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,19-Jan-2019,Open,Maharashtra,14284.2,No,I,Ghousuddin Shaikh,,30222,0,14284.2,2178.94
20211921,19-Jan-2019,Reliance Corporate IT Park Ltd.,18-Feb-2019,Open,Maharashtra,198063.26,No,I,Husna Khan,,28200,0,198063.26,21221.06
20211922,19-Jan-2019,Daulat Ram Engineering Services Pvt. Ltd.,19-Jan-2019,Open,Maharashtra,4124.4,No,I,Arul Patwardhan,,30756,0,4124.4,196.4
20211923,19-Jan-2019,Flextronics Technologies India Pvt. Ltd.,19-Jan-2019,Open,Maharashtra,6003.6,No,I,Kartik Pai,,30717,0,6003.6,911.1
20211924,19-Jan-2019,KBS Creations,19-Jan-2019,Closed,Maharashtra,41695,No,I,Mitesh Mandaliya,,29821,0,41695,0
20211925,19-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,19-Jan-2019,Open,Maharashtra,38845.6,No,I,Aditya Andankar,,30421,0,38845.6,5925.6
20211926,19-Jan-2019,Hyosung T and D India Pvt. Ltd.,19-Jan-2019,Open,Maharashtra,5040,No,I,Sajida Sayyed,,28674,0,5040,240
20211927,19-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,19-Jan-2019,Open,Maharashtra,14246.96,No,I,Ghousuddin Shaikh,,30895,0,14246.96,2173.26
20211928,21-Jan-2019,Jubilant Life Sciences Ltd.,21-Jan-2019,Closed,Maharashtra,9458.88,No,I,Mustafa Kanchwala,,30231,0,9458.88,1442.88
20211929,21-Jan-2019,Ashirvad Pipes Pvt. Ltd.,21-Jan-2019,Closed,Maharashtra,68722.5,No,I,David K,,30870,0,68722.5,3272.5
20211930,21-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,21-Jan-2019,Open,Maharashtra,20421.63,No,I,Rajani Kyatham,,27576,0,20421.63,3115.16
20211931,21-Jan-2019,Eaton India Innovation Center LLP,21-Jan-2019,Open,Maharashtra,7233.33,No,I,Ghousuddin Shaikh,,30732,0,7233.33,0
20211932,21-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,21-Jan-2019,Open,Maharashtra,51292.24,No,I,Aditya Andankar,,29568,0,51292.24,7824.24
20211933,21-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,21-Jan-2019,Open,Maharashtra,37313.86,No,I,Sheeba Shaikh,,27526,0,37313.86,5691.94
20211934,21-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,21-Jan-2019,Open,Maharashtra,24934.39,No,I,Husna Khan,,27499,0,24934.39,3803.54
20211935,21-Jan-2019,GE Diesel Locomotive Pvt. Ltd.,21-Jan-2019,Open,Maharashtra,83234,No,I,Neha Mundhe,,27762,0,83234,11934
20211936,21-Jan-2019,GE India Industrial Pvt. Ltd.,20-Feb-2019,Closed,Maharashtra,315382.31,Yes,I,Supriya Govalkar,,28353,0,315382.31,48109.16
20211937,21-Jan-2019,Applied Materials India Pvt. Ltd.,21-Jan-2019,Closed,Maharashtra,419014.22,No,I,Supriya Govalkar,,29394,0,419014.22,63917.42
20211938,22-Jan-2019,GE India Industrial Pvt. Ltd.,21-Feb-2019,Closed,Maharashtra,166967.11,No,I,Supriya Govalkar,,28353,0,166967.11,25469.56
20211939,22-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,22-Jan-2019,Open,Maharashtra,11181.35,No,I,Mitesh Mandaliya,,30213,0,11181.35,1705.64
20211940,22-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,22-Jan-2019,Open,Maharashtra,55755,No,I,Neha Mundhe,,30574,0,55755,8505
20211941,22-Jan-2019,J S Equipments,22-Jan-2019,Open,Maharashtra,1377287.19,No,I,Vijay Manjrekar,,30981,0,1377287.19,210094.68
20211942,22-Jan-2019,Jones Lang Lasalle Property Consultants India Pvt. Ltd.,22-Jan-2019,Closed,Maharashtra,7032.8,No,I,Mayur Salunke,,30052,0,7032.8,1072.8
20211943,22-Jan-2019,Applied Materials India Pvt. Ltd.,22-Jan-2019,Open,Maharashtra,1770,No,I,Supriya Govalkar,,28443,0,1770,270
20211944,23-Jan-2019,Survival Systems India,23-Jan-2019,Open,Maharashtra,40989.42,No,I,Ghousuddin Shaikh,,30447,0,40989.42,6252.62
20211945,23-Jan-2019,Jubilant Life Sciences Ltd.,23-Jan-2019,Open,Maharashtra,3881.23,No,I,Ayush Agrawal,,30252,0,3881.23,592.06
20211946,23-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,23-Jan-2019,Open,Maharashtra,12902.24,No,I,Aditya Andankar,,28396,0,12902.24,1968.14
20211947,23-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,23-Jan-2019,Closed,Maharashtra,10737.99,No,I,Husna Khan,,29476,0,10737.99,1638
20211948,23-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,23-Jan-2019,Open,Maharashtra,29292.92,No,I,Aditya Andankar,,29056,0,29292.92,4468.42
20211949,23-Jan-2019,Husco Hydraulics Pvt. Ltd.,22-Feb-2019,Closed,Maharashtra,15141.76,No,I,Pravin Shinde,,29424,0,15141.76,2309.76
20211950,23-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,23-Jan-2019,Open,Maharashtra,97110.88,No,I,Aditya Andankar,,29563,0,97110.88,14813.52
20211951,23-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,23-Jan-2019,Open,Maharashtra,25646.12,No,I,Aditya Andankar,,29568,0,25646.12,3912.12
20211952,23-Jan-2019,Eaton India Innovation Center LLP,23-Jan-2019,Open,Maharashtra,11612.92,No,I,Ghousuddin Shaikh,,30528,0,11612.92,0
20211953,23-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,23-Jan-2019,Closed,Maharashtra,60915.01,Yes,I,Aditya Andankar,,29563,0,60915.01,9292.12
20211954,23-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,23-Jan-2019,Open,Maharashtra,45336.83,No,I,Husna Khan,,30126,0,45336.83,6915.78
20211955,23-Jan-2019,ZF India Pvt. Ltd.,23-Jan-2019,Closed,Maharashtra,405.92,No,I,Pravin Shinde,,29222,0,405.92,61.92
20211956,23-Jan-2019,Cummins India Ltd.,23-Jan-2019,Closed,Maharashtra,9578.82,No,I,Sajida Sayyed,,30186,0,9578.82,1461.18
20211957,23-Jan-2019,Flextronics Technologies India Pvt. Ltd.,23-Jan-2019,Closed,Maharashtra,10195.2,No,I,Kartik Pai,,30983,0,10195.2,1555.2
20211958,23-Jan-2019,GE Diesel Locomotive Pvt. Ltd.,23-Jan-2019,Closed,Maharashtra,6254,No,I,Neha Mundhe,,27762,0,6254,954
20211959,23-Jan-2019,Flextronics Technologies India Pvt. Ltd.,23-Jan-2019,Closed,Maharashtra,5943,No,I,Kartik Pai,,30111,0,5943,283
20211960,24-Jan-2019,Parveen Industries Pvt. Ltd.,24-Jan-2019,Closed,Maharashtra,113280,No,I,Mithun Trisule,,28425,0,113280,17280
20211961,24-Jan-2019,GE India Industrial Pvt. Ltd.,23-Feb-2019,Closed,Maharashtra,148415.2,No,I,Supriya Govalkar,,28353,0,148415.2,22639.6
20211962,24-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,24-Jan-2019,Open,Maharashtra,24290.3,No,I,Aditya Andankar,,29420,0,24290.3,3705.3
20211963,24-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,24-Jan-2019,Open,Maharashtra,33193.88,No,I,Aditya Andankar,,30026,0,33193.88,5063.48
20211964,24-Jan-2019,Cummins Technologies India Pvt. Ltd.,24-Jan-2019,Closed,Maharashtra,106075.2,No,I,Sarika Tanawade,,28394,0,106075.2,11365.2
20211965,24-Jan-2019,Raymond Ltd.,23-Feb-2019,Closed,Maharashtra,77782.51,No,I,Sanjeev Shukla,,30718,0,77782.51,17014.92
20211966,24-Jan-2019,Cummins Generator Technologies India Pvt. Ltd.,24-Jan-2019,Closed,Maharashtra,34013.93,No,I,Sajida Sayyed,,28550,0,34013.93,5188.58
20211967,24-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,24-Jan-2019,Open,Maharashtra,69557.87,No,I,Husna Khan,,29780,0,69557.87,10610.52
20211968,24-Jan-2019,Henkel Adhesive Technologies India Pvt. Ltd.,24-Jan-2019,Closed,Maharashtra,11659.97,Yes,I,Sheeba Shaikh,,27060,0,11659.97,1778.64
